transaction_id,source_account_id,destination_account_id,timestamp,amount,transaction_type,location_id,reference,network_id,synthetic_flag
TXN-011819,ACCT-005258,ACCT-003054,2024-03-22T12:51:00,1539.91,REFUND,LOC-000031,SYNREF-00011819,NET-000013,true
TXN-011820,ACCT-004681,ACCT-004542,2023-10-29T13:40:00,15902.81,CASH_WITHDRAWAL,LOC-002289,SYNREF-00011820,,true
TXN-011821,ACCT-000258,ACCT-006489,2023-10-31T22:21:00,17110.62,REFUND,LOC-000506,SYNREF-00011821,NET-000004,true
TXN-011822,ACCT-007785,ACCT-004824,2023-08-30T12:01:00,8575.9,BILL_PAYMENT,LOC-000363,SYNREF-00011822,NET-000018,true
TXN-011823,ACCT-003979,ACCT-004812,2023-05-12T18:45:00,33707.28,TRANSFER,LOC-003005,SYNREF-00011823,NET-000018,true
TXN-011824,ACCT-002687,ACCT-005754,2024-02-15T16:10:00,5442.71,CASH_WITHDRAWAL,LOC-000162,SYNREF-00011824,NET-000016,true
TXN-011825,ACCT-003395,ACCT-007966,2023-12-04T20:15:00,9227.86,TRANSFER,LOC-000404,SYNREF-00011825,NET-000008,true
TXN-011826,ACCT-000969,ACCT-001928,2023-11-06T13:03:00,4987.46,CASH_DEPOSIT,LOC-000815,SYNREF-00011826,NET-000011,true
TXN-011827,ACCT-006816,ACCT-004249,2023-03-18T12:53:00,8121.27,CASH_WITHDRAWAL,LOC-001753,SYNREF-00011827,NET-000020,true
TXN-011828,ACCT-008586,ACCT-003089,2023-07-13T07:08:00,6858.87,BILL_PAYMENT,LOC-001717,SYNREF-00011828,,true
TXN-011829,ACCT-003431,ACCT-001587,2023-01-23T02:10:00,6566.49,CASH_WITHDRAWAL,LOC-001527,SYNREF-00011829,NET-000008,true
TXN-011830,ACCT-005181,ACCT-003946,2023-09-13T23:51:00,49267.53,CASH_DEPOSIT,LOC-001816,SYNREF-00011830,NET-000027,true
TXN-011831,ACCT-004267,ACCT-004268,2023-02-07T16:31:00,2380.25,CASH_WITHDRAWAL,LOC-001398,SYNREF-00011831,NET-000019,true
TXN-011832,ACCT-001724,ACCT-003117,2023-10-18T07:00:00,8593.42,CASH_WITHDRAWAL,LOC-001744,SYNREF-00011832,NET-000014,true
TXN-011833,ACCT-007736,ACCT-007186,2023-06-07T05:09:00,121518.82,CASH_WITHDRAWAL,LOC-002202,SYNREF-00011833,NET-000009,true
TXN-011834,ACCT-003201,ACCT-005381,2022-09-23T16:57:00,3452.68,REFUND,LOC-002120,SYNREF-00011834,NET-000003,true
TXN-011835,ACCT-003657,ACCT-001214,2023-02-08T18:50:00,46474.59,REFUND,LOC-002081,SYNREF-00011835,NET-000019,true
TXN-011836,ACCT-005610,ACCT-002704,2023-06-12T20:10:00,13408.34,MERCHANT_PAYMENT,LOC-001953,SYNREF-00011836,NET-000019,true
TXN-011837,ACCT-006321,ACCT-001730,2023-06-24T15:33:00,21993.14,MERCHANT_PAYMENT,LOC-001207,SYNREF-00011837,NET-000025,true
TXN-011838,ACCT-006885,ACCT-007787,2023-01-17T03:32:00,18358.45,TRANSFER,LOC-002088,SYNREF-00011838,NET-000020,true
TXN-011839,ACCT-001695,ACCT-005273,2023-02-10T08:54:00,10476.08,TRANSFER,LOC-001046,SYNREF-00011839,NET-000026,true
TXN-011840,ACCT-003120,ACCT-003376,2023-09-17T12:14:00,14653.45,TRANSFER,LOC-002134,SYNREF-00011840,NET-000017,true
TXN-011841,ACCT-001666,ACCT-004862,2023-06-06T19:47:00,24698.02,CASH_DEPOSIT,LOC-000976,SYNREF-00011841,NET-000009,true
TXN-011842,ACCT-001339,ACCT-000234,2023-03-05T17:24:00,33797.58,CASH_DEPOSIT,LOC-001724,SYNREF-00011842,NET-000001,true
TXN-011843,ACCT-005029,ACCT-008817,2023-06-29T04:36:00,151773.0,BILL_PAYMENT,LOC-002678,SYNREF-00011843,NET-000015,true
TXN-011844,ACCT-003238,ACCT-008178,2022-09-22T08:04:00,9879.02,REFUND,LOC-001817,SYNREF-00011844,NET-000025,true
TXN-011845,ACCT-004080,ACCT-006768,2022-12-18T20:59:00,9541.25,CASH_DEPOSIT,LOC-002517,SYNREF-00011845,NET-000008,true
TXN-011846,ACCT-010637,ACCT-004238,2022-12-26T09:22:00,25248.15,REFUND,LOC-002812,SYNREF-00011846,,true
TXN-011847,ACCT-002705,ACCT-003655,2022-10-18T10:42:00,44913.94,CASH_WITHDRAWAL,LOC-000971,SYNREF-00011847,NET-000019,true
TXN-011848,ACCT-004362,ACCT-006450,2023-08-10T00:11:00,31081.59,CASH_WITHDRAWAL,LOC-002125,SYNREF-00011848,NET-000025,true
TXN-011849,ACCT-008249,ACCT-006765,2023-05-12T11:44:00,24156.31,REFUND,LOC-002391,SYNREF-00011849,NET-000006,true
TXN-011850,ACCT-009188,ACCT-007462,2023-10-03T14:30:00,49952.2,CASH_DEPOSIT,LOC-001728,SYNREF-00011850,NET-000027,true
TXN-011851,ACCT-003475,ACCT-004592,2023-06-08T04:51:00,9526.34,REFUND,LOC-002207,SYNREF-00011851,NET-000017,true
TXN-011852,ACCT-010702,ACCT-010454,2022-09-02T08:52:00,15365.6,MERCHANT_PAYMENT,LOC-000071,SYNREF-00011852,,true
TXN-011853,ACCT-003101,ACCT-009039,2023-03-28T06:39:00,12817.3,MERCHANT_PAYMENT,LOC-002329,SYNREF-00011853,NET-000025,true
TXN-011854,ACCT-000448,ACCT-008617,2023-11-09T10:04:00,14827.95,CASH_WITHDRAWAL,LOC-002889,SYNREF-00011854,NET-000002,true
TXN-011855,ACCT-000272,ACCT-008981,2023-04-21T12:37:00,2563.61,CASH_WITHDRAWAL,LOC-000554,SYNREF-00011855,NET-000001,true
TXN-011856,ACCT-008607,ACCT-007291,2023-03-29T13:36:00,7084.31,TRANSFER,LOC-000938,SYNREF-00011856,NET-000024,true
TXN-011857,ACCT-003547,ACCT-006763,2023-08-06T02:01:00,13523.82,CASH_DEPOSIT,LOC-000137,SYNREF-00011857,NET-000006,true
TXN-011858,ACCT-003255,ACCT-006958,2023-06-13T06:10:00,6761.64,MERCHANT_PAYMENT,LOC-000016,SYNREF-00011858,NET-000009,true
TXN-011859,ACCT-009251,ACCT-001856,2024-01-04T00:32:00,7626.7,CASH_DEPOSIT,LOC-002327,SYNREF-00011859,NET-000018,true
TXN-011860,ACCT-003995,ACCT-009166,2022-12-22T13:41:00,9029.65,CASH_DEPOSIT,LOC-002864,SYNREF-00011860,NET-000021,true
TXN-011861,ACCT-007275,ACCT-005922,2023-05-30T22:30:00,96054.04,CASH_WITHDRAWAL,LOC-001491,SYNREF-00011861,,true
TXN-011862,ACCT-004949,ACCT-007090,2024-01-03T13:13:00,7882.45,CASH_DEPOSIT,LOC-002645,SYNREF-00011862,NET-000026,true
TXN-011863,ACCT-000777,ACCT-000438,2023-04-29T06:03:00,6260.57,REFUND,LOC-002003,SYNREF-00011863,,true
TXN-011864,ACCT-006792,ACCT-002321,2023-09-05T04:15:00,5578.8,TRANSFER,LOC-002261,SYNREF-00011864,NET-000002,true
TXN-011865,ACCT-011822,ACCT-004480,2023-04-12T21:59:00,14317.1,TRANSFER,LOC-001759,SYNREF-00011865,,true
TXN-011866,ACCT-004466,ACCT-005284,2023-11-06T16:29:00,2520.14,REFUND,LOC-001392,SYNREF-00011866,NET-000005,true
TXN-011867,ACCT-007683,ACCT-000698,2023-07-12T00:56:00,2791.03,BILL_PAYMENT,LOC-002591,SYNREF-00011867,NET-000005,true
TXN-011868,ACCT-009019,ACCT-001321,2023-05-14T15:31:00,5874.39,CASH_DEPOSIT,LOC-000643,SYNREF-00011868,NET-000023,true
TXN-011869,ACCT-002090,ACCT-006702,2023-02-14T12:26:00,1989.88,BILL_PAYMENT,LOC-000385,SYNREF-00011869,NET-000008,true
TXN-011870,ACCT-008309,ACCT-003966,2023-01-24T23:46:00,37323.39,TRANSFER,LOC-002979,SYNREF-00011870,NET-000007,true
TXN-011871,ACCT-008761,ACCT-006269,2022-11-17T17:06:00,2018.53,CASH_WITHDRAWAL,LOC-002581,SYNREF-00011871,NET-000028,true
TXN-011872,ACCT-001345,ACCT-009009,2024-02-27T19:46:00,139583.87,TRANSFER,LOC-000237,SYNREF-00011872,NET-000019,true
TXN-011873,ACCT-003371,ACCT-007400,2023-03-07T00:10:00,5002.75,TRANSFER,LOC-000990,SYNREF-00011873,,true
TXN-011874,ACCT-003930,ACCT-006919,2023-02-03T15:35:00,41385.93,MERCHANT_PAYMENT,LOC-001543,SYNREF-00011874,NET-000009,true
TXN-011875,ACCT-008220,ACCT-003174,2023-03-17T00:49:00,14601.11,TRANSFER,LOC-000346,SYNREF-00011875,NET-000021,true
TXN-011876,ACCT-002791,ACCT-005957,2023-08-12T13:55:00,2534.46,TRANSFER,LOC-001982,SYNREF-00011876,NET-000027,true
TXN-011877,ACCT-005407,ACCT-006728,2022-12-15T11:56:00,14417.57,REFUND,LOC-001627,SYNREF-00011877,NET-000026,true
TXN-011878,ACCT-006688,ACCT-006901,2023-01-25T12:37:00,15624.55,BILL_PAYMENT,LOC-001004,SYNREF-00011878,NET-000008,true
TXN-011879,ACCT-001794,ACCT-004144,2022-08-07T23:06:00,21309.93,BILL_PAYMENT,LOC-000052,SYNREF-00011879,NET-000010,true
TXN-011880,ACCT-002015,ACCT-001083,2023-03-22T18:11:00,11046.5,BILL_PAYMENT,LOC-002933,SYNREF-00011880,,true
TXN-011881,ACCT-003098,ACCT-005119,2023-03-09T06:19:00,23609.32,BILL_PAYMENT,LOC-000292,SYNREF-00011881,NET-000013,true
TXN-011882,ACCT-009044,ACCT-006880,2022-11-27T18:31:00,17841.78,CASH_WITHDRAWAL,LOC-000635,SYNREF-00011882,NET-000025,true
TXN-011883,ACCT-007222,ACCT-000089,2023-07-19T05:30:00,5822.69,CASH_DEPOSIT,LOC-000556,SYNREF-00011883,NET-000021,true
TXN-011884,ACCT-006855,ACCT-000200,2023-03-19T09:36:00,11388.08,CASH_WITHDRAWAL,LOC-000039,SYNREF-00011884,NET-000004,true
TXN-011885,ACCT-011852,ACCT-007321,2023-05-28T05:29:00,3516.97,CASH_DEPOSIT,LOC-001868,SYNREF-00011885,,true
TXN-011886,ACCT-005022,ACCT-003219,2023-02-02T03:25:00,24190.06,MERCHANT_PAYMENT,LOC-001953,SYNREF-00011886,NET-000023,true
TXN-011887,ACCT-002817,ACCT-000081,2023-07-17T02:10:00,2386.65,BILL_PAYMENT,LOC-000309,SYNREF-00011887,NET-000004,true
TXN-011888,ACCT-007578,ACCT-008526,2022-11-26T18:09:00,779066.37,CASH_DEPOSIT,LOC-000550,SYNREF-00011888,NET-000023,true
TXN-011889,ACCT-002599,ACCT-003409,2022-11-03T23:14:00,112578.61,MERCHANT_PAYMENT,LOC-002425,SYNREF-00011889,NET-000010,true
TXN-011890,ACCT-005588,ACCT-002020,2023-03-26T12:38:00,29680.46,TRANSFER,LOC-000238,SYNREF-00011890,NET-000013,true
TXN-011891,ACCT-009363,ACCT-006884,2023-05-29T19:12:00,6689.35,REFUND,LOC-001110,SYNREF-00011891,NET-000020,true
TXN-011892,ACCT-003897,ACCT-006900,2023-11-13T21:13:00,554231.36,MERCHANT_PAYMENT,LOC-000373,SYNREF-00011892,,true
TXN-011893,ACCT-007808,ACCT-001459,2022-09-17T16:20:00,52625.09,CASH_DEPOSIT,LOC-000915,SYNREF-00011893,NET-000001,true
TXN-011894,ACCT-002516,ACCT-001784,2023-11-06T23:31:00,8747.61,MERCHANT_PAYMENT,LOC-001892,SYNREF-00011894,,true
TXN-011895,ACCT-004388,ACCT-011437,2022-11-08T19:18:00,17255.19,CASH_WITHDRAWAL,LOC-000401,SYNREF-00011895,,true
TXN-011896,ACCT-008670,ACCT-011735,2022-08-31T09:33:00,5937.65,MERCHANT_PAYMENT,LOC-001157,SYNREF-00011896,,true
TXN-011897,ACCT-008381,ACCT-006869,2022-09-15T16:33:00,8498.99,BILL_PAYMENT,LOC-000604,SYNREF-00011897,NET-000008,true
TXN-011898,ACCT-003892,ACCT-005257,2023-04-06T05:27:00,12737.45,MERCHANT_PAYMENT,LOC-001073,SYNREF-00011898,,true
TXN-011899,ACCT-004533,ACCT-001054,2023-09-19T07:23:00,6661.62,BILL_PAYMENT,LOC-000035,SYNREF-00011899,NET-000004,true
TXN-011900,ACCT-006492,ACCT-004060,2023-01-03T12:06:00,8972.99,CASH_WITHDRAWAL,LOC-001225,SYNREF-00011900,NET-000025,true
TXN-011901,ACCT-001627,ACCT-005019,2023-10-13T01:23:00,6906.89,REFUND,LOC-000385,SYNREF-00011901,NET-000023,true
TXN-011902,ACCT-000052,ACCT-002098,2023-04-21T12:43:00,22802.43,TRANSFER,LOC-001936,SYNREF-00011902,NET-000008,true
TXN-011903,ACCT-008253,ACCT-011108,2023-07-08T04:17:00,23313.13,TRANSFER,LOC-001915,SYNREF-00011903,,true
TXN-011904,ACCT-005275,ACCT-001695,2023-03-17T22:54:00,35010.26,REFUND,LOC-002944,SYNREF-00011904,NET-000026,true
TXN-011905,ACCT-000993,ACCT-008344,2023-08-03T04:02:00,11817.96,CASH_DEPOSIT,LOC-002122,SYNREF-00011905,NET-000019,true
TXN-011906,ACCT-006996,ACCT-006617,2023-06-20T08:02:00,3137.81,MERCHANT_PAYMENT,LOC-000880,SYNREF-00011906,NET-000011,true
TXN-011907,ACCT-005754,ACCT-005304,2023-04-11T22:51:00,7694.74,CASH_WITHDRAWAL,LOC-000590,SYNREF-00011907,NET-000016,true
TXN-011908,ACCT-000709,ACCT-000137,2023-08-30T02:34:00,5357.66,TRANSFER,LOC-002424,SYNREF-00011908,NET-000007,true
TXN-011909,ACCT-000574,ACCT-011047,2023-07-26T15:00:00,23597.07,REFUND,LOC-001596,SYNREF-00011909,,true
TXN-011910,ACCT-007270,ACCT-008296,2023-08-01T01:35:00,10072.88,CASH_WITHDRAWAL,LOC-000909,SYNREF-00011910,NET-000017,true
TXN-011911,ACCT-007604,ACCT-005447,2023-06-10T21:00:00,587211.62,CASH_DEPOSIT,LOC-002468,SYNREF-00011911,NET-000014,true
TXN-011912,ACCT-005854,ACCT-002903,2023-01-22T15:23:00,50358.91,CASH_DEPOSIT,LOC-000847,SYNREF-00011912,NET-000021,true
TXN-011913,ACCT-008901,ACCT-001936,2022-12-10T10:09:00,12304.06,BILL_PAYMENT,LOC-000255,SYNREF-00011913,NET-000021,true
TXN-011914,ACCT-001786,ACCT-004190,2023-01-31T09:48:00,40491.47,CASH_WITHDRAWAL,LOC-001988,SYNREF-00011914,,true
TXN-011915,ACCT-009091,ACCT-002084,2023-04-18T15:33:00,34655.04,TRANSFER,LOC-001299,SYNREF-00011915,,true
TXN-011916,ACCT-002939,ACCT-005943,2023-06-26T07:29:00,17260.34,REFUND,LOC-000996,SYNREF-00011916,NET-000020,true
TXN-011917,ACCT-004131,ACCT-001078,2023-02-18T16:26:00,10117.05,BILL_PAYMENT,LOC-000177,SYNREF-00011917,NET-000027,true
TXN-011918,ACCT-000955,ACCT-003227,2023-04-13T11:02:00,23270.38,MERCHANT_PAYMENT,LOC-003014,SYNREF-00011918,,true
TXN-011919,ACCT-006107,ACCT-007627,2023-11-02T22:44:00,4130.43,CASH_DEPOSIT,LOC-001140,SYNREF-00011919,,true
TXN-011920,ACCT-005443,ACCT-008475,2023-09-23T10:54:00,3744.61,REFUND,LOC-002367,SYNREF-00011920,NET-000020,true
TXN-011921,ACCT-000375,ACCT-000175,2023-03-05T10:59:00,3251.44,TRANSFER,LOC-002842,SYNREF-00011921,NET-000002,true
TXN-011922,ACCT-008186,ACCT-005672,2022-12-03T13:35:00,7818.17,MERCHANT_PAYMENT,LOC-000484,SYNREF-00011922,,true
TXN-011923,ACCT-000407,ACCT-000402,2023-08-05T22:19:00,8270.32,BILL_PAYMENT,LOC-000087,SYNREF-00011923,NET-000013,true
TXN-011924,ACCT-005224,ACCT-007118,2023-06-19T05:29:00,3636.08,TRANSFER,LOC-001100,SYNREF-00011924,NET-000011,true
TXN-011925,ACCT-004437,ACCT-002027,2023-11-20T19:57:00,4380.31,CASH_DEPOSIT,LOC-001571,SYNREF-00011925,NET-000016,true
TXN-011926,ACCT-003788,ACCT-007907,2023-05-09T11:38:00,78884.22,MERCHANT_PAYMENT,LOC-001419,SYNREF-00011926,NET-000022,true
TXN-011927,ACCT-003786,ACCT-003817,2024-01-31T15:04:00,33828.88,TRANSFER,LOC-002820,SYNREF-00011927,NET-000001,true
TXN-011928,ACCT-003069,ACCT-002295,2022-09-04T07:46:00,3997.0,TRANSFER,LOC-000055,SYNREF-00011928,NET-000007,true
TXN-011929,ACCT-000336,ACCT-008772,2023-04-26T20:52:00,31723.28,BILL_PAYMENT,LOC-001860,SYNREF-00011929,NET-000018,true
TXN-011930,ACCT-008359,ACCT-002978,2023-08-01T10:37:00,53549.94,REFUND,LOC-002546,SYNREF-00011930,NET-000019,true
TXN-011931,ACCT-005674,ACCT-007728,2023-12-24T00:15:00,6618.1,REFUND,LOC-002490,SYNREF-00011931,NET-000012,true
TXN-011932,ACCT-004202,ACCT-006958,2023-08-27T23:40:00,7300.3,CASH_WITHDRAWAL,LOC-001176,SYNREF-00011932,NET-000009,true
TXN-011933,ACCT-007034,ACCT-009124,2023-09-19T06:52:00,743.69,TRANSFER,LOC-002592,SYNREF-00011933,NET-000015,true
TXN-011934,ACCT-007546,ACCT-005461,2023-01-22T17:15:00,37174.94,CASH_DEPOSIT,LOC-001315,SYNREF-00011934,NET-000025,true
TXN-011935,ACCT-002309,ACCT-001571,2023-07-10T23:23:00,5976.99,TRANSFER,LOC-000220,SYNREF-00011935,NET-000009,true
TXN-011936,ACCT-004167,ACCT-009384,2023-12-18T05:51:00,46955.92,CASH_WITHDRAWAL,LOC-000323,SYNREF-00011936,NET-000027,true
TXN-011937,ACCT-005051,ACCT-006174,2023-06-25T04:53:00,91891.34,CASH_WITHDRAWAL,LOC-001866,SYNREF-00011937,NET-000011,true
TXN-011938,ACCT-007322,ACCT-001446,2023-05-13T15:16:00,11143.5,MERCHANT_PAYMENT,LOC-002751,SYNREF-00011938,NET-000006,true
TXN-011939,ACCT-007931,ACCT-007190,2024-01-24T10:08:00,59331.4,BILL_PAYMENT,LOC-000886,SYNREF-00011939,NET-000020,true
TXN-011940,ACCT-007720,ACCT-001326,2023-05-14T19:45:00,8229.77,BILL_PAYMENT,LOC-000900,SYNREF-00011940,NET-000005,true
TXN-011941,ACCT-006587,ACCT-000749,2023-11-08T23:27:00,244216.44,REFUND,LOC-000438,SYNREF-00011941,NET-000014,true
TXN-011942,ACCT-005002,ACCT-005307,2023-01-12T19:20:00,7835.46,CASH_WITHDRAWAL,LOC-002957,SYNREF-00011942,NET-000017,true
TXN-011943,ACCT-008096,ACCT-006479,2023-07-02T08:59:00,7640.63,TRANSFER,LOC-000918,SYNREF-00011943,,true
TXN-011944,ACCT-006559,ACCT-001156,2023-08-06T21:37:00,3825.59,MERCHANT_PAYMENT,LOC-002153,SYNREF-00011944,NET-000017,true
TXN-011945,ACCT-008784,ACCT-002350,2023-10-20T09:56:00,17788.87,CASH_WITHDRAWAL,LOC-001403,SYNREF-00011945,NET-000014,true
TXN-011946,ACCT-008850,ACCT-006465,2023-10-07T20:31:00,6438.18,CASH_WITHDRAWAL,LOC-000082,SYNREF-00011946,,true
TXN-011947,ACCT-003907,ACCT-002085,2023-10-14T14:02:00,24242.58,MERCHANT_PAYMENT,LOC-001722,SYNREF-00011947,,true
TXN-011948,ACCT-006677,ACCT-000855,2023-11-07T01:17:00,89887.93,REFUND,LOC-002652,SYNREF-00011948,NET-000001,true
TXN-011949,ACCT-005959,ACCT-005958,2023-01-17T05:08:00,22352.84,MERCHANT_PAYMENT,LOC-002832,SYNREF-00011949,NET-000027,true
TXN-011950,ACCT-003380,ACCT-002560,2023-06-20T17:54:00,25168.42,TRANSFER,LOC-001848,SYNREF-00011950,NET-000019,true
TXN-011951,ACCT-003625,ACCT-006683,2023-08-28T05:18:00,31489.75,TRANSFER,LOC-000294,SYNREF-00011951,NET-000008,true
TXN-011952,ACCT-004489,ACCT-006152,2023-07-25T04:54:00,25317.19,CASH_WITHDRAWAL,LOC-002596,SYNREF-00011952,NET-000008,true
TXN-011953,ACCT-002740,ACCT-003053,2023-03-11T22:16:00,27307.08,REFUND,LOC-001096,SYNREF-00011953,NET-000011,true
TXN-011954,ACCT-007579,ACCT-008756,2022-11-07T16:10:00,8025.62,CASH_DEPOSIT,LOC-002663,SYNREF-00011954,NET-000018,true
TXN-011955,ACCT-003252,ACCT-002836,2023-03-03T04:43:00,63308.53,MERCHANT_PAYMENT,LOC-000190,SYNREF-00011955,NET-000011,true
TXN-011956,ACCT-001639,ACCT-005028,2024-01-29T17:17:00,10608.13,MERCHANT_PAYMENT,LOC-002437,SYNREF-00011956,NET-000023,true
TXN-011957,ACCT-006685,ACCT-000043,2022-09-30T09:02:00,11138.71,TRANSFER,LOC-002533,SYNREF-00011957,NET-000008,true
TXN-011958,ACCT-003558,ACCT-005650,2023-03-31T00:37:00,5851.74,REFUND,LOC-002074,SYNREF-00011958,NET-000005,true
TXN-011959,ACCT-000172,ACCT-007576,2023-03-10T05:18:00,13695.0,TRANSFER,LOC-000507,SYNREF-00011959,NET-000011,true
TXN-011960,ACCT-001097,ACCT-005744,2023-03-30T20:17:00,315658.18,TRANSFER,LOC-000596,SYNREF-00011960,NET-000011,true
TXN-011961,ACCT-004005,ACCT-007447,2023-03-01T13:57:00,13525.81,CASH_DEPOSIT,LOC-002931,SYNREF-00011961,NET-000003,true
TXN-011962,ACCT-003953,ACCT-006025,2023-09-02T03:06:00,58722.7,CASH_WITHDRAWAL,LOC-000214,SYNREF-00011962,,true
TXN-011963,ACCT-004804,ACCT-008146,2023-09-23T18:04:00,25163.9,BILL_PAYMENT,LOC-002263,SYNREF-00011963,NET-000010,true
TXN-011964,ACCT-000127,ACCT-008057,2022-12-28T19:40:00,12891.13,MERCHANT_PAYMENT,LOC-001574,SYNREF-00011964,NET-000007,true
TXN-011965,ACCT-010787,ACCT-004921,2023-04-07T03:45:00,55779.43,MERCHANT_PAYMENT,LOC-002626,SYNREF-00011965,,true
TXN-011966,ACCT-001385,ACCT-005654,2023-03-29T19:14:00,10040.91,CASH_DEPOSIT,LOC-001472,SYNREF-00011966,NET-000003,true
TXN-011967,ACCT-006444,ACCT-002196,2023-02-05T06:43:00,23078.1,BILL_PAYMENT,LOC-000557,SYNREF-00011967,NET-000025,true
TXN-011968,ACCT-008117,ACCT-008042,2022-12-18T06:23:00,17992.66,CASH_DEPOSIT,LOC-001678,SYNREF-00011968,NET-000011,true
TXN-011969,ACCT-003087,ACCT-000841,2023-09-26T01:55:00,4205.87,MERCHANT_PAYMENT,LOC-001674,SYNREF-00011969,NET-000005,true
TXN-011970,ACCT-007641,ACCT-008229,2023-03-29T22:46:00,1215.64,REFUND,LOC-000388,SYNREF-00011970,NET-000014,true
TXN-011971,ACCT-009117,ACCT-008294,2023-06-07T09:56:00,8827.15,TRANSFER,LOC-002450,SYNREF-00011971,NET-000011,true
TXN-011972,ACCT-005128,ACCT-003488,2023-07-06T18:38:00,18422.2,BILL_PAYMENT,LOC-001437,SYNREF-00011972,NET-000017,true
TXN-011973,ACCT-005472,ACCT-000741,2023-09-19T15:20:00,369761.26,CASH_WITHDRAWAL,LOC-001439,SYNREF-00011973,NET-000022,true
TXN-011974,ACCT-005180,ACCT-005955,2023-02-04T23:28:00,3211.74,MERCHANT_PAYMENT,LOC-001585,SYNREF-00011974,NET-000027,true
TXN-011975,ACCT-008688,ACCT-005440,2023-05-07T17:45:00,11853.4,MERCHANT_PAYMENT,LOC-000765,SYNREF-00011975,NET-000020,true
TXN-011976,ACCT-002253,ACCT-001667,2023-01-20T04:34:00,17234.3,CASH_WITHDRAWAL,LOC-001839,SYNREF-00011976,NET-000009,true
TXN-011977,ACCT-009281,ACCT-009135,2023-02-07T20:08:00,3781.06,BILL_PAYMENT,LOC-001738,SYNREF-00011977,NET-000004,true
TXN-011978,ACCT-003291,ACCT-000693,2023-04-22T05:08:00,4505.7,TRANSFER,LOC-002323,SYNREF-00011978,NET-000002,true
TXN-011979,ACCT-006536,ACCT-000833,2023-10-05T12:00:00,2045.41,TRANSFER,LOC-001173,SYNREF-00011979,NET-000011,true
TXN-011980,ACCT-005928,ACCT-004302,2023-08-18T23:41:00,24885.56,MERCHANT_PAYMENT,LOC-002261,SYNREF-00011980,NET-000024,true
TXN-011981,ACCT-005841,ACCT-001515,2023-07-07T14:38:00,36321.61,BILL_PAYMENT,LOC-000302,SYNREF-00011981,NET-000002,true
TXN-011982,ACCT-000042,ACCT-003395,2023-12-07T22:25:00,6511.68,BILL_PAYMENT,LOC-001381,SYNREF-00011982,NET-000008,true
TXN-011983,ACCT-005912,ACCT-003522,2024-01-30T14:06:00,16581.01,BILL_PAYMENT,LOC-002439,SYNREF-00011983,,true
TXN-011984,ACCT-006435,ACCT-001872,2023-02-17T09:00:00,32294.77,MERCHANT_PAYMENT,LOC-000962,SYNREF-00011984,NET-000022,true
TXN-011985,ACCT-002314,ACCT-002145,2023-06-07T02:51:00,77532.98,BILL_PAYMENT,LOC-001631,SYNREF-00011985,NET-000011,true
TXN-011986,ACCT-000495,ACCT-002729,2023-08-12T03:13:00,26549.18,TRANSFER,LOC-002853,SYNREF-00011986,NET-000020,true
TXN-011987,ACCT-005536,ACCT-008016,2023-08-28T18:27:00,3419.34,TRANSFER,LOC-002728,SYNREF-00011987,,true
TXN-011988,ACCT-001630,ACCT-008943,2023-07-15T17:08:00,12453.91,REFUND,LOC-002174,SYNREF-00011988,NET-000023,true
TXN-011989,ACCT-007545,ACCT-001279,2023-04-07T11:23:00,24785.65,BILL_PAYMENT,LOC-001792,SYNREF-00011989,NET-000025,true
TXN-011990,ACCT-003540,ACCT-002656,2023-08-12T02:45:00,21924.26,CASH_DEPOSIT,LOC-000976,SYNREF-00011990,NET-000015,true
TXN-011991,ACCT-007598,ACCT-001773,2023-12-13T20:04:00,45878.47,MERCHANT_PAYMENT,LOC-002480,SYNREF-00011991,NET-000018,true
TXN-011992,ACCT-003017,ACCT-005708,2024-01-02T08:06:00,19455.16,TRANSFER,LOC-002899,SYNREF-00011992,NET-000021,true
TXN-011993,ACCT-002134,ACCT-006785,2023-05-08T10:52:00,11958.84,BILL_PAYMENT,LOC-000708,SYNREF-00011993,NET-000021,true
TXN-011994,ACCT-001627,ACCT-008229,2023-07-03T15:01:00,100090.11,MERCHANT_PAYMENT,LOC-000221,SYNREF-00011994,NET-000023,true
TXN-011995,ACCT-003595,ACCT-003599,2023-04-13T06:58:00,21268.4,BILL_PAYMENT,LOC-001836,SYNREF-00011995,NET-000025,true
TXN-011996,ACCT-000742,ACCT-005404,2023-09-05T00:33:00,12642.03,REFUND,LOC-002124,SYNREF-00011996,NET-000014,true
TXN-011997,ACCT-005984,ACCT-005919,2023-03-10T05:54:00,30117.16,TRANSFER,LOC-000639,SYNREF-00011997,NET-000014,true
TXN-011998,ACCT-005686,ACCT-003686,2022-08-15T05:03:00,12738.29,CASH_DEPOSIT,LOC-002711,SYNREF-00011998,NET-000012,true
TXN-011999,ACCT-005870,ACCT-008103,2023-07-20T08:35:00,53774.14,CASH_DEPOSIT,LOC-001493,SYNREF-00011999,NET-000008,true
TXN-012000,ACCT-006099,ACCT-008968,2022-09-28T21:14:00,992.45,BILL_PAYMENT,LOC-002125,SYNREF-00012000,NET-000019,true
TXN-012001,ACCT-008380,ACCT-005357,2023-04-07T02:01:00,44326.01,BILL_PAYMENT,LOC-002956,SYNREF-00012001,NET-000008,true
TXN-012002,ACCT-001687,ACCT-007535,2023-03-08T17:16:00,5132.37,BILL_PAYMENT,LOC-000398,SYNREF-00012002,NET-000022,true
