device_id,device_type,person_id,os,first_seen,last_seen,synthetic_flag
DEVICE-005341,Tablet,PERSON-001041,Android,2023-07-31,2023-07-31,true
DEVICE-005342,Smartphone,PERSON-001589,iOS,2023-07-31,2023-07-31,true
DEVICE-005343,Smartphone,PERSON-001670,Android,2023-07-31,2023-07-31,true
DEVICE-005344,Tablet,PERSON-001558,Android,2023-06-03,2023-06-03,true
DEVICE-005345,Tablet,PERSON-000540,Android,2023-06-03,2023-06-03,true
DEVICE-005346,Feature Phone,PERSON-001474,Android,2023-06-03,2023-06-03,true
DEVICE-005347,Smartphone,PERSON-001115,Android,2023-06-03,2023-06-03,true
DEVICE-005348,Feature Phone,PERSON-001262,Android,2023-06-03,2023-06-03,true
DEVICE-005349,Smartphone,PERSON-000180,Android,2023-06-03,2023-06-03,true
DEVICE-005350,Tablet,PERSON-000267,iOS,2023-06-03,2023-06-03,true
DEVICE-005351,Tablet,PERSON-000792,iOS,2023-06-03,2023-06-03,true
DEVICE-005352,Feature Phone,PERSON-002164,iOS,2023-06-03,2023-06-03,true
DEVICE-005353,Tablet,PERSON-002060,iOS,2023-06-03,2023-06-03,true
DEVICE-005354,Tablet,PERSON-001172,iOS,2023-01-04,2023-01-04,true
DEVICE-005355,Smartphone,PERSON-002066,Android,2023-01-04,2023-01-04,true
DEVICE-005356,Feature Phone,PERSON-002066,iOS,2023-01-04,2023-01-04,true
DEVICE-005357,Tablet,PERSON-000769,Android,2023-01-04,2023-01-04,true
DEVICE-005358,Tablet,PERSON-002132,Android,2023-01-04,2023-01-04,true
DEVICE-005359,Tablet,PERSON-001205,Android,2023-01-04,2023-01-04,true
DEVICE-005360,Feature Phone,PERSON-002418,iOS,2023-01-04,2023-01-04,true
DEVICE-005361,Smartphone,PERSON-000049,Android,2023-01-04,2023-01-04,true
DEVICE-005362,Tablet,PERSON-002020,Android,2023-05-10,2023-05-10,true
DEVICE-005363,Tablet,PERSON-002517,Android,2023-05-10,2023-05-10,true
DEVICE-005364,Tablet,PERSON-002873,Android,2023-05-10,2023-05-10,true
DEVICE-005365,Feature Phone,PERSON-002873,iOS,2023-05-10,2023-05-10,true
DEVICE-005366,Tablet,PERSON-000948,iOS,2023-05-10,2023-05-10,true
DEVICE-005367,Feature Phone,PERSON-000863,Android,2023-05-10,2023-05-10,true
DEVICE-005368,Tablet,PERSON-002999,iOS,2023-05-10,2023-05-10,true
DEVICE-005369,Feature Phone,PERSON-002745,iOS,2023-05-10,2023-05-10,true
DEVICE-005370,Feature Phone,PERSON-001210,Android,2023-01-15,2023-01-15,true
DEVICE-005371,Smartphone,PERSON-000146,iOS,2023-01-15,2023-01-15,true
DEVICE-005372,Tablet,PERSON-000351,iOS,2023-01-15,2023-01-15,true
DEVICE-005373,Smartphone,PERSON-000351,iOS,2023-01-15,2023-01-15,true
DEVICE-005374,Tablet,PERSON-001041,Android,2023-01-15,2023-01-15,true
DEVICE-005375,Feature Phone,PERSON-000622,iOS,2023-01-15,2023-01-15,true
DEVICE-005376,Smartphone,PERSON-001589,Android,2023-01-15,2023-01-15,true
DEVICE-005377,Feature Phone,PERSON-001664,iOS,2023-05-21,2023-05-21,true
DEVICE-005378,Tablet,PERSON-002675,iOS,2023-05-21,2023-05-21,true
DEVICE-005379,Smartphone,PERSON-002675,iOS,2023-05-21,2023-05-21,true
DEVICE-005380,Tablet,PERSON-001343,Android,2023-05-21,2023-05-21,true
DEVICE-005381,Feature Phone,PERSON-002835,iOS,2023-05-21,2023-05-21,true
DEVICE-005382,Tablet,PERSON-000948,iOS,2023-05-21,2023-05-21,true
DEVICE-005383,Smartphone,PERSON-001315,Android,2023-05-21,2023-05-21,true
DEVICE-005384,Tablet,PERSON-000904,iOS,2023-05-21,2023-05-21,true
DEVICE-005385,Feature Phone,PERSON-000904,iOS,2023-05-21,2023-05-21,true
DEVICE-005386,Tablet,PERSON-000568,iOS,2023-05-21,2023-05-21,true
DEVICE-005387,Tablet,PERSON-000106,iOS,2023-05-21,2023-05-21,true
DEVICE-005388,Smartphone,PERSON-000230,Android,2023-05-21,2023-05-21,true
DEVICE-005389,Feature Phone,PERSON-000230,iOS,2023-05-21,2023-05-21,true
DEVICE-005390,Feature Phone,PERSON-001425,iOS,2023-12-19,2023-12-19,true
DEVICE-005391,Smartphone,PERSON-002986,Android,2023-12-19,2023-12-19,true
DEVICE-005392,Smartphone,PERSON-001071,iOS,2023-12-19,2023-12-19,true
DEVICE-005393,Tablet,PERSON-000613,Android,2023-12-19,2023-12-19,true
DEVICE-005394,Feature Phone,PERSON-000613,iOS,2023-12-19,2023-12-19,true
DEVICE-005395,Tablet,PERSON-002068,iOS,2023-12-19,2023-12-19,true
DEVICE-005396,Feature Phone,PERSON-002004,iOS,2023-12-19,2023-12-19,true
DEVICE-005397,Smartphone,PERSON-001578,Android,2023-12-19,2023-12-19,true
DEVICE-005398,Smartphone,PERSON-002821,Android,2023-11-30,2023-11-30,true
DEVICE-005399,Tablet,PERSON-000540,Android,2023-11-30,2023-11-30,true
DEVICE-005400,Feature Phone,PERSON-001474,iOS,2023-11-30,2023-11-30,true
DEVICE-005401,Feature Phone,PERSON-001115,iOS,2023-11-30,2023-11-30,true
DEVICE-005402,Feature Phone,PERSON-001115,iOS,2023-11-30,2023-11-30,true
DEVICE-005403,Feature Phone,PERSON-000267,iOS,2023-11-30,2023-11-30,true
DEVICE-005404,Feature Phone,PERSON-000267,iOS,2023-11-30,2023-11-30,true
DEVICE-005405,Feature Phone,PERSON-002900,iOS,2023-11-30,2023-11-30,true
DEVICE-005406,Tablet,PERSON-002618,iOS,2023-11-30,2023-11-30,true
DEVICE-005407,Smartphone,PERSON-000440,Android,2023-11-30,2023-11-30,true
DEVICE-005408,Smartphone,PERSON-001107,iOS,2023-11-30,2023-11-30,true
DEVICE-005409,Smartphone,PERSON-002954,iOS,2023-04-23,2023-04-23,true
DEVICE-005410,Smartphone,PERSON-002428,Android,2023-04-23,2023-04-23,true
DEVICE-005411,Smartphone,PERSON-002845,Android,2023-04-23,2023-04-23,true
DEVICE-005412,Tablet,PERSON-002845,iOS,2023-04-23,2023-04-23,true
DEVICE-005413,Tablet,PERSON-001769,iOS,2023-04-23,2023-04-23,true
DEVICE-005414,Smartphone,PERSON-001478,iOS,2023-04-23,2023-04-23,true
DEVICE-005415,Smartphone,PERSON-001478,iOS,2023-04-23,2023-04-23,true
DEVICE-005416,Smartphone,PERSON-002256,iOS,2023-04-23,2023-04-23,true
DEVICE-005417,Tablet,PERSON-002256,iOS,2023-04-23,2023-04-23,true
DEVICE-005418,Tablet,PERSON-001206,Android,2023-04-23,2023-04-23,true
DEVICE-005419,Tablet,PERSON-002788,iOS,2023-04-23,2023-04-23,true
DEVICE-005420,Feature Phone,PERSON-000734,Android,2023-04-23,2023-04-23,true
DEVICE-005421,Tablet,PERSON-000001,iOS,2023-04-23,2023-04-23,true
DEVICE-005422,Tablet,PERSON-000001,iOS,2023-04-23,2023-04-23,true
DEVICE-005423,Feature Phone,PERSON-000712,iOS,2023-04-23,2023-04-23,true
DEVICE-005424,Smartphone,PERSON-002684,Android,2023-04-23,2023-04-23,true
DEVICE-005425,Feature Phone,PERSON-001817,Android,2023-10-05,2023-10-05,true
DEVICE-005426,Smartphone,PERSON-001782,Android,2023-10-05,2023-10-05,true
DEVICE-005427,Tablet,PERSON-002920,iOS,2023-10-05,2023-10-05,true
DEVICE-005428,Feature Phone,PERSON-000139,Android,2023-10-05,2023-10-05,true
DEVICE-005429,Smartphone,PERSON-000139,Android,2023-10-05,2023-10-05,true
DEVICE-005430,Feature Phone,PERSON-001455,iOS,2023-10-05,2023-10-05,true
DEVICE-005431,Smartphone,PERSON-001116,Android,2023-10-05,2023-10-05,true
DEVICE-005432,Smartphone,PERSON-000712,Android,2023-10-05,2023-10-05,true
DEVICE-005433,Tablet,PERSON-002006,Android,2023-10-05,2023-10-05,true
DEVICE-005434,Tablet,PERSON-001547,Android,2023-10-05,2023-10-05,true
DEVICE-005435,Feature Phone,PERSON-001547,Android,2023-10-05,2023-10-05,true
DEVICE-005436,Feature Phone,PERSON-001212,iOS,2023-10-05,2023-10-05,true
DEVICE-005437,Smartphone,PERSON-001212,iOS,2023-10-05,2023-10-05,true
DEVICE-005438,Feature Phone,PERSON-000146,Android,2023-09-05,2023-09-05,true
DEVICE-005439,Tablet,PERSON-000906,Android,2023-09-05,2023-09-05,true
DEVICE-005440,Tablet,PERSON-000473,Android,2023-09-05,2023-09-05,true
DEVICE-005441,Smartphone,PERSON-000473,Android,2023-09-05,2023-09-05,true
DEVICE-005442,Feature Phone,PERSON-000047,Android,2023-09-05,2023-09-05,true
DEVICE-005443,Tablet,PERSON-000279,iOS,2023-09-05,2023-09-05,true
DEVICE-005444,Smartphone,PERSON-001619,iOS,2023-09-05,2023-09-05,true
DEVICE-005445,Tablet,PERSON-002223,iOS,2023-09-05,2023-09-05,true
DEVICE-005446,Feature Phone,PERSON-002223,Android,2023-09-05,2023-09-05,true
DEVICE-005447,Smartphone,PERSON-000556,iOS,2023-09-05,2023-09-05,true
DEVICE-005448,Feature Phone,PERSON-002205,iOS,2023-09-05,2023-09-05,true
DEVICE-005449,Feature Phone,PERSON-002964,iOS,2023-09-05,2023-09-05,true
DEVICE-005450,Feature Phone,PERSON-002964,iOS,2023-09-05,2023-09-05,true
DEVICE-005451,Smartphone,PERSON-000233,iOS,2023-10-20,2023-10-20,true
DEVICE-005452,Smartphone,PERSON-000233,Android,2023-10-20,2023-10-20,true
DEVICE-005453,Tablet,PERSON-000470,Android,2023-10-20,2023-10-20,true
DEVICE-005454,Tablet,PERSON-002082,Android,2023-10-20,2023-10-20,true
DEVICE-005455,Tablet,PERSON-002082,iOS,2023-10-20,2023-10-20,true
DEVICE-005456,Smartphone,PERSON-000305,Android,2023-10-20,2023-10-20,true
DEVICE-005457,Smartphone,PERSON-000305,iOS,2023-10-20,2023-10-20,true
DEVICE-005458,Smartphone,PERSON-001830,Android,2023-10-20,2023-10-20,true
DEVICE-005459,Feature Phone,PERSON-001043,Android,2023-06-14,2023-06-14,true
DEVICE-005460,Feature Phone,PERSON-001056,Android,2023-06-14,2023-06-14,true
DEVICE-005461,Feature Phone,PERSON-001056,iOS,2023-06-14,2023-06-14,true
DEVICE-005462,Tablet,PERSON-001589,iOS,2023-06-14,2023-06-14,true
DEVICE-005463,Feature Phone,PERSON-001658,Android,2023-06-14,2023-06-14,true
DEVICE-005464,Smartphone,PERSON-002039,Android,2023-06-15,2023-06-15,true
DEVICE-005465,Smartphone,PERSON-000769,iOS,2023-06-15,2023-06-15,true
DEVICE-005466,Smartphone,PERSON-000597,Android,2023-06-15,2023-06-15,true
DEVICE-005467,Smartphone,PERSON-000405,iOS,2023-06-15,2023-06-15,true
DEVICE-005468,Smartphone,PERSON-000979,Android,2023-06-15,2023-06-15,true
DEVICE-005469,Feature Phone,PERSON-000647,Android,2023-06-15,2023-06-15,true
DEVICE-005470,Smartphone,PERSON-000390,Android,2023-06-15,2023-06-15,true
DEVICE-005471,Tablet,PERSON-002660,Android,2023-06-15,2023-06-15,true
DEVICE-005472,Tablet,PERSON-002660,iOS,2023-06-15,2023-06-15,true
DEVICE-005473,Feature Phone,PERSON-002457,Android,2023-06-15,2023-06-15,true
DEVICE-005474,Feature Phone,PERSON-001337,Android,2023-06-15,2023-06-15,true
DEVICE-005475,Feature Phone,PERSON-002980,iOS,2023-06-27,2023-06-27,true
DEVICE-005476,Feature Phone,PERSON-002980,Android,2023-06-27,2023-06-27,true
DEVICE-005477,Tablet,PERSON-000092,iOS,2023-06-27,2023-06-27,true
DEVICE-005478,Smartphone,PERSON-000920,Android,2023-06-27,2023-06-27,true
DEVICE-005479,Tablet,PERSON-000390,iOS,2023-06-27,2023-06-27,true
DEVICE-005480,Smartphone,PERSON-001326,Android,2023-06-27,2023-06-27,true
DEVICE-005481,Smartphone,PERSON-002457,Android,2023-06-27,2023-06-27,true
DEVICE-005482,Feature Phone,PERSON-002457,iOS,2023-06-27,2023-06-27,true
DEVICE-005483,Smartphone,PERSON-001337,iOS,2023-06-27,2023-06-27,true
DEVICE-005484,Tablet,PERSON-001337,iOS,2023-06-27,2023-06-27,true
DEVICE-005485,Smartphone,PERSON-002020,Android,2023-02-21,2023-02-21,true
DEVICE-005486,Smartphone,PERSON-002517,iOS,2023-02-21,2023-02-21,true
DEVICE-005487,Tablet,PERSON-001544,iOS,2023-02-21,2023-02-21,true
DEVICE-005488,Smartphone,PERSON-001965,Android,2023-02-21,2023-02-21,true
DEVICE-005489,Smartphone,PERSON-001992,Android,2023-02-21,2023-02-21,true
DEVICE-005490,Smartphone,PERSON-000621,Android,2023-02-21,2023-02-21,true
DEVICE-005491,Smartphone,PERSON-002393,Android,2023-02-21,2023-02-21,true
DEVICE-005492,Smartphone,PERSON-000357,Android,2023-02-21,2023-02-21,true
DEVICE-005493,Tablet,PERSON-000357,Android,2023-02-21,2023-02-21,true
DEVICE-005494,Feature Phone,PERSON-000081,iOS,2023-10-06,2023-10-06,true
DEVICE-005495,Feature Phone,PERSON-000081,Android,2023-10-06,2023-10-06,true
DEVICE-005496,Tablet,PERSON-001110,iOS,2023-10-06,2023-10-06,true
DEVICE-005497,Tablet,PERSON-001259,iOS,2023-10-06,2023-10-06,true
DEVICE-005498,Tablet,PERSON-000850,iOS,2023-10-06,2023-10-06,true
DEVICE-005499,Smartphone,PERSON-000850,Android,2023-10-06,2023-10-06,true
DEVICE-005500,Tablet,PERSON-001861,Android,2023-10-06,2023-10-06,true
DEVICE-005501,Tablet,PERSON-000863,Android,2023-10-06,2023-10-06,true
DEVICE-005502,Feature Phone,PERSON-000863,Android,2023-10-06,2023-10-06,true
DEVICE-005503,Smartphone,PERSON-002757,iOS,2023-10-06,2023-10-06,true
DEVICE-005504,Smartphone,PERSON-001589,iOS,2023-10-06,2023-10-06,true
DEVICE-005505,Tablet,PERSON-001589,iOS,2023-10-06,2023-10-06,true
DEVICE-005506,Feature Phone,PERSON-000904,Android,2023-11-10,2023-11-10,true
DEVICE-005507,Smartphone,PERSON-000904,Android,2023-11-10,2023-11-10,true
DEVICE-005508,Smartphone,PERSON-000697,Android,2023-11-10,2023-11-10,true
DEVICE-005509,Smartphone,PERSON-000230,Android,2023-11-10,2023-11-10,true
DEVICE-005510,Smartphone,PERSON-002998,iOS,2023-11-10,2023-11-10,true
DEVICE-005511,Tablet,PERSON-002998,Android,2023-11-10,2023-11-10,true
DEVICE-005512,Smartphone,PERSON-002558,iOS,2023-09-12,2023-09-12,true
DEVICE-005513,Feature Phone,PERSON-000784,Android,2023-09-12,2023-09-12,true
DEVICE-005514,Feature Phone,PERSON-000667,iOS,2023-09-12,2023-09-12,true
DEVICE-005515,Tablet,PERSON-001131,Android,2023-09-12,2023-09-12,true
DEVICE-005516,Smartphone,PERSON-000580,Android,2023-09-12,2023-09-12,true
DEVICE-005517,Smartphone,PERSON-001182,iOS,2023-09-12,2023-09-12,true
DEVICE-005518,Smartphone,PERSON-001182,Android,2023-09-12,2023-09-12,true
DEVICE-005519,Smartphone,PERSON-002164,iOS,2023-09-12,2023-09-12,true
DEVICE-005520,Smartphone,PERSON-002499,iOS,2023-09-12,2023-09-12,true
DEVICE-005521,Tablet,PERSON-001210,Android,2023-12-19,2023-12-19,true
DEVICE-005522,Smartphone,PERSON-001210,Android,2023-12-19,2023-12-19,true
DEVICE-005523,Tablet,PERSON-001667,Android,2023-12-19,2023-12-19,true
DEVICE-005524,Tablet,PERSON-000351,Android,2023-12-19,2023-12-19,true
DEVICE-005525,Tablet,PERSON-001041,Android,2023-12-19,2023-12-19,true
DEVICE-005526,Feature Phone,PERSON-001670,Android,2023-12-19,2023-12-19,true
DEVICE-005527,Feature Phone,PERSON-000634,iOS,2023-12-19,2023-12-19,true
DEVICE-005528,Tablet,PERSON-001259,iOS,2023-09-30,2023-09-30,true
DEVICE-005529,Feature Phone,PERSON-000092,iOS,2023-09-30,2023-09-30,true
DEVICE-005530,Feature Phone,PERSON-002574,iOS,2023-09-30,2023-09-30,true
DEVICE-005531,Smartphone,PERSON-002574,Android,2023-09-30,2023-09-30,true
DEVICE-005532,Tablet,PERSON-000863,iOS,2023-09-30,2023-09-30,true
DEVICE-005533,Feature Phone,PERSON-000063,iOS,2023-09-30,2023-09-30,true
DEVICE-005534,Tablet,PERSON-002757,iOS,2023-09-30,2023-09-30,true
DEVICE-005535,Smartphone,PERSON-002737,Android,2023-12-27,2023-12-27,true
DEVICE-005536,Tablet,PERSON-000092,Android,2023-12-27,2023-12-27,true
DEVICE-005537,Feature Phone,PERSON-000414,Android,2023-12-27,2023-12-27,true
DEVICE-005538,Smartphone,PERSON-002417,iOS,2023-12-27,2023-12-27,true
DEVICE-005539,Tablet,PERSON-002094,Android,2023-12-27,2023-12-27,true
DEVICE-005540,Feature Phone,PERSON-000111,iOS,2023-12-27,2023-12-27,true
DEVICE-005541,Smartphone,PERSON-000103,Android,2023-12-27,2023-12-27,true
DEVICE-005542,Smartphone,PERSON-001869,iOS,2023-12-27,2023-12-27,true
DEVICE-005543,Feature Phone,PERSON-001869,iOS,2023-12-27,2023-12-27,true
DEVICE-005544,Tablet,PERSON-001262,Android,2023-06-15,2023-06-15,true
DEVICE-005545,Tablet,PERSON-001262,Android,2023-06-15,2023-06-15,true
DEVICE-005546,Smartphone,PERSON-001610,iOS,2023-06-15,2023-06-15,true
DEVICE-005547,Smartphone,PERSON-000180,iOS,2023-06-15,2023-06-15,true
DEVICE-005548,Smartphone,PERSON-000267,iOS,2023-06-15,2023-06-15,true
DEVICE-005549,Smartphone,PERSON-000267,Android,2023-06-15,2023-06-15,true
DEVICE-005550,Tablet,PERSON-002215,Android,2023-06-15,2023-06-15,true
DEVICE-005551,Tablet,PERSON-000440,iOS,2023-06-15,2023-06-15,true
DEVICE-005552,Tablet,PERSON-001757,Android,2023-06-15,2023-06-15,true
DEVICE-005553,Smartphone,PERSON-001757,Android,2023-06-15,2023-06-15,true
DEVICE-005554,Smartphone,PERSON-000538,Android,2023-10-19,2023-10-19,true
DEVICE-005555,Tablet,PERSON-000943,iOS,2023-10-19,2023-10-19,true
DEVICE-005556,Smartphone,PERSON-001780,Android,2023-10-19,2023-10-19,true
DEVICE-005557,Tablet,PERSON-000825,iOS,2023-10-19,2023-10-19,true
DEVICE-005558,Smartphone,PERSON-002397,iOS,2023-10-19,2023-10-19,true
DEVICE-005559,Tablet,PERSON-002846,Android,2023-10-19,2023-10-19,true
DEVICE-005560,Feature Phone,PERSON-000374,iOS,2023-10-19,2023-10-19,true
DEVICE-005561,Feature Phone,PERSON-001691,iOS,2023-10-19,2023-10-19,true
DEVICE-005562,Tablet,PERSON-001847,iOS,2023-10-19,2023-10-19,true
DEVICE-005563,Tablet,PERSON-000146,iOS,2023-11-06,2023-11-06,true
DEVICE-005564,Feature Phone,PERSON-000473,iOS,2023-11-06,2023-11-06,true
DEVICE-005565,Smartphone,PERSON-000217,Android,2023-11-06,2023-11-06,true
DEVICE-005566,Feature Phone,PERSON-000217,iOS,2023-11-06,2023-11-06,true
DEVICE-005567,Feature Phone,PERSON-001768,iOS,2023-11-06,2023-11-06,true
DEVICE-005568,Feature Phone,PERSON-002205,iOS,2023-11-06,2023-11-06,true
DEVICE-005569,Feature Phone,PERSON-001558,Android,2023-01-11,2023-01-11,true
DEVICE-005570,Tablet,PERSON-001558,iOS,2023-01-11,2023-01-11,true
DEVICE-005571,Feature Phone,PERSON-000540,iOS,2023-01-11,2023-01-11,true
DEVICE-005572,Feature Phone,PERSON-002900,Android,2023-01-11,2023-01-11,true
DEVICE-005573,Tablet,PERSON-000267,Android,2023-01-11,2023-01-11,true
DEVICE-005574,Feature Phone,PERSON-000792,iOS,2023-01-11,2023-01-11,true
DEVICE-005575,Smartphone,PERSON-001258,Android,2023-01-11,2023-01-11,true
DEVICE-005576,Smartphone,PERSON-001258,iOS,2023-01-11,2023-01-11,true
DEVICE-005577,Tablet,PERSON-002060,iOS,2023-01-11,2023-01-11,true
DEVICE-005578,Tablet,PERSON-002618,iOS,2023-01-11,2023-01-11,true
DEVICE-005579,Tablet,PERSON-002618,iOS,2023-01-11,2023-01-11,true
DEVICE-005580,Tablet,PERSON-000440,iOS,2023-01-11,2023-01-11,true
DEVICE-005581,Smartphone,PERSON-000449,iOS,2023-04-04,2023-04-04,true
DEVICE-005582,Feature Phone,PERSON-000449,Android,2023-04-04,2023-04-04,true
DEVICE-005583,Smartphone,PERSON-001617,iOS,2023-04-04,2023-04-04,true
DEVICE-005584,Tablet,PERSON-001617,iOS,2023-04-04,2023-04-04,true
DEVICE-005585,Feature Phone,PERSON-000341,Android,2023-04-04,2023-04-04,true
DEVICE-005586,Feature Phone,PERSON-002930,Android,2023-04-04,2023-04-04,true
DEVICE-005587,Tablet,PERSON-002930,Android,2023-04-04,2023-04-04,true
DEVICE-005588,Feature Phone,PERSON-002034,iOS,2023-04-04,2023-04-04,true
DEVICE-005589,Feature Phone,PERSON-002034,Android,2023-04-04,2023-04-04,true
DEVICE-005590,Tablet,PERSON-001899,iOS,2023-04-04,2023-04-04,true
DEVICE-005591,Tablet,PERSON-002454,Android,2023-04-04,2023-04-04,true
DEVICE-005592,Feature Phone,PERSON-002900,iOS,2023-04-04,2023-04-04,true
DEVICE-005593,Feature Phone,PERSON-002246,Android,2023-04-04,2023-04-04,true
DEVICE-005594,Smartphone,PERSON-000233,Android,2023-07-24,2023-07-24,true
DEVICE-005595,Feature Phone,PERSON-001807,iOS,2023-07-24,2023-07-24,true
DEVICE-005596,Feature Phone,PERSON-001478,iOS,2023-07-24,2023-07-24,true
DEVICE-005597,Feature Phone,PERSON-001615,iOS,2023-07-24,2023-07-24,true
DEVICE-005598,Feature Phone,PERSON-001615,Android,2023-07-24,2023-07-24,true
DEVICE-005599,Feature Phone,PERSON-000886,iOS,2023-07-24,2023-07-24,true
DEVICE-005600,Feature Phone,PERSON-002082,Android,2023-07-24,2023-07-24,true
DEVICE-005601,Feature Phone,PERSON-000302,Android,2023-07-24,2023-07-24,true
DEVICE-005602,Feature Phone,PERSON-002122,Android,2023-07-24,2023-07-24,true
DEVICE-005603,Smartphone,PERSON-000489,Android,2023-07-24,2023-07-24,true
DEVICE-005604,Tablet,PERSON-001830,Android,2023-07-24,2023-07-24,true
DEVICE-005605,Tablet,PERSON-002675,iOS,2023-11-25,2023-11-25,true
DEVICE-005606,Feature Phone,PERSON-001596,iOS,2023-11-25,2023-11-25,true
DEVICE-005607,Tablet,PERSON-001363,iOS,2023-11-25,2023-11-25,true
DEVICE-005608,Smartphone,PERSON-001363,Android,2023-11-25,2023-11-25,true
DEVICE-005609,Tablet,PERSON-000886,Android,2023-11-25,2023-11-25,true
DEVICE-005610,Smartphone,PERSON-002896,iOS,2023-11-25,2023-11-25,true
DEVICE-005611,Feature Phone,PERSON-002847,Android,2023-11-25,2023-11-25,true
DEVICE-005612,Smartphone,PERSON-002922,Android,2023-11-25,2023-11-25,true
DEVICE-005613,Feature Phone,PERSON-001558,iOS,2023-09-27,2023-09-27,true
DEVICE-005614,Feature Phone,PERSON-002821,iOS,2023-09-27,2023-09-27,true
DEVICE-005615,Feature Phone,PERSON-002821,iOS,2023-09-27,2023-09-27,true
DEVICE-005616,Tablet,PERSON-002900,Android,2023-09-27,2023-09-27,true
DEVICE-005617,Tablet,PERSON-001115,Android,2023-09-27,2023-09-27,true
DEVICE-005618,Smartphone,PERSON-001115,Android,2023-09-27,2023-09-27,true
DEVICE-005619,Tablet,PERSON-000180,iOS,2023-09-27,2023-09-27,true
DEVICE-005620,Tablet,PERSON-001610,iOS,2023-09-27,2023-09-27,true
DEVICE-005621,Smartphone,PERSON-000267,iOS,2023-09-27,2023-09-27,true
DEVICE-005622,Tablet,PERSON-000267,Android,2023-09-27,2023-09-27,true
DEVICE-005623,Feature Phone,PERSON-002060,iOS,2023-09-27,2023-09-27,true
DEVICE-005624,Feature Phone,PERSON-002618,Android,2023-09-27,2023-09-27,true
DEVICE-005625,Tablet,PERSON-002618,Android,2023-09-27,2023-09-27,true
DEVICE-005626,Tablet,PERSON-000440,iOS,2023-09-27,2023-09-27,true
DEVICE-005627,Tablet,PERSON-001774,iOS,2023-04-11,2023-04-11,true
DEVICE-005628,Tablet,PERSON-002737,Android,2023-04-11,2023-04-11,true
DEVICE-005629,Feature Phone,PERSON-000414,iOS,2023-04-11,2023-04-11,true
DEVICE-005630,Feature Phone,PERSON-000414,Android,2023-04-11,2023-04-11,true
DEVICE-005631,Tablet,PERSON-002417,Android,2023-04-11,2023-04-11,true
DEVICE-005632,Tablet,PERSON-000111,iOS,2023-04-11,2023-04-11,true
DEVICE-005633,Smartphone,PERSON-000111,Android,2023-04-11,2023-04-11,true
DEVICE-005634,Feature Phone,PERSON-000804,Android,2023-07-23,2023-07-23,true
DEVICE-005635,Smartphone,PERSON-000783,iOS,2023-07-23,2023-07-23,true
DEVICE-005636,Feature Phone,PERSON-000783,Android,2023-07-23,2023-07-23,true
DEVICE-005637,Feature Phone,PERSON-002343,iOS,2023-07-23,2023-07-23,true
DEVICE-005638,Smartphone,PERSON-000130,Android,2023-07-23,2023-07-23,true
DEVICE-005639,Feature Phone,PERSON-000628,iOS,2023-07-23,2023-07-23,true
DEVICE-005640,Smartphone,PERSON-001007,Android,2023-07-23,2023-07-23,true
DEVICE-005641,Smartphone,PERSON-001007,iOS,2023-07-23,2023-07-23,true
DEVICE-005642,Smartphone,PERSON-002703,Android,2023-07-23,2023-07-23,true
DEVICE-005643,Feature Phone,PERSON-000524,Android,2023-07-23,2023-07-23,true
DEVICE-005644,Feature Phone,PERSON-000524,iOS,2023-07-23,2023-07-23,true
DEVICE-005645,Tablet,PERSON-001654,Android,2023-07-23,2023-07-23,true
DEVICE-005646,Feature Phone,PERSON-001654,Android,2023-07-23,2023-07-23,true
DEVICE-005647,Feature Phone,PERSON-002114,Android,2023-07-23,2023-07-23,true
DEVICE-005648,Tablet,PERSON-000233,Android,2023-01-10,2023-01-10,true
DEVICE-005649,Feature Phone,PERSON-000492,iOS,2023-01-10,2023-01-10,true
DEVICE-005650,Smartphone,PERSON-001478,iOS,2023-01-10,2023-01-10,true
DEVICE-005651,Tablet,PERSON-001894,Android,2023-01-10,2023-01-10,true
DEVICE-005652,Smartphone,PERSON-000920,Android,2023-01-10,2023-01-10,true
DEVICE-005653,Tablet,PERSON-002122,Android,2023-01-10,2023-01-10,true
DEVICE-005654,Tablet,PERSON-000489,iOS,2023-01-10,2023-01-10,true
DEVICE-005655,Tablet,PERSON-001830,iOS,2023-01-10,2023-01-10,true
DEVICE-005656,Tablet,PERSON-001782,iOS,2023-04-12,2023-04-12,true
DEVICE-005657,Tablet,PERSON-001782,Android,2023-04-12,2023-04-12,true
DEVICE-005658,Tablet,PERSON-001457,iOS,2023-04-12,2023-04-12,true
DEVICE-005659,Feature Phone,PERSON-001994,iOS,2023-04-12,2023-04-12,true
DEVICE-005660,Feature Phone,PERSON-002343,iOS,2023-04-12,2023-04-12,true
DEVICE-005661,Smartphone,PERSON-001112,Android,2023-04-12,2023-04-12,true
DEVICE-005662,Feature Phone,PERSON-000628,iOS,2023-04-12,2023-04-12,true
DEVICE-005663,Feature Phone,PERSON-001331,iOS,2023-04-12,2023-04-12,true
DEVICE-005664,Smartphone,PERSON-000272,Android,2023-04-12,2023-04-12,true
DEVICE-005665,Smartphone,PERSON-002728,Android,2023-04-12,2023-04-12,true
DEVICE-005666,Feature Phone,PERSON-002728,Android,2023-04-12,2023-04-12,true
DEVICE-005667,Feature Phone,PERSON-000524,Android,2023-04-12,2023-04-12,true
DEVICE-005668,Smartphone,PERSON-001654,iOS,2023-04-12,2023-04-12,true
