evidence_id,case_id,evidence_type,source,collected_at,location_id,related_person_id,related_vehicle_id,related_device_id,description,reliability,integrity_sha256,synthetic_flag
EVID-002684,CASE-000382,DIGITAL,Synthetic Source,2023-01-19T14:05:00,LOC-001166,PERSON-000863,VEH-001207,DEVICE-001011,Synthetic evidence record,0.88,1315132ddd7eafd2f7326bd43575751062111295ad61874666588ef153bbd145,true
EVID-002685,CASE-000382,FINANCIAL,Synthetic Source,2023-01-19T14:05:00,LOC-001166,PERSON-000863,VEH-001276,DEVICE-003016,Synthetic evidence record,0.77,1663864ba477b795e900238883b8a4d59a637a2ba0d53c980d6b05eb3d786685,true
EVID-002686,CASE-000382,CCTV,Synthetic Source,2023-01-19T14:05:00,LOC-001166,PERSON-000765,VEH-000387,DEVICE-000532,Synthetic evidence record,0.91,377d4b93073bf4242b56c7ce96903257798eebda7a03941eb15037f9e9cd3ef7,true
EVID-002687,CASE-000382,FINANCIAL,Synthetic Source,2023-01-19T14:05:00,LOC-001166,PERSON-002930,,DEVICE-000217,Synthetic evidence record,0.6,7f3c53c06459298cf428476cd9fd32154eb57c36dbfe0e75db6f1e4125eecc69,true
EVID-002688,CASE-000383,DOCUMENT,Synthetic Source,2023-12-10T06:13:00,LOC-001170,PERSON-000180,VEH-001508,DEVICE-001950,Synthetic evidence record,0.72,df947b9ae77d10cafdedad86a1c018dd556b6c5f77c2392c95375a8e38682fbc,true
EVID-002689,CASE-000383,DOCUMENT,Synthetic Source,2023-12-10T06:13:00,LOC-001168,PERSON-000540,VEH-001812,DEVICE-001474,Synthetic evidence record,0.83,4035b869414e6321df770a4781d7da05759e91bb9d0846d7963f46a3706b4c1b,true
EVID-002690,CASE-000383,CCTV,Synthetic Source,2023-12-10T06:13:00,LOC-001168,PERSON-000540,VEH-001506,DEVICE-001473,Synthetic evidence record,0.85,d19871452c833ec44598715ce203456482354c6532b0321205caa2c98451db82,true
EVID-002691,CASE-000383,DOCUMENT,Synthetic Source,2023-12-10T06:13:00,LOC-001170,PERSON-001093,VEH-001106,DEVICE-003660,Synthetic evidence record,0.92,339438298583c939dab35b176b2435fe6d48e8239ccbe8b55db7bcb22de09767,true
EVID-002692,CASE-000383,DIGITAL,Synthetic Source,2023-12-10T06:13:00,LOC-001168,PERSON-000540,VEH-001572,DEVICE-001474,Synthetic evidence record,0.83,72df22b88cedc3f3feaf7dc61427d3046e7858c5406db7739c5c98b2225860cf,true
EVID-002693,CASE-000383,DIGITAL,Synthetic Source,2023-12-10T06:13:00,LOC-001169,PERSON-000792,VEH-001766,DEVICE-001226,Synthetic evidence record,0.89,91f2f2e24f58c7f4af27938ce2de1cd14c5d22cc3e1b3f9a5cc4677450ade783,true
EVID-002694,CASE-000383,PHYSICAL,Synthetic Source,2023-12-10T06:13:00,LOC-001168,PERSON-000792,VEH-001766,DEVICE-003025,Synthetic evidence record,0.87,47dc162d4522ae12f547d5799c029f6995a1d89bbe525c97917604c98daef473,true
EVID-002695,CASE-000383,CCTV,Synthetic Source,2023-12-10T06:13:00,LOC-001169,PERSON-000180,VEH-001159,DEVICE-003308,Synthetic evidence record,0.74,9bed724ce2f34f7403f90da6cfea7752bf19d35a7080bfe916897e2ae3d843f2,true
EVID-002696,CASE-000383,DIGITAL,Synthetic Source,2023-12-10T06:13:00,LOC-001170,PERSON-001474,VEH-000231,DEVICE-002477,Synthetic evidence record,0.72,6fc042a14a1d1c544383048974f8c7946f7c7c85885fc0efb9a55a8599fd93c2,true
EVID-002697,CASE-000384,PHONE,Synthetic Source,2023-09-02T12:02:00,LOC-001172,PERSON-000440,VEH-000657,DEVICE-002093,Synthetic evidence record,0.68,fda6af3fb5c850b023adcfc932aa1bb130288a0cef56507ee94107c3f4bdd575,true
EVID-002698,CASE-000384,CCTV,Synthetic Source,2023-09-02T12:02:00,LOC-001171,PERSON-002821,VEH-000880,DEVICE-001731,Synthetic evidence record,0.77,e1531362e5785bfbd08ccfc00a7e918af1761449e5da96a258cc3b8f7dbebe25,true
EVID-002699,CASE-000384,DIGITAL,Synthetic Source,2023-09-02T12:02:00,LOC-001172,PERSON-000540,VEH-001158,DEVICE-000428,Synthetic evidence record,0.96,8a91d07b581a5c149ee432d936b2595e8780570c73ca3dc9b45e21c13ecd49c9,true
EVID-002700,CASE-000384,DIGITAL,Synthetic Source,2023-09-02T12:02:00,LOC-001172,PERSON-002060,VEH-000612,DEVICE-002202,Synthetic evidence record,0.84,de820975ea5552f413c6eecf06b590008cd5cbc629705c02922287331d77df2b,true
EVID-002701,CASE-000384,FINANCIAL,Synthetic Source,2023-09-02T12:02:00,LOC-001171,PERSON-002060,VEH-001608,DEVICE-001277,Synthetic evidence record,0.65,c45e4ff5022a1cc2ad0e58bd109dee12d597014e4a925a7f9705d04a62d237ec,true
EVID-002702,CASE-000384,SURVEILLANCE,Synthetic Source,2023-09-02T12:02:00,LOC-001171,PERSON-002060,VEH-001587,DEVICE-001517,Synthetic evidence record,0.89,469ff40ce19262171c00b79e2aa1197e4f6e85d7f07e66f8a12c2036cd421b80,true
EVID-002703,CASE-000385,PHONE,Synthetic Source,2023-09-24T03:40:00,LOC-001173,PERSON-000703,VEH-001822,DEVICE-003607,Synthetic evidence record,0.74,597622a656a9cbaa397f9cd99daae60fdb67d20b7f4e9b9e0cc33e00d6e4b382,true
EVID-002704,CASE-000385,CCTV,Synthetic Source,2023-09-24T03:40:00,LOC-001173,PERSON-002106,VEH-000073,DEVICE-001708,Synthetic evidence record,0.93,eb69bd3d13ab733f04b63a5d6a0bdc0b68921910b0d19f14630c20a50cd9f75d,true
EVID-002705,CASE-000385,PHONE,Synthetic Source,2023-09-24T03:40:00,LOC-001173,PERSON-000524,VEH-000104,DEVICE-003674,Synthetic evidence record,0.76,c00203542ea034cd5c65ea948ae23c34605646b663d728b73d956bca9038f3ec,true
EVID-002706,CASE-000385,PHONE,Synthetic Source,2023-09-24T03:40:00,LOC-001173,PERSON-001066,VEH-001819,DEVICE-003600,Synthetic evidence record,0.7,f51c1301cd5016642ec308661c7504855fb50ce4f9a4d46552662df26432bf4f,true
EVID-002707,CASE-000385,SURVEILLANCE,Synthetic Source,2023-09-24T03:40:00,LOC-001173,PERSON-001152,VEH-001682,DEVICE-002767,Synthetic evidence record,0.84,0bfb6fe7f7bf7cb593536e52bb82f86d23d5dcd54934f789d6b38ab0dcb218b4,true
EVID-002708,CASE-000385,FINANCIAL,Synthetic Source,2023-09-24T03:40:00,LOC-001174,PERSON-001066,VEH-000517,DEVICE-001979,Synthetic evidence record,0.62,865a28667fab22c5bc3aade2062dd4a8100de32558754f364944a2852d2e5033,true
EVID-002709,CASE-000386,FINANCIAL,Synthetic Source,2023-02-16T02:16:00,LOC-001176,PERSON-000566,VEH-000585,DEVICE-003686,Synthetic evidence record,0.68,1d8177afbf7a57cf547a7eb133cc5378a293c20fa3df32677138006cd3485ddb,true
EVID-002710,CASE-000386,PHYSICAL,Synthetic Source,2023-02-16T02:16:00,LOC-001177,PERSON-000906,VEH-000578,DEVICE-001591,Synthetic evidence record,0.99,609dbc8279a89f033c7c24ccdea0272aa06d0c6f762fffb6284b09560f0e56e1,true
EVID-002711,CASE-000386,SURVEILLANCE,Synthetic Source,2023-02-16T02:16:00,LOC-001176,PERSON-002159,VEH-000805,DEVICE-001588,Synthetic evidence record,0.92,d154c75dfc8a40a562c6da994e38b8adf9f8e22ca9d9a864c880431c67578e24,true
EVID-002712,CASE-000386,CCTV,Synthetic Source,2023-02-16T02:16:00,LOC-001175,PERSON-002847,VEH-000190,DEVICE-001782,Synthetic evidence record,0.85,fb85ed9b01c0103dc10454f0ccdf702b807d8998eec16b407acbf9d6631ff992,true
EVID-002713,CASE-000386,FINANCIAL,Synthetic Source,2023-02-16T02:16:00,LOC-001175,PERSON-002758,VEH-000584,DEVICE-001812,Synthetic evidence record,0.76,eddd4fb2fe3bd8f719ab3a93d035a6736ea2fc3520091b4be27cd07801a2a22e,true
EVID-002714,CASE-000386,DOCUMENT,Synthetic Source,2023-02-16T02:16:00,LOC-001177,PERSON-000906,VEH-000578,DEVICE-000032,Synthetic evidence record,0.87,a8f453904e6231f707205624d2b674291e5ca11a293f74bcbe6eca49a4d7e91b,true
EVID-002715,CASE-000386,SURVEILLANCE,Synthetic Source,2023-02-16T02:16:00,LOC-001177,PERSON-000906,VEH-001591,DEVICE-003683,Synthetic evidence record,0.71,688a598390288901330d7339b72db9e3a09914b3df5d46f4fd0f72207af8d443,true
EVID-002716,CASE-000387,PHYSICAL,Synthetic Source,2023-01-19T09:20:00,LOC-001178,PERSON-001667,VEH-001527,DEVICE-001739,Synthetic evidence record,0.69,27978b9da8744fadce5ab9bfccc3b5d55594726a4bff9e497a7cea0ac3b562c7,true
EVID-002717,CASE-000387,FINANCIAL,Synthetic Source,2023-01-19T09:20:00,LOC-001180,PERSON-001041,VEH-000141,DEVICE-003364,Synthetic evidence record,0.9,85577bb3c1d77b37e711fc4fd1fc3936286787a03d6f49cba6bfb10948783001,true
EVID-002718,CASE-000387,SURVEILLANCE,Synthetic Source,2023-01-19T09:20:00,LOC-001179,PERSON-001667,VEH-001527,DEVICE-001760,Synthetic evidence record,0.99,b3d83fdbd61a27f2bcb9193e89def490f69e35510e3f1bf3958a7713a3811adc,true
EVID-002719,CASE-000387,PHONE,Synthetic Source,2023-01-19T09:20:00,LOC-001178,PERSON-001670,VEH-000143,DEVICE-001766,Synthetic evidence record,0.78,273a2051e749f5ce8f7947526cb16518dd2831bc2a97f45b9e881d91927a3353,true
EVID-002720,CASE-000387,CCTV,Synthetic Source,2023-01-19T09:20:00,LOC-001180,PERSON-001670,VEH-000926,DEVICE-000279,Synthetic evidence record,0.88,4803af078fce1f1ef7fd8aaf2281b4312744800a2c0e3fb1f8ffa0cefee4efb6,true
EVID-002721,CASE-000388,CCTV,Synthetic Source,2023-02-27T20:26:00,LOC-001183,PERSON-002684,VEH-001431,DEVICE-003703,Synthetic evidence record,0.68,df55575166444e3145a33f001f93edcd858caeaeb9e1584accc6bbfad456969b,true
EVID-002722,CASE-000388,DIGITAL,Synthetic Source,2023-02-27T20:26:00,LOC-001184,PERSON-001478,VEH-001447,DEVICE-003062,Synthetic evidence record,0.9,7b2794739259a80c6fcde98a411a41c833239525fdedac11d90a7699160e35e5,true
EVID-002723,CASE-000388,PHYSICAL,Synthetic Source,2023-02-27T20:26:00,LOC-001183,PERSON-002845,VEH-001835,DEVICE-003698,Synthetic evidence record,0.82,354a55bab1f47567de0d87d4b1d3b211f555722c6f6de08d8786570b58c7fe14,true
EVID-002724,CASE-000388,CCTV,Synthetic Source,2023-02-27T20:26:00,LOC-001183,PERSON-000734,VEH-001122,DEVICE-000480,Synthetic evidence record,0.73,126e027b229e1dc4a3dce14ac07301af7aba564257d46307eddf0a25782465a7,true
EVID-002725,CASE-000388,PHYSICAL,Synthetic Source,2023-02-27T20:26:00,LOC-001182,PERSON-002428,VEH-001833,DEVICE-003696,Synthetic evidence record,0.6,d875010c00cb882d607c7827147867793b16450e7618bebe530afa79e5af2be0,true
EVID-002726,CASE-000389,CCTV,Synthetic Source,2023-11-19T14:18:00,LOC-001185,PERSON-000405,VEH-000495,DEVICE-002234,Synthetic evidence record,0.91,02622be92b7a5aa742d51a342c4f1645c8ba94f8536d857751154e75ae3664d3,true
EVID-002727,CASE-000389,CCTV,Synthetic Source,2023-11-19T14:18:00,LOC-001185,PERSON-000860,VEH-000916,DEVICE-000826,Synthetic evidence record,0.89,a9330736e453b1a3bd88b8ae6096c7b82cb81aaf32bf3c4536609ce89d3944ea,true
EVID-002728,CASE-000389,PHONE,Synthetic Source,2023-11-19T14:18:00,LOC-001185,PERSON-000922,VEH-001842,DEVICE-001325,Synthetic evidence record,0.67,524acc9e855ac7cf4b336c3b7f700ee8ba1e57478c2db0efa87e32f942af485d,true
EVID-002729,CASE-000389,CCTV,Synthetic Source,2023-11-19T14:18:00,LOC-001185,PERSON-000405,VEH-001115,DEVICE-001409,Synthetic evidence record,0.87,063177ddef4a77afce3af573f839fbf9e398fab206875f79ed62d4f9758ec8fa,true
EVID-002730,CASE-000389,SURVEILLANCE,Synthetic Source,2023-11-19T14:18:00,LOC-001186,PERSON-001367,VEH-001718,DEVICE-000372,Synthetic evidence record,0.92,2719808afdab65c0d1b45a09b9bf54f3442c4a915f65d629210ba88768fcd94a,true
EVID-002731,CASE-000389,PHYSICAL,Synthetic Source,2023-11-19T14:18:00,LOC-001185,PERSON-000860,VEH-000916,DEVICE-001504,Synthetic evidence record,0.91,d22133dae89743543ebe517b44c5c78f2fa384e3e707fde28ba2fc4ecaa3756c,true
EVID-002732,CASE-000390,CCTV,Synthetic Source,2023-04-23T00:32:00,LOC-001188,PERSON-000351,VEH-000166,DEVICE-000236,Synthetic evidence record,0.92,14dda686107c948a35e0e025fd359d175d23c136b45af9030bbc1c0edc477d76,true
EVID-002733,CASE-000390,CCTV,Synthetic Source,2023-04-23T00:32:00,LOC-001187,PERSON-001041,VEH-001235,DEVICE-003364,Synthetic evidence record,0.61,c364fd6b533213088342870a87a09aed81935804a2d282ee40d85ca26efb3c15,true
EVID-002734,CASE-000390,PHYSICAL,Synthetic Source,2023-04-23T00:32:00,LOC-001188,PERSON-002750,VEH-000222,DEVICE-000275,Synthetic evidence record,0.99,2b42403dc5a897e005a74da7758f9c351975cb6c2dcf5caedcc795d1e8575f9b,true
EVID-002735,CASE-000390,FINANCIAL,Synthetic Source,2023-04-23T00:32:00,LOC-001188,PERSON-002750,VEH-000890,DEVICE-000308,Synthetic evidence record,0.96,55ece532013fe9aabf97ee6fbd654a4b1d517cf711d50f75dee1ed21df905ccf,true
EVID-002736,CASE-000390,DIGITAL,Synthetic Source,2023-04-23T00:32:00,LOC-001189,PERSON-000351,VEH-000171,DEVICE-000236,Synthetic evidence record,0.92,7c79c26f9010f782adc4fde3ea32a3892d57da88cac86b7b40f1fb98c8660bd9,true
EVID-002737,CASE-000390,FINANCIAL,Synthetic Source,2023-04-23T00:32:00,LOC-001188,PERSON-002750,VEH-000890,DEVICE-001386,Synthetic evidence record,0.94,c7c0bb5ab27aace5bbb213ce98bafe3744d9887d51afbbf1e31f263941118a27,true
EVID-002738,CASE-000390,FINANCIAL,Synthetic Source,2023-04-23T00:32:00,LOC-001188,PERSON-001670,VEH-001472,DEVICE-000002,Synthetic evidence record,0.94,370ea43da54e4a05df047b37cae4cd4d90d03a3e30a193e799bf4087c8bdf3f9,true
EVID-002739,CASE-000391,SURVEILLANCE,Synthetic Source,2023-10-25T06:11:00,LOC-001191,PERSON-000584,VEH-001847,DEVICE-002962,Synthetic evidence record,0.85,26426ad415b709626ec2d37e82b3595be0b3ebe193b17c7fa18b6a57426e808e,true
EVID-002740,CASE-000391,DOCUMENT,Synthetic Source,2023-10-25T06:11:00,LOC-001191,PERSON-002998,VEH-000155,DEVICE-003294,Synthetic evidence record,0.64,67374a047d4381e1576709249fc4eeb7348a6a074996dece47b54441087caa30,true
EVID-002741,CASE-000391,PHONE,Synthetic Source,2023-10-25T06:11:00,LOC-001191,PERSON-001664,VEH-000259,DEVICE-001233,Synthetic evidence record,0.68,5b9a0d603bea68fa333bbbcc04c7efdc34fe278d30d946b4e391c1e514f37dff,true
EVID-002742,CASE-000391,FINANCIAL,Synthetic Source,2023-10-25T06:11:00,LOC-001192,PERSON-002715,VEH-000616,DEVICE-002780,Synthetic evidence record,0.96,e73e55b81c18a3f6663c3fb2d479eb98d3e073f708d595eb77fee3a52335b326,true
EVID-002743,CASE-000391,PHONE,Synthetic Source,2023-10-25T06:11:00,LOC-001192,PERSON-002998,VEH-000155,DEVICE-001234,Synthetic evidence record,0.7,dccda00905b88e37a63071645f5064e73e9e3f8a95ded53d9973e342211cc0f1,true
EVID-002744,CASE-000391,PHYSICAL,Synthetic Source,2023-10-25T06:11:00,LOC-001192,PERSON-002757,VEH-000925,DEVICE-000860,Synthetic evidence record,0.85,490868452bee9b4e7ff4501a4e6752940475485e1fbb18204c2c8a79e0f683cc,true
EVID-002745,CASE-000392,PHONE,Synthetic Source,2023-02-23T15:49:00,LOC-001194,PERSON-001774,VEH-001800,DEVICE-003041,Synthetic evidence record,0.87,f627c1fcadebc189f257158d8bb5bdf0b4f2e1977a86fbb4de1174286c82d1e5,true
EVID-002746,CASE-000392,FINANCIAL,Synthetic Source,2023-02-23T15:49:00,LOC-001194,PERSON-001758,VEH-000311,DEVICE-003378,Synthetic evidence record,0.94,47d57f9e78c00d300afc066450708d0f0646d473efacdb2953502c98a33f7610,true
EVID-002747,CASE-000392,FINANCIAL,Synthetic Source,2023-02-23T15:49:00,LOC-001193,PERSON-001687,VEH-000506,DEVICE-002290,Synthetic evidence record,0.87,bc4df815d541987de2770efe91a4945604a72541b49a5f30afa12496531d14cd,true
EVID-002748,CASE-000392,PHYSICAL,Synthetic Source,2023-02-23T15:49:00,LOC-001193,PERSON-001774,VEH-001144,DEVICE-002283,Synthetic evidence record,0.94,57073a96c7d2766611c4df59149327e203abfc6443a18455784a5105537c238b,true
EVID-002749,CASE-000392,CCTV,Synthetic Source,2023-02-23T15:49:00,LOC-001194,PERSON-001758,VEH-001852,DEVICE-003741,Synthetic evidence record,0.6,205a68aa4f927af1f099717d3720552f4ac3f28747d70a56e7994e5c36e661bf,true
EVID-002750,CASE-000392,DIGITAL,Synthetic Source,2023-02-23T15:49:00,LOC-001194,PERSON-001774,VEH-000947,DEVICE-001883,Synthetic evidence record,0.77,90631b39b31359edee2894e6563a5a4bb34eb88ce5ab2776db34b3be4ff7a9a6,true
EVID-002751,CASE-000392,PHYSICAL,Synthetic Source,2023-02-23T15:49:00,LOC-001193,PERSON-001758,VEH-001670,DEVICE-003046,Synthetic evidence record,0.71,53c976878b61abdadfd84f385326170641bc34492ca5ab7cb17098124f834e6b,true
EVID-002752,CASE-000392,DIGITAL,Synthetic Source,2023-02-23T15:49:00,LOC-001194,PERSON-001687,VEH-000506,DEVICE-003139,Synthetic evidence record,0.85,226ef78c2b58963f4cf650489e484efbab578122def28fe669e786b24ea36459,true
EVID-002753,CASE-000392,CCTV,Synthetic Source,2023-02-23T15:49:00,LOC-001194,PERSON-001758,VEH-001852,DEVICE-000576,Synthetic evidence record,0.92,071fae734278c19be48ec902c2716ea59467701191166990bf925e24c5188eb4,true
EVID-002754,CASE-000393,FINANCIAL,Synthetic Source,2023-09-28T04:29:00,LOC-001197,PERSON-000621,VEH-001855,DEVICE-002033,Synthetic evidence record,0.61,958d7a23d6e62228f7f8ba2e4da2dd9deaf90f3a9bbe5695f7a37b8b37ca783c,true
EVID-002755,CASE-000393,PHONE,Synthetic Source,2023-09-28T04:29:00,LOC-001196,PERSON-000526,VEH-000582,DEVICE-001620,Synthetic evidence record,0.74,c35c6e5b3c71bdd4bc210845c23d4df211d70578ee2e91a019207d9e8bf3767e,true
EVID-002756,CASE-000393,PHONE,Synthetic Source,2023-09-28T04:29:00,LOC-001197,PERSON-000526,VEH-001853,DEVICE-001129,Synthetic evidence record,0.71,8ac738197c730f1e85d5888b5aa4566f3704ab1e8b86fcd3f7ec9bfc2674331e,true
EVID-002757,CASE-000393,FINANCIAL,Synthetic Source,2023-09-28T04:29:00,LOC-001195,PERSON-000526,VEH-000823,DEVICE-001129,Synthetic evidence record,0.76,fc0f462ff85aaeefc50f0a73435ba0f28b38abefd148a94209630db49ce91899,true
EVID-002758,CASE-000393,DOCUMENT,Synthetic Source,2023-09-28T04:29:00,LOC-001198,PERSON-002020,VEH-000115,DEVICE-002936,Synthetic evidence record,0.61,5f22c948b4dcb8c96188009a19ff2456b92e35a56186db959499eadb73f1d7ec,true
EVID-002759,CASE-000393,DOCUMENT,Synthetic Source,2023-09-28T04:29:00,LOC-001198,PERSON-002999,VEH-000662,DEVICE-000813,Synthetic evidence record,0.97,c08027b1ab0038057e8c12ef00188370909a4506363f4e46538a8aaa3a334b47,true
EVID-002760,CASE-000394,PHONE,Synthetic Source,2023-07-09T07:26:00,LOC-001199,PERSON-000351,VEH-001660,DEVICE-002969,Synthetic evidence record,0.65,435a541372a3d69bf916711039e53e77e6978343c1670a2947316906fec48900,true
EVID-002761,CASE-000394,DOCUMENT,Synthetic Source,2023-07-09T07:26:00,LOC-001199,PERSON-001210,VEH-000313,DEVICE-001480,Synthetic evidence record,0.82,d3c330cc0ca883ec8ada88752c924c976bdef4c79eb5034ebace89e18a747847,true
EVID-002762,CASE-000394,DIGITAL,Synthetic Source,2023-07-09T07:26:00,LOC-001200,PERSON-001670,VEH-000781,DEVICE-003723,Synthetic evidence record,0.73,ae2a4246ef8e06b89d083771500bbf36fc8cb1e33799966c4e9ed56c257b1584,true
EVID-002763,CASE-000394,PHONE,Synthetic Source,2023-07-09T07:26:00,LOC-001199,PERSON-002750,VEH-000487,DEVICE-000237,Synthetic evidence record,0.71,cdab51089043227a90c77cdc48b9e7087827c27a159023fecba298667d5b3f05,true
EVID-002764,CASE-000394,SURVEILLANCE,Synthetic Source,2023-07-09T07:26:00,LOC-001200,PERSON-001589,VEH-001566,DEVICE-002356,Synthetic evidence record,0.71,8a3e23bbfb776ebaa1d17133d8efa1936301e14afdeb67c9f7c61fa65184a184,true
EVID-002765,CASE-000395,FINANCIAL,Synthetic Source,2023-10-18T15:50:00,LOC-001201,PERSON-000717,VEH-001864,DEVICE-002672,Synthetic evidence record,0.82,2c47a1ab55eea9148e434fa9b6429b92f8a8cdcb79e5d2048d4b8ab00169f984,true
EVID-002766,CASE-000395,SURVEILLANCE,Synthetic Source,2023-10-18T15:50:00,LOC-001202,PERSON-000647,VEH-001651,DEVICE-003764,Synthetic evidence record,0.62,0991114f71e15e52ef579f12a43d081f118c2c66585f8dc078b8655877519ec4,true
EVID-002767,CASE-000395,FINANCIAL,Synthetic Source,2023-10-18T15:50:00,LOC-001202,PERSON-002136,VEH-000397,DEVICE-003760,Synthetic evidence record,0.78,375717b4a28b1a851dea65fb3c6fd32df77497716932de414791edc98b0c5612,true
EVID-002768,CASE-000395,PHYSICAL,Synthetic Source,2023-10-18T15:50:00,LOC-001203,PERSON-001234,VEH-000959,DEVICE-001909,Synthetic evidence record,0.9,a853e486f39b1c0407a95a0a0871319375a56d134a2ee6f25738ed9ff8ea3a00,true
EVID-002769,CASE-000395,PHYSICAL,Synthetic Source,2023-10-18T15:50:00,LOC-001203,PERSON-000784,VEH-001863,DEVICE-001906,Synthetic evidence record,0.9,88be91f8392c15019b20a2b6723dc3b7381e3b511248063842bfb4f0a2ebe922,true
EVID-002770,CASE-000396,CCTV,Synthetic Source,2023-09-05T19:24:00,LOC-001205,PERSON-000146,VEH-000165,DEVICE-001114,Synthetic evidence record,0.79,ea3e6fe8c9047ad97f56c7f6891309e92050d2ebe97b5cb05bcae95a29635d3d,true
EVID-002771,CASE-000396,SURVEILLANCE,Synthetic Source,2023-09-05T19:24:00,LOC-001207,PERSON-001041,VEH-000168,DEVICE-002161,Synthetic evidence record,0.66,3848dc67d00daced6b3fd54850f3141c6d9b045c8191223166a4a0b8757b0ee7,true
EVID-002772,CASE-000396,DOCUMENT,Synthetic Source,2023-09-05T19:24:00,LOC-001208,PERSON-001210,VEH-000884,DEVICE-000302,Synthetic evidence record,0.68,7ca6ed0b9e6b4c1ce58d57c97b8afd055504296be2a8de10d25fd081df3e80eb,true
EVID-002773,CASE-000396,DOCUMENT,Synthetic Source,2023-09-05T19:24:00,LOC-001205,PERSON-001558,VEH-001031,DEVICE-003085,Synthetic evidence record,0.76,458a3e20f7190e3cdb494a273478819205debe0be3f772c2397e6e73214734b8,true
EVID-002774,CASE-000396,DIGITAL,Synthetic Source,2023-09-05T19:24:00,LOC-001207,PERSON-001670,VEH-001843,DEVICE-001453,Synthetic evidence record,0.98,573d749d859d1f32c76d0877535e1920ef807a67f8eb20a79aeb78a67104f077,true
EVID-002775,CASE-000397,DOCUMENT,Synthetic Source,2023-05-11T17:12:00,LOC-001212,PERSON-002197,VEH-001487,DEVICE-002997,Synthetic evidence record,0.77,111719bade2f6e8513658ebc6e69cdfce1f231aa194d8882490833009699840b,true
EVID-002776,CASE-000397,PHONE,Synthetic Source,2023-05-11T17:12:00,LOC-001210,PERSON-002197,VEH-001875,DEVICE-002028,Synthetic evidence record,0.73,e92314d82bb127a2bd66eaf1abf66af4dc907bad8daf558b47b678844d9c4250,true
EVID-002777,CASE-000397,FINANCIAL,Synthetic Source,2023-05-11T17:12:00,LOC-001211,PERSON-001205,VEH-000081,DEVICE-000128,Synthetic evidence record,0.76,82c01d016c65f534e0076759155c0f38676e3ae69ee181ed87032c8af3d44d7d,true
EVID-002778,CASE-000397,DIGITAL,Synthetic Source,2023-05-11T17:12:00,LOC-001210,PERSON-002304,VEH-000293,DEVICE-002003,Synthetic evidence record,0.8,5c928dcde19ed3a8ff3a5de841f51e1e7716616341782b8d3402f6a9572ab4d2,true
EVID-002779,CASE-000397,FINANCIAL,Synthetic Source,2023-05-11T17:12:00,LOC-001210,PERSON-002197,VEH-001875,DEVICE-002571,Synthetic evidence record,0.81,05d1ef02914893f14d7003d8b9a7fcd9e710141820783eaeb12f95c99d75d3e5,true
EVID-002780,CASE-000398,DOCUMENT,Synthetic Source,2023-07-08T21:05:00,LOC-001214,PERSON-001431,VEH-000010,DEVICE-000015,Synthetic evidence record,0.91,53042db65c425e6f6a2e39674303ece2bf4fe586ef3bd048b798f008cbf492e1,true
EVID-002781,CASE-000398,CCTV,Synthetic Source,2023-07-08T21:05:00,LOC-001213,PERSON-001824,VEH-001832,DEVICE-003695,Synthetic evidence record,0.66,4bf91823e765f86804bfb7ae5cbf4685dba07e64f0cc222b3ac6f74e584add7a,true
EVID-002782,CASE-000398,FINANCIAL,Synthetic Source,2023-07-08T21:05:00,LOC-001214,PERSON-001431,VEH-001664,DEVICE-003597,Synthetic evidence record,0.73,93e33888669b3d1aa113618e3d0a8b34aa75982b99ce0ce855da3bc7d0cdfb8c,true
EVID-002783,CASE-000398,FINANCIAL,Synthetic Source,2023-07-08T21:05:00,LOC-001214,PERSON-000479,VEH-001678,DEVICE-003391,Synthetic evidence record,0.73,b3a5a81f484af720702eb0a11571c21993b3ff13c06a5d8a36584b95e191cc7d,true
EVID-002784,CASE-000398,SURVEILLANCE,Synthetic Source,2023-07-08T21:05:00,LOC-001214,PERSON-002106,VEH-001820,DEVICE-003676,Synthetic evidence record,0.6,a2e09d94c6e6ddede746784ea7b94448b5694a0768a6f3182df972388c96cf1f,true
EVID-002785,CASE-000398,CCTV,Synthetic Source,2023-07-08T21:05:00,LOC-001214,PERSON-000823,VEH-001881,DEVICE-003790,Synthetic evidence record,0.75,d7c1e093638608aebda97548e59ea7bc190a2cf9ba1c43fcb8f167190d12fe5d,true
EVID-002786,CASE-000398,PHYSICAL,Synthetic Source,2023-07-08T21:05:00,LOC-001213,PERSON-000838,VEH-000521,DEVICE-003401,Synthetic evidence record,0.92,b37ce845679e906e57cbcceaa6bfea26b3dcf4d1239cc89ba90fe1716caf6f6c,true
EVID-002787,CASE-000399,DIGITAL,Synthetic Source,2023-05-28T16:44:00,LOC-001217,PERSON-001255,VEH-001886,DEVICE-003798,Synthetic evidence record,0.71,0cec3e3902e322656ffed68b10c67fef39608af2e3c995b0b0ea09542906d68c,true
EVID-002788,CASE-000399,PHYSICAL,Synthetic Source,2023-05-28T16:44:00,LOC-001215,PERSON-002159,VEH-001824,DEVICE-001588,Synthetic evidence record,0.71,1bbbb3c9accde4757906ddb8cc345b768152c51d224218f85eae85f9beafb674,true
EVID-002789,CASE-000399,PHYSICAL,Synthetic Source,2023-05-28T16:44:00,LOC-001216,PERSON-000526,VEH-000582,DEVICE-003743,Synthetic evidence record,0.74,fb8b4f39e918363287a8cb8a2dcbbcda5590fd8662d802cb9e9b6234a1706841,true
