organization_id,name,organization_type,location_id,network_type,status,synthetic_flag
ORG-000571,Northstar Solutions 571,Shell-like Synthetic Entity,LOC-001722,NARCOTICS,Inactive,true
ORG-000572,Blue Solutions 572,Digital Services Firm,LOC-001726,MIXED_CRIME,Inactive,true
ORG-000573,Aster Services 573,Transport Company,LOC-001727,ROBBERY_DACOITY,Active,true
ORG-000574,Harbor Logistics 574,Legitimate Business,LOC-001730,HUMAN_TRAFFICKING,Active,true
ORG-000575,Delta Services 575,Legitimate Business,LOC-001737,NARCOTICS,Inactive,true
ORG-000576,Everest Trading 576,Digital Services Firm,LOC-001740,ROBBERY_DACOITY,Inactive,true
ORG-000577,Blue Enterprises 577,Digital Services Firm,LOC-001743,CYBERCRIME,Active,true
ORG-000578,Lotus Logistics 578,Transport Company,LOC-001744,ROBBERY_DACOITY,Active,true
ORG-000579,Indigo Services 579,Hospitality Business,LOC-001746,ROBBERY_DACOITY,Active,true
ORG-000580,Northstar Trading 580,Hospitality Business,LOC-001749,MIXED_CRIME,Active,true
ORG-000581,Blue Transport 581,Transport Company,LOC-001753,MIXED_CRIME,Active,true
ORG-000582,Aster Logistics 582,Transport Company,LOC-001755,ORGANIZED_CRIME,Active,true
ORG-000583,Blue Services 583,Transport Company,LOC-001760,KIDNAPPING,Inactive,true
ORG-000584,Blue Solutions 584,Logistics Company,LOC-001762,ORGANIZED_CRIME,Active,true
ORG-000585,Harbor Enterprises 585,Shell-like Synthetic Entity,LOC-001766,MIXED_CRIME,Active,true
ORG-000586,Pioneer Trading 586,Logistics Company,LOC-001772,FINANCIAL_FRAUD,Active,true
ORG-000587,Indigo Solutions 587,Transport Company,LOC-001775,MIXED_CRIME,Inactive,true
ORG-000588,Falcon Trading 588,Logistics Company,LOC-001777,ORGANIZED_CRIME,Active,true
ORG-000589,Delta Services 589,Logistics Company,LOC-001779,NARCOTICS,Active,true
ORG-000590,Northstar Services 590,Construction Firm,LOC-001781,MIXED_CRIME,Active,true
ORG-000591,Delta Services 591,Shell-like Synthetic Entity,LOC-001784,HUMAN_TRAFFICKING,Active,true
ORG-000592,Cedar Solutions 592,Transport Company,LOC-001790,ROBBERY_DACOITY,Inactive,true
ORG-000593,Aster Transport 593,Legitimate Business,LOC-001791,ORGANIZED_CRIME,Inactive,true
ORG-000594,Blue Trading 594,Shell-like Synthetic Entity,LOC-001794,MIXED_CRIME,Active,true
ORG-000595,Blue Transport 595,Digital Services Firm,LOC-001796,FINANCIAL_FRAUD,Active,true
ORG-000596,Harbor Enterprises 596,Front Company,LOC-001799,HUMAN_TRAFFICKING,Inactive,true
ORG-000597,Indigo Trading 597,Logistics Company,LOC-001801,ROBBERY_DACOITY,Inactive,true
ORG-000598,Cedar Trading 598,Front Company,LOC-001805,HUMAN_TRAFFICKING,Active,true
ORG-000599,Indigo Solutions 599,Transport Company,LOC-001810,ORGANIZED_CRIME,Active,true
ORG-000600,Cedar Solutions 600,Trading Company,LOC-001811,MIXED_CRIME,Active,true
ORG-000601,Northstar Logistics 601,Hospitality Business,LOC-001816,ORGANIZED_CRIME,Active,true
ORG-000602,Blue Enterprises 602,Legitimate Business,LOC-001817,FINANCIAL_FRAUD,Active,true
ORG-000603,Cedar Logistics 603,Trading Company,LOC-001821,ORGANIZED_CRIME,Inactive,true
ORG-000604,Cedar Services 604,Digital Services Firm,LOC-001824,ORGANIZED_CRIME,Active,true
ORG-000605,Northstar Logistics 605,Construction Firm,LOC-001826,ORGANIZED_CRIME,Inactive,true
ORG-000606,Everest Trading 606,Front Company,LOC-001829,ROBBERY_DACOITY,Active,true
ORG-000607,Lotus Enterprises 607,Front Company,LOC-001831,MIXED_CRIME,Inactive,true
ORG-000608,Indigo Enterprises 608,Shell-like Synthetic Entity,LOC-001836,ORGANIZED_CRIME,Active,true
ORG-000609,Northstar Trading 609,Shell-like Synthetic Entity,LOC-001837,ORGANIZED_CRIME,Active,true
ORG-000610,Northstar Trading 610,Shell-like Synthetic Entity,LOC-001842,ORGANIZED_CRIME,Inactive,true
ORG-000611,Harbor Logistics 611,Front Company,LOC-001846,MIXED_CRIME,Active,true
ORG-000612,Everest Trading 612,Logistics Company,LOC-001849,FINANCIAL_FRAUD,Active,true
ORG-000613,Pioneer Solutions 613,Hospitality Business,LOC-001851,ORGANIZED_CRIME,Active,true
ORG-000614,Northstar Logistics 614,Hospitality Business,LOC-001856,ROBBERY_DACOITY,Inactive,true
ORG-000615,Cedar Solutions 615,Hospitality Business,LOC-001859,MIXED_CRIME,Active,true
ORG-000616,Pioneer Transport 616,Legitimate Business,LOC-001861,MIXED_CRIME,Active,true
ORG-000617,Blue Services 617,Shell-like Synthetic Entity,LOC-001866,MIXED_CRIME,Active,true
ORG-000618,Aster Services 618,Transport Company,LOC-001868,ORGANIZED_CRIME,Active,true
ORG-000619,Everest Services 619,Digital Services Firm,LOC-001870,MIXED_CRIME,Active,true
ORG-000620,Blue Transport 620,Trading Company,LOC-001876,ORGANIZED_CRIME,Inactive,true
ORG-000621,Lotus Trading 621,Logistics Company,LOC-001877,HUMAN_TRAFFICKING,Active,true
ORG-000622,Pioneer Enterprises 622,Shell-like Synthetic Entity,LOC-001882,MIXED_CRIME,Active,true
ORG-000623,Falcon Enterprises 623,Trading Company,LOC-001885,ORGANIZED_CRIME,Active,true
ORG-000624,Harbor Transport 624,Trading Company,LOC-001886,NARCOTICS,Active,true
ORG-000625,Northstar Trading 625,Transport Company,LOC-001891,MIXED_CRIME,Active,true
ORG-000626,Falcon Solutions 626,Logistics Company,LOC-001894,MIXED_CRIME,Active,true
ORG-000627,Cedar Trading 627,Front Company,LOC-001896,ROBBERY_DACOITY,Active,true
ORG-000628,Northstar Enterprises 628,Construction Firm,LOC-001900,NARCOTICS,Active,true
ORG-000629,Falcon Services 629,Transport Company,LOC-001901,MIXED_CRIME,Inactive,true
ORG-000630,Indigo Trading 630,Shell-like Synthetic Entity,LOC-001907,MIXED_CRIME,Active,true
ORG-000631,Pioneer Services 631,Transport Company,LOC-001908,MIXED_CRIME,Inactive,true
ORG-000632,Northstar Services 632,Legitimate Business,LOC-001915,KIDNAPPING,Inactive,true
ORG-000633,Harbor Enterprises 633,Transport Company,LOC-001916,MIXED_CRIME,Active,true
ORG-000634,Blue Trading 634,Shell-like Synthetic Entity,LOC-001918,MIXED_CRIME,Inactive,true
ORG-000635,Harbor Logistics 635,Shell-like Synthetic Entity,LOC-001921,ORGANIZED_CRIME,Active,true
ORG-000636,Indigo Enterprises 636,Shell-like Synthetic Entity,LOC-001924,CYBERCRIME,Active,true
ORG-000637,Lotus Services 637,Construction Firm,LOC-001925,MIXED_CRIME,Active,true
ORG-000638,Aster Logistics 638,Front Company,LOC-001927,NARCOTICS,Active,true
ORG-000639,Lotus Trading 639,Transport Company,LOC-001932,ROBBERY_DACOITY,Active,true
ORG-000640,Orion Transport 640,Front Company,LOC-001935,KIDNAPPING,Active,true
ORG-000641,Falcon Services 641,Front Company,LOC-001938,KIDNAPPING,Active,true
ORG-000642,Harbor Services 642,Hospitality Business,LOC-001941,FINANCIAL_FRAUD,Active,true
ORG-000643,Falcon Solutions 643,Shell-like Synthetic Entity,LOC-001943,MIXED_CRIME,Active,true
ORG-000644,Cedar Transport 644,Hospitality Business,LOC-001948,FINANCIAL_FRAUD,Active,true
ORG-000645,Everest Enterprises 645,Construction Firm,LOC-001950,HUMAN_TRAFFICKING,Inactive,true
ORG-000646,Blue Services 646,Trading Company,LOC-001955,ORGANIZED_CRIME,Inactive,true
ORG-000647,Pioneer Enterprises 647,Legitimate Business,LOC-001956,KIDNAPPING,Inactive,true
ORG-000648,Blue Solutions 648,Construction Firm,LOC-001961,HUMAN_TRAFFICKING,Active,true
ORG-000649,Lotus Logistics 649,Front Company,LOC-001962,NARCOTICS,Active,true
ORG-000650,Harbor Transport 650,Logistics Company,LOC-001964,ROBBERY_DACOITY,Active,true
ORG-000651,Delta Trading 651,Transport Company,LOC-001970,FINANCIAL_FRAUD,Active,true
ORG-000652,Orion Enterprises 652,Transport Company,LOC-001973,ORGANIZED_CRIME,Active,true
ORG-000653,Everest Transport 653,Transport Company,LOC-001976,ORGANIZED_CRIME,Inactive,true
ORG-000654,Northstar Trading 654,Shell-like Synthetic Entity,LOC-001979,NARCOTICS,Active,true
ORG-000655,Lotus Solutions 655,Shell-like Synthetic Entity,LOC-001983,KIDNAPPING,Active,true
ORG-000656,Pioneer Services 656,Hospitality Business,LOC-001986,NARCOTICS,Active,true
ORG-000657,Indigo Services 657,Logistics Company,LOC-001988,HUMAN_TRAFFICKING,Active,true
ORG-000658,Delta Solutions 658,Transport Company,LOC-001990,NARCOTICS,Active,true
ORG-000659,Pioneer Logistics 659,Trading Company,LOC-001993,ROBBERY_DACOITY,Active,true
ORG-000660,Falcon Transport 660,Shell-like Synthetic Entity,LOC-001996,MIXED_CRIME,Active,true
ORG-000661,Falcon Logistics 661,Legitimate Business,LOC-001999,MIXED_CRIME,Active,true
ORG-000662,Blue Transport 662,Transport Company,LOC-002001,MIXED_CRIME,Inactive,true
ORG-000663,Pioneer Logistics 663,Legitimate Business,LOC-002004,MIXED_CRIME,Active,true
ORG-000664,Orion Logistics 664,Transport Company,LOC-002010,MIXED_CRIME,Active,true
ORG-000665,Cedar Logistics 665,Hospitality Business,LOC-002012,MIXED_CRIME,Active,true
ORG-000666,Pioneer Services 666,Legitimate Business,LOC-002015,ORGANIZED_CRIME,Inactive,true
ORG-000667,Orion Trading 667,Front Company,LOC-002018,ORGANIZED_CRIME,Active,true
ORG-000668,Everest Logistics 668,Shell-like Synthetic Entity,LOC-002020,ROBBERY_DACOITY,Active,true
ORG-000669,Orion Enterprises 669,Shell-like Synthetic Entity,LOC-002022,ORGANIZED_CRIME,Inactive,true
ORG-000670,Delta Logistics 670,Trading Company,LOC-002024,ORGANIZED_CRIME,Inactive,true
ORG-000671,Indigo Logistics 671,Trading Company,LOC-002027,ORGANIZED_CRIME,Inactive,true
ORG-000672,Pioneer Transport 672,Digital Services Firm,LOC-002029,FINANCIAL_FRAUD,Active,true
ORG-000673,Northstar Logistics 673,Shell-like Synthetic Entity,LOC-002033,ROBBERY_DACOITY,Inactive,true
ORG-000674,Falcon Logistics 674,Hospitality Business,LOC-002036,MIXED_CRIME,Inactive,true
ORG-000675,Lotus Transport 675,Legitimate Business,LOC-002040,NARCOTICS,Active,true
ORG-000676,Falcon Services 676,Legitimate Business,LOC-002045,ORGANIZED_CRIME,Active,true
ORG-000677,Orion Services 677,Hospitality Business,LOC-002048,ROBBERY_DACOITY,Active,true
ORG-000678,Indigo Solutions 678,Shell-like Synthetic Entity,LOC-002052,MIXED_CRIME,Active,true
ORG-000679,Cedar Trading 679,Transport Company,LOC-002055,ORGANIZED_CRIME,Active,true
ORG-000680,Harbor Services 680,Transport Company,LOC-002059,HUMAN_TRAFFICKING,Active,true
ORG-000681,Pioneer Solutions 681,Trading Company,LOC-002062,HUMAN_TRAFFICKING,Active,true
ORG-000682,Indigo Enterprises 682,Front Company,LOC-002064,MIXED_CRIME,Active,true
ORG-000683,Delta Services 683,Trading Company,LOC-002067,MIXED_CRIME,Inactive,true
ORG-000684,Harbor Trading 684,Front Company,LOC-002070,FINANCIAL_FRAUD,Active,true
ORG-000685,Northstar Logistics 685,Shell-like Synthetic Entity,LOC-002071,MIXED_CRIME,Inactive,true
ORG-000686,Pioneer Services 686,Digital Services Firm,LOC-002074,NARCOTICS,Inactive,true
ORG-000687,Everest Services 687,Digital Services Firm,LOC-002079,FINANCIAL_FRAUD,Active,true
ORG-000688,Orion Solutions 688,Shell-like Synthetic Entity,LOC-002082,MIXED_CRIME,Active,true
ORG-000689,Orion Services 689,Logistics Company,LOC-002086,CYBERCRIME,Active,true
ORG-000690,Delta Enterprises 690,Legitimate Business,LOC-002087,ORGANIZED_CRIME,Inactive,true
ORG-000691,Indigo Logistics 691,Transport Company,LOC-002092,MIXED_CRIME,Inactive,true
ORG-000692,Cedar Trading 692,Digital Services Firm,LOC-002094,FINANCIAL_FRAUD,Active,true
ORG-000693,Indigo Enterprises 693,Hospitality Business,LOC-002097,MIXED_CRIME,Active,true
ORG-000694,Cedar Trading 694,Digital Services Firm,LOC-002099,ORGANIZED_CRIME,Active,true
ORG-000695,Aster Solutions 695,Shell-like Synthetic Entity,LOC-002105,MIXED_CRIME,Active,true
ORG-000696,Orion Trading 696,Construction Firm,LOC-002106,CYBERCRIME,Inactive,true
ORG-000697,Pioneer Logistics 697,Front Company,LOC-002110,MIXED_CRIME,Active,true
ORG-000698,Northstar Services 698,Construction Firm,LOC-002114,ORGANIZED_CRIME,Active,true
ORG-000699,Everest Logistics 699,Digital Services Firm,LOC-002116,MIXED_CRIME,Active,true
ORG-000700,Pioneer Logistics 700,Front Company,LOC-002118,ORGANIZED_CRIME,Inactive,true
ORG-000701,Falcon Services 701,Hospitality Business,LOC-002120,KIDNAPPING,Active,true
ORG-000702,Aster Solutions 702,Shell-like Synthetic Entity,LOC-002123,ROBBERY_DACOITY,Active,true
ORG-000703,Orion Logistics 703,Trading Company,LOC-002126,KIDNAPPING,Inactive,true
ORG-000704,Northstar Trading 704,Front Company,LOC-002127,FINANCIAL_FRAUD,Active,true
ORG-000705,Pioneer Transport 705,Shell-like Synthetic Entity,LOC-002129,ORGANIZED_CRIME,Inactive,true
ORG-000706,Harbor Logistics 706,Digital Services Firm,LOC-002132,MIXED_CRIME,Active,true
ORG-000707,Northstar Logistics 707,Construction Firm,LOC-002135,NARCOTICS,Active,true
ORG-000708,Pioneer Services 708,Trading Company,LOC-002136,KIDNAPPING,Active,true
ORG-000709,Delta Trading 709,Digital Services Firm,LOC-002140,MIXED_CRIME,Active,true
ORG-000710,Lotus Services 710,Front Company,LOC-002142,MIXED_CRIME,Active,true
ORG-000711,Harbor Transport 711,Hospitality Business,LOC-002147,MIXED_CRIME,Active,true
ORG-000712,Delta Enterprises 712,Front Company,LOC-002148,ORGANIZED_CRIME,Active,true
ORG-000713,Falcon Trading 713,Digital Services Firm,LOC-002152,ROBBERY_DACOITY,Active,true
ORG-000714,Harbor Logistics 714,Legitimate Business,LOC-002156,ROBBERY_DACOITY,Active,true
ORG-000715,Pioneer Enterprises 715,Hospitality Business,LOC-002161,CYBERCRIME,Active,true
ORG-000716,Lotus Enterprises 716,Digital Services Firm,LOC-002163,ORGANIZED_CRIME,Active,true
ORG-000717,Harbor Logistics 717,Shell-like Synthetic Entity,LOC-002167,ORGANIZED_CRIME,Inactive,true
ORG-000718,Everest Enterprises 718,Construction Firm,LOC-002169,ROBBERY_DACOITY,Active,true
ORG-000719,Northstar Transport 719,Legitimate Business,LOC-002173,ROBBERY_DACOITY,Active,true
ORG-000720,Northstar Enterprises 720,Front Company,LOC-002176,FINANCIAL_FRAUD,Inactive,true
ORG-000721,Cedar Services 721,Trading Company,LOC-002179,ROBBERY_DACOITY,Active,true
ORG-000722,Everest Services 722,Front Company,LOC-002180,MIXED_CRIME,Active,true
ORG-000723,Everest Enterprises 723,Trading Company,LOC-002182,CYBERCRIME,Active,true
ORG-000724,Falcon Logistics 724,Hospitality Business,LOC-002185,MIXED_CRIME,Inactive,true
ORG-000725,Everest Logistics 725,Hospitality Business,LOC-002186,ROBBERY_DACOITY,Active,true
ORG-000726,Aster Trading 726,Digital Services Firm,LOC-002189,ORGANIZED_CRIME,Active,true
ORG-000727,Harbor Solutions 727,Trading Company,LOC-002193,KIDNAPPING,Active,true
ORG-000728,Pioneer Transport 728,Shell-like Synthetic Entity,LOC-002196,KIDNAPPING,Active,true
ORG-000729,Harbor Logistics 729,Front Company,LOC-002199,MIXED_CRIME,Active,true
ORG-000730,Indigo Enterprises 730,Digital Services Firm,LOC-002205,MIXED_CRIME,Active,true
ORG-000731,Orion Enterprises 731,Trading Company,LOC-002207,ROBBERY_DACOITY,Inactive,true
ORG-000732,Northstar Services 732,Front Company,LOC-002210,KIDNAPPING,Active,true
ORG-000733,Aster Trading 733,Legitimate Business,LOC-002213,ORGANIZED_CRIME,Active,true
ORG-000734,Cedar Logistics 734,Shell-like Synthetic Entity,LOC-002216,ORGANIZED_CRIME,Active,true
ORG-000735,Indigo Transport 735,Logistics Company,LOC-002217,ORGANIZED_CRIME,Inactive,true
ORG-000736,Falcon Logistics 736,Front Company,LOC-002220,KIDNAPPING,Inactive,true
ORG-000737,Lotus Transport 737,Shell-like Synthetic Entity,LOC-002224,NARCOTICS,Active,true
ORG-000738,Orion Services 738,Digital Services Firm,LOC-002228,ORGANIZED_CRIME,Active,true
ORG-000739,Pioneer Logistics 739,Transport Company,LOC-002230,ORGANIZED_CRIME,Active,true
ORG-000740,Everest Trading 740,Trading Company,LOC-002233,MIXED_CRIME,Inactive,true
ORG-000741,Harbor Logistics 741,Shell-like Synthetic Entity,LOC-002235,ORGANIZED_CRIME,Inactive,true
ORG-000742,Cedar Trading 742,Transport Company,LOC-002237,ORGANIZED_CRIME,Active,true
ORG-000743,Indigo Transport 743,Hospitality Business,LOC-002241,MIXED_CRIME,Inactive,true
ORG-000744,Lotus Logistics 744,Hospitality Business,LOC-002246,FINANCIAL_FRAUD,Inactive,true
ORG-000745,Aster Enterprises 745,Transport Company,LOC-002248,MIXED_CRIME,Active,true
ORG-000746,Pioneer Transport 746,Digital Services Firm,LOC-002254,KIDNAPPING,Active,true
ORG-000747,Northstar Logistics 747,Digital Services Firm,LOC-002255,NARCOTICS,Active,true
ORG-000748,Lotus Solutions 748,Logistics Company,LOC-002257,ORGANIZED_CRIME,Inactive,true
ORG-000749,Pioneer Services 749,Transport Company,LOC-002259,HUMAN_TRAFFICKING,Inactive,true
ORG-000750,Lotus Enterprises 750,Digital Services Firm,LOC-002265,MIXED_CRIME,Active,true
ORG-000751,Everest Solutions 751,Trading Company,LOC-002269,ORGANIZED_CRIME,Inactive,true
ORG-000752,Northstar Trading 752,Shell-like Synthetic Entity,LOC-002270,NARCOTICS,Inactive,true
ORG-000753,Indigo Enterprises 753,Front Company,LOC-002276,MIXED_CRIME,Active,true
ORG-000754,Cedar Logistics 754,Transport Company,LOC-002280,ORGANIZED_CRIME,Active,true
ORG-000755,Cedar Trading 755,Hospitality Business,LOC-002282,CYBERCRIME,Inactive,true
ORG-000756,Northstar Services 756,Construction Firm,LOC-002285,ROBBERY_DACOITY,Inactive,true
ORG-000757,Orion Logistics 757,Transport Company,LOC-002287,ORGANIZED_CRIME,Active,true
ORG-000758,Delta Solutions 758,Construction Firm,LOC-002294,KIDNAPPING,Active,true
ORG-000759,Orion Services 759,Transport Company,LOC-002296,MIXED_CRIME,Inactive,true
ORG-000760,Falcon Solutions 760,Legitimate Business,LOC-002297,MIXED_CRIME,Active,true
ORG-000761,Everest Transport 761,Digital Services Firm,LOC-002301,ORGANIZED_CRIME,Inactive,true
ORG-000762,Orion Services 762,Construction Firm,LOC-002306,KIDNAPPING,Active,true
ORG-000763,Falcon Enterprises 763,Shell-like Synthetic Entity,LOC-002307,MIXED_CRIME,Active,true
ORG-000764,Indigo Logistics 764,Shell-like Synthetic Entity,LOC-002310,ORGANIZED_CRIME,Active,true
ORG-000765,Cedar Logistics 765,Front Company,LOC-002315,FINANCIAL_FRAUD,Active,true
ORG-000766,Northstar Enterprises 766,Hospitality Business,LOC-002317,ORGANIZED_CRIME,Active,true
ORG-000767,Pioneer Trading 767,Digital Services Firm,LOC-002320,MIXED_CRIME,Inactive,true
ORG-000768,Orion Services 768,Front Company,LOC-002322,ORGANIZED_CRIME,Active,true
ORG-000769,Falcon Enterprises 769,Shell-like Synthetic Entity,LOC-002326,ORGANIZED_CRIME,Inactive,true
ORG-000770,Indigo Solutions 770,Shell-like Synthetic Entity,LOC-002328,MIXED_CRIME,Active,true
ORG-000771,Pioneer Solutions 771,Front Company,LOC-002331,ORGANIZED_CRIME,Active,true
ORG-000772,Orion Trading 772,Legitimate Business,LOC-002333,ORGANIZED_CRIME,Inactive,true
ORG-000773,Blue Trading 773,Digital Services Firm,LOC-002338,HUMAN_TRAFFICKING,Active,true
ORG-000774,Lotus Services 774,Shell-like Synthetic Entity,LOC-002339,MIXED_CRIME,Active,true
ORG-000775,Northstar Logistics 775,Construction Firm,LOC-002342,MIXED_CRIME,Inactive,true
ORG-000776,Indigo Trading 776,Hospitality Business,LOC-002344,MIXED_CRIME,Active,true
ORG-000777,Everest Trading 777,Hospitality Business,LOC-002349,MIXED_CRIME,Inactive,true
ORG-000778,Harbor Logistics 778,Logistics Company,LOC-002351,ROBBERY_DACOITY,Inactive,true
ORG-000779,Everest Enterprises 779,Legitimate Business,LOC-002354,FINANCIAL_FRAUD,Inactive,true
ORG-000780,Northstar Logistics 780,Front Company,LOC-002356,ORGANIZED_CRIME,Inactive,true
ORG-000781,Cedar Solutions 781,Hospitality Business,LOC-002359,ORGANIZED_CRIME,Active,true
ORG-000782,Everest Solutions 782,Shell-like Synthetic Entity,LOC-002362,MIXED_CRIME,Inactive,true
ORG-000783,Aster Transport 783,Shell-like Synthetic Entity,LOC-002367,MIXED_CRIME,Inactive,true
ORG-000784,Everest Solutions 784,Digital Services Firm,LOC-002369,ORGANIZED_CRIME,Active,true
ORG-000785,Harbor Trading 785,Digital Services Firm,LOC-002372,ORGANIZED_CRIME,Inactive,true
ORG-000786,Lotus Trading 786,Shell-like Synthetic Entity,LOC-002377,ORGANIZED_CRIME,Active,true
ORG-000787,Cedar Enterprises 787,Hospitality Business,LOC-002379,MIXED_CRIME,Active,true
ORG-000788,Everest Logistics 788,Shell-like Synthetic Entity,LOC-002383,MIXED_CRIME,Inactive,true
ORG-000789,Northstar Solutions 789,Shell-like Synthetic Entity,LOC-002385,MIXED_CRIME,Active,true
ORG-000790,Indigo Enterprises 790,Trading Company,LOC-002389,ORGANIZED_CRIME,Inactive,true
ORG-000791,Everest Services 791,Hospitality Business,LOC-002392,ROBBERY_DACOITY,Inactive,true
ORG-000792,Blue Transport 792,Digital Services Firm,LOC-002398,NARCOTICS,Active,true
ORG-000793,Lotus Enterprises 793,Trading Company,LOC-002402,CYBERCRIME,Active,true
ORG-000794,Harbor Solutions 794,Transport Company,LOC-002403,MIXED_CRIME,Inactive,true
ORG-000795,Blue Enterprises 795,Trading Company,LOC-002406,ROBBERY_DACOITY,Active,true
ORG-000796,Harbor Logistics 796,Digital Services Firm,LOC-002409,FINANCIAL_FRAUD,Inactive,true
ORG-000797,Pioneer Trading 797,Legitimate Business,LOC-002412,KIDNAPPING,Inactive,true
ORG-000798,Lotus Solutions 798,Transport Company,LOC-002414,ORGANIZED_CRIME,Active,true
ORG-000799,Blue Trading 799,Digital Services Firm,LOC-002418,FINANCIAL_FRAUD,Inactive,true
ORG-000800,Northstar Enterprises 800,Logistics Company,LOC-002420,MIXED_CRIME,Inactive,true
ORG-000801,Harbor Solutions 801,Shell-like Synthetic Entity,LOC-002423,MIXED_CRIME,Active,true
ORG-000802,Harbor Trading 802,Front Company,LOC-002426,ORGANIZED_CRIME,Active,true
ORG-000803,Everest Services 803,Front Company,LOC-002432,ORGANIZED_CRIME,Inactive,true
ORG-000804,Lotus Transport 804,Construction Firm,LOC-002436,ORGANIZED_CRIME,Inactive,true
ORG-000805,Northstar Services 805,Digital Services Firm,LOC-002437,ROBBERY_DACOITY,Active,true
ORG-000806,Indigo Enterprises 806,Transport Company,LOC-002442,ORGANIZED_CRIME,Active,true
ORG-000807,Lotus Services 807,Transport Company,LOC-002444,KIDNAPPING,Active,true
ORG-000808,Harbor Services 808,Front Company,LOC-002447,NARCOTICS,Inactive,true
ORG-000809,Delta Services 809,Digital Services Firm,LOC-002450,FINANCIAL_FRAUD,Active,true
ORG-000810,Blue Transport 810,Transport Company,LOC-002453,MIXED_CRIME,Active,true
ORG-000811,Orion Services 811,Front Company,LOC-002455,KIDNAPPING,Active,true
ORG-000812,Falcon Logistics 812,Digital Services Firm,LOC-002457,MIXED_CRIME,Active,true
ORG-000813,Delta Enterprises 813,Digital Services Firm,LOC-002460,ORGANIZED_CRIME,Active,true
ORG-000814,Northstar Solutions 814,Front Company,LOC-002462,FINANCIAL_FRAUD,Active,true
ORG-000815,Northstar Solutions 815,Front Company,LOC-002466,CYBERCRIME,Active,true
ORG-000816,Delta Enterprises 816,Front Company,LOC-002467,ORGANIZED_CRIME,Active,true
ORG-000817,Indigo Logistics 817,Digital Services Firm,LOC-002470,ORGANIZED_CRIME,Active,true
ORG-000818,Pioneer Logistics 818,Shell-like Synthetic Entity,LOC-002474,MIXED_CRIME,Inactive,true
ORG-000819,Pioneer Trading 819,Hospitality Business,LOC-002479,ROBBERY_DACOITY,Active,true
ORG-000820,Falcon Logistics 820,Construction Firm,LOC-002481,NARCOTICS,Active,true
ORG-000821,Pioneer Solutions 821,Digital Services Firm,LOC-002483,ORGANIZED_CRIME,Inactive,true
ORG-000822,Cedar Trading 822,Hospitality Business,LOC-002486,ORGANIZED_CRIME,Inactive,true
ORG-000823,Pioneer Logistics 823,Trading Company,LOC-002490,MIXED_CRIME,Inactive,true
ORG-000824,Aster Enterprises 824,Digital Services Firm,LOC-002491,ROBBERY_DACOITY,Active,true
ORG-000825,Northstar Services 825,Front Company,LOC-002494,MIXED_CRIME,Active,true
ORG-000826,Harbor Services 826,Construction Firm,LOC-002495,ORGANIZED_CRIME,Inactive,true
ORG-000827,Northstar Solutions 827,Trading Company,LOC-002499,MIXED_CRIME,Active,true
ORG-000828,Delta Logistics 828,Hospitality Business,LOC-002503,FINANCIAL_FRAUD,Inactive,true
ORG-000829,Blue Logistics 829,Transport Company,LOC-002504,MIXED_CRIME,Inactive,true
ORG-000830,Northstar Enterprises 830,Construction Firm,LOC-002506,MIXED_CRIME,Active,true
ORG-000831,Everest Solutions 831,Legitimate Business,LOC-002510,MIXED_CRIME,Active,true
ORG-000832,Blue Logistics 832,Legitimate Business,LOC-002511,KIDNAPPING,Active,true
ORG-000833,Blue Enterprises 833,Transport Company,LOC-002515,ORGANIZED_CRIME,Active,true
ORG-000834,Everest Services 834,Digital Services Firm,LOC-002517,FINANCIAL_FRAUD,Active,true
ORG-000835,Falcon Enterprises 835,Logistics Company,LOC-002520,HUMAN_TRAFFICKING,Active,true
ORG-000836,Blue Logistics 836,Legitimate Business,LOC-002523,MIXED_CRIME,Inactive,true
ORG-000837,Pioneer Solutions 837,Shell-like Synthetic Entity,LOC-002527,NARCOTICS,Active,true
ORG-000838,Lotus Logistics 838,Transport Company,LOC-002529,KIDNAPPING,Inactive,true
ORG-000839,Pioneer Services 839,Trading Company,LOC-002531,FINANCIAL_FRAUD,Active,true
ORG-000840,Pioneer Transport 840,Transport Company,LOC-002535,MIXED_CRIME,Active,true
ORG-000841,Indigo Solutions 841,Hospitality Business,LOC-002536,ORGANIZED_CRIME,Inactive,true
ORG-000842,Blue Solutions 842,Shell-like Synthetic Entity,LOC-002541,ORGANIZED_CRIME,Inactive,true
ORG-000843,Aster Trading 843,Construction Firm,LOC-002543,ORGANIZED_CRIME,Active,true
ORG-000844,Everest Enterprises 844,Transport Company,LOC-002546,FINANCIAL_FRAUD,Inactive,true
ORG-000845,Aster Solutions 845,Digital Services Firm,LOC-002547,ORGANIZED_CRIME,Inactive,true
ORG-000846,Lotus Solutions 846,Trading Company,LOC-002552,ROBBERY_DACOITY,Inactive,true
ORG-000847,Indigo Enterprises 847,Front Company,LOC-002553,ROBBERY_DACOITY,Active,true
ORG-000848,Orion Transport 848,Transport Company,LOC-002556,MIXED_CRIME,Inactive,true
ORG-000849,Indigo Services 849,Front Company,LOC-002561,ORGANIZED_CRIME,Active,true
ORG-000850,Orion Solutions 850,Front Company,LOC-002566,NARCOTICS,Inactive,true
ORG-000851,Blue Services 851,Front Company,LOC-002568,HUMAN_TRAFFICKING,Inactive,true
ORG-000852,Lotus Logistics 852,Front Company,LOC-002571,NARCOTICS,Active,true
