relationship_id,source_entity_type,source_entity_id,relationship_type,target_entity_type,target_entity_id,start_time,end_time,confidence,source,case_id,evidence_id,synthetic_flag
REL-051579,PHONE,PHONE-001147,COMMUNICATION_LINK,PHONE,PHONE-004590,2023-03-20T19:20:00,,0.99,synthetic,CASE-000562,,true
REL-051580,PHONE,PHONE-006031,COMMUNICATION_LINK,PHONE,PHONE-001353,2023-12-16T03:21:00,,0.84,synthetic,CASE-000965,,true
REL-051581,PHONE,PHONE-007753,COMMUNICATION_LINK,PHONE,PHONE-005194,2022-11-25T16:40:00,,0.82,synthetic,CASE-000244,,true
REL-051582,PHONE,PHONE-011411,COMMUNICATION_LINK,PHONE,PHONE-009018,2023-08-23T13:27:00,,0.92,synthetic,CASE-000644,,true
REL-051583,PHONE,PHONE-004185,COMMUNICATION_LINK,PHONE,PHONE-002527,2023-07-27T09:02:00,,0.83,synthetic,CASE-000735,,true
REL-051584,PHONE,PHONE-011429,COMMUNICATION_LINK,PHONE,PHONE-003985,2024-01-20T00:22:00,,0.82,synthetic,CASE-000183,,true
REL-051585,PHONE,PHONE-004810,COMMUNICATION_LINK,PHONE,PHONE-000150,2023-04-20T23:22:00,,0.86,synthetic,CASE-000334,,true
REL-051586,PHONE,PHONE-001396,COMMUNICATION_LINK,PHONE,PHONE-004964,2023-06-07T04:11:00,,0.81,synthetic,CASE-000133,,true
REL-051587,PHONE,PHONE-006027,COMMUNICATION_LINK,PHONE,PHONE-008251,2023-07-14T05:17:00,,0.81,synthetic,CASE-000741,,true
REL-051588,PHONE,PHONE-001286,COMMUNICATION_LINK,PHONE,PHONE-006669,2023-01-09T20:16:00,,0.86,synthetic,CASE-000439,,true
REL-051589,PHONE,PHONE-000368,COMMUNICATION_LINK,PHONE,PHONE-005796,2023-01-09T00:03:00,,0.8,synthetic,CASE-000491,,true
REL-051590,PHONE,PHONE-001708,COMMUNICATION_LINK,PHONE,PHONE-003597,2023-06-08T06:28:00,,0.83,synthetic,CASE-000188,,true
REL-051591,PHONE,PHONE-006793,COMMUNICATION_LINK,PHONE,PHONE-006803,2023-11-27T09:05:00,,0.79,synthetic,CASE-000187,,true
REL-051592,PHONE,PHONE-001504,COMMUNICATION_LINK,PHONE,PHONE-007554,2023-08-28T07:53:00,,0.77,synthetic,CASE-000421,,true
REL-051593,PHONE,PHONE-010356,COMMUNICATION_LINK,PHONE,PHONE-010978,2023-11-12T12:38:00,,0.92,synthetic,CASE-000759,,true
REL-051594,PHONE,PHONE-008895,COMMUNICATION_LINK,PHONE,PHONE-001723,2023-08-27T13:30:00,,0.94,synthetic,CASE-000976,,true
REL-051595,PHONE,PHONE-007505,COMMUNICATION_LINK,PHONE,PHONE-007277,2023-06-29T18:05:00,,0.85,synthetic,CASE-000252,,true
REL-051596,PHONE,PHONE-006227,COMMUNICATION_LINK,PHONE,PHONE-001230,2023-08-12T14:42:00,,0.99,synthetic,CASE-000330,,true
REL-051597,PHONE,PHONE-007993,COMMUNICATION_LINK,PHONE,PHONE-008666,2023-01-19T13:06:00,,0.78,synthetic,CASE-000590,,true
REL-051598,PHONE,PHONE-005899,COMMUNICATION_LINK,PHONE,PHONE-003426,2023-05-11T06:21:00,,0.87,synthetic,CASE-000074,,true
REL-051599,PHONE,PHONE-002729,COMMUNICATION_LINK,PHONE,PHONE-002771,2022-10-25T11:23:00,,0.8,synthetic,CASE-000789,,true
REL-051600,PHONE,PHONE-008394,COMMUNICATION_LINK,PHONE,PHONE-002554,2023-09-05T07:49:00,,0.92,synthetic,CASE-000486,,true
REL-051601,PHONE,PHONE-004794,COMMUNICATION_LINK,PHONE,PHONE-000600,2023-11-12T05:57:00,,0.87,synthetic,CASE-000126,,true
REL-051602,PHONE,PHONE-004804,COMMUNICATION_LINK,PHONE,PHONE-002216,2023-10-19T12:59:00,,0.95,synthetic,CASE-000199,,true
REL-051603,PHONE,PHONE-001791,COMMUNICATION_LINK,PHONE,PHONE-004323,2023-04-19T16:55:00,,0.81,synthetic,CASE-000213,,true
REL-051604,PHONE,PHONE-008600,COMMUNICATION_LINK,PHONE,PHONE-004061,2023-11-13T02:34:00,,0.89,synthetic,CASE-000869,,true
REL-051605,PHONE,PHONE-006801,COMMUNICATION_LINK,PHONE,PHONE-004219,2023-10-07T15:03:00,,0.91,synthetic,CASE-000134,,true
REL-051606,PHONE,PHONE-005802,COMMUNICATION_LINK,PHONE,PHONE-007357,2024-02-06T04:49:00,,0.85,synthetic,CASE-000054,,true
REL-051607,PHONE,PHONE-004037,COMMUNICATION_LINK,PHONE,PHONE-001446,2023-09-30T19:53:00,,0.82,synthetic,CASE-000272,,true
REL-051608,PHONE,PHONE-010840,COMMUNICATION_LINK,PHONE,PHONE-010537,2023-09-12T00:43:00,,0.78,synthetic,CASE-000952,,true
REL-051609,PHONE,PHONE-003549,COMMUNICATION_LINK,PHONE,PHONE-005321,2024-01-14T13:39:00,,0.97,synthetic,CASE-000448,,true
REL-051610,PHONE,PHONE-007670,COMMUNICATION_LINK,PHONE,PHONE-001302,2023-04-23T10:25:00,,0.96,synthetic,CASE-000690,,true
REL-051611,PHONE,PHONE-010721,COMMUNICATION_LINK,PHONE,PHONE-010320,2023-03-31T07:35:00,,0.84,synthetic,CASE-000285,,true
REL-051612,PHONE,PHONE-004613,COMMUNICATION_LINK,PHONE,PHONE-006674,2023-02-09T02:00:00,,0.77,synthetic,CASE-000408,,true
REL-051613,PHONE,PHONE-005861,COMMUNICATION_LINK,PHONE,PHONE-006523,2022-12-19T19:58:00,,0.89,synthetic,CASE-000915,,true
REL-051614,PHONE,PHONE-001475,COMMUNICATION_LINK,PHONE,PHONE-004407,2023-10-03T08:41:00,,0.98,synthetic,CASE-000369,,true
REL-051615,PHONE,PHONE-008244,COMMUNICATION_LINK,PHONE,PHONE-006994,2023-10-05T12:10:00,,0.94,synthetic,CASE-000722,,true
REL-051616,PHONE,PHONE-002615,COMMUNICATION_LINK,PHONE,PHONE-003426,2023-08-21T03:36:00,,0.79,synthetic,CASE-000041,,true
REL-051617,PHONE,PHONE-007100,COMMUNICATION_LINK,PHONE,PHONE-000653,2023-06-08T03:35:00,,0.78,synthetic,CASE-000013,,true
REL-051618,PHONE,PHONE-010988,COMMUNICATION_LINK,PHONE,PHONE-011415,2023-07-02T00:40:00,,0.77,synthetic,CASE-000916,,true
REL-051619,PHONE,PHONE-004636,COMMUNICATION_LINK,PHONE,PHONE-002129,2023-05-30T19:24:00,,0.76,synthetic,CASE-000122,,true
REL-051620,PHONE,PHONE-007985,COMMUNICATION_LINK,PHONE,PHONE-003595,2023-07-30T06:56:00,,0.82,synthetic,CASE-000346,,true
REL-051621,PHONE,PHONE-003436,COMMUNICATION_LINK,PHONE,PHONE-006940,2023-10-19T08:42:00,,0.97,synthetic,CASE-000199,,true
REL-051622,PHONE,PHONE-007692,COMMUNICATION_LINK,PHONE,PHONE-007518,2022-12-13T14:33:00,,0.95,synthetic,CASE-000698,,true
REL-051623,PHONE,PHONE-007763,COMMUNICATION_LINK,PHONE,PHONE-000304,2023-07-04T14:23:00,,0.95,synthetic,CASE-000255,,true
REL-051624,PHONE,PHONE-009313,COMMUNICATION_LINK,PHONE,PHONE-005942,2023-11-14T06:17:00,,0.88,synthetic,CASE-000224,,true
REL-051625,PHONE,PHONE-011852,COMMUNICATION_LINK,PHONE,PHONE-009852,2023-08-09T10:19:00,,0.9,synthetic,CASE-000911,,true
REL-051626,PHONE,PHONE-003034,COMMUNICATION_LINK,PHONE,PHONE-000100,2023-04-25T11:25:00,,0.91,synthetic,CASE-000082,,true
REL-051627,PHONE,PHONE-000330,COMMUNICATION_LINK,PHONE,PHONE-001150,2024-02-07T01:08:00,,0.94,synthetic,CASE-000248,,true
REL-051628,PHONE,PHONE-006694,COMMUNICATION_LINK,PHONE,PHONE-007715,2024-01-30T12:57:00,,0.92,synthetic,CASE-000232,,true
REL-051629,PHONE,PHONE-010532,COMMUNICATION_LINK,PHONE,PHONE-011709,2024-02-15T07:59:00,,0.79,synthetic,CASE-000601,,true
REL-051630,PHONE,PHONE-001263,COMMUNICATION_LINK,PHONE,PHONE-008628,2024-01-17T09:28:00,,0.79,synthetic,CASE-000585,,true
REL-051631,PHONE,PHONE-011230,COMMUNICATION_LINK,PHONE,PHONE-011154,2023-10-24T18:41:00,,0.96,synthetic,CASE-000111,,true
REL-051632,PHONE,PHONE-007556,COMMUNICATION_LINK,PHONE,PHONE-008381,2024-02-15T22:20:00,,0.87,synthetic,CASE-000572,,true
REL-051633,PHONE,PHONE-004341,COMMUNICATION_LINK,PHONE,PHONE-002919,2023-06-23T21:14:00,,0.96,synthetic,CASE-000710,,true
REL-051634,PHONE,PHONE-008480,COMMUNICATION_LINK,PHONE,PHONE-007100,2023-12-18T14:42:00,,0.8,synthetic,CASE-000902,,true
REL-051635,PHONE,PHONE-011702,COMMUNICATION_LINK,PHONE,PHONE-011241,2023-08-27T19:09:00,,0.75,synthetic,CASE-000769,,true
REL-051636,PHONE,PHONE-008641,COMMUNICATION_LINK,PHONE,PHONE-006322,2023-03-05T23:20:00,,0.78,synthetic,CASE-000115,,true
REL-051637,PHONE,PHONE-005356,COMMUNICATION_LINK,PHONE,PHONE-008106,2023-09-15T18:18:00,,0.9,synthetic,CASE-000602,,true
REL-051638,PHONE,PHONE-002996,COMMUNICATION_LINK,PHONE,PHONE-002991,2023-04-20T04:18:00,,0.85,synthetic,CASE-000355,,true
REL-051639,PHONE,PHONE-005135,COMMUNICATION_LINK,PHONE,PHONE-008340,2023-06-12T21:08:00,,0.87,synthetic,CASE-000128,,true
REL-051640,PHONE,PHONE-005797,COMMUNICATION_LINK,PHONE,PHONE-003061,2023-10-05T10:40:00,,0.81,synthetic,CASE-000118,,true
REL-051641,PHONE,PHONE-008845,COMMUNICATION_LINK,PHONE,PHONE-002221,2024-02-13T01:02:00,,0.83,synthetic,CASE-000475,,true
REL-051642,PHONE,PHONE-007762,COMMUNICATION_LINK,PHONE,PHONE-007457,2023-06-04T03:23:00,,0.78,synthetic,CASE-000634,,true
REL-051643,PHONE,PHONE-009545,COMMUNICATION_LINK,PHONE,PHONE-010580,2023-01-09T19:30:00,,0.95,synthetic,CASE-000534,,true
REL-051644,PHONE,PHONE-008322,COMMUNICATION_LINK,PHONE,PHONE-000782,2023-03-18T23:36:00,,0.86,synthetic,CASE-000176,,true
REL-051645,PHONE,PHONE-010329,COMMUNICATION_LINK,PHONE,PHONE-011010,2023-07-17T06:27:00,,0.82,synthetic,CASE-000716,,true
REL-051646,PHONE,PHONE-009347,COMMUNICATION_LINK,PHONE,PHONE-002996,2023-05-18T08:49:00,,0.9,synthetic,CASE-000366,,true
REL-051647,PHONE,PHONE-000439,COMMUNICATION_LINK,PHONE,PHONE-000441,2022-12-21T17:47:00,,0.92,synthetic,CASE-000692,,true
REL-051648,PHONE,PHONE-003484,COMMUNICATION_LINK,PHONE,PHONE-008806,2023-09-25T20:47:00,,0.94,synthetic,CASE-000687,,true
REL-051649,PHONE,PHONE-005848,COMMUNICATION_LINK,PHONE,PHONE-006657,2023-08-10T23:45:00,,0.87,synthetic,CASE-000089,,true
REL-051650,PHONE,PHONE-008235,COMMUNICATION_LINK,PHONE,PHONE-008053,2023-04-24T18:05:00,,0.91,synthetic,CASE-000273,,true
REL-051651,PHONE,PHONE-005912,COMMUNICATION_LINK,PHONE,PHONE-008231,2023-04-20T08:04:00,,0.84,synthetic,CASE-000877,,true
REL-051652,PHONE,PHONE-006111,COMMUNICATION_LINK,PHONE,PHONE-007125,2023-10-17T15:25:00,,0.77,synthetic,CASE-000805,,true
REL-051653,PHONE,PHONE-000443,COMMUNICATION_LINK,PHONE,PHONE-007549,2023-09-16T10:43:00,,0.8,synthetic,CASE-000941,,true
REL-051654,PHONE,PHONE-003219,COMMUNICATION_LINK,PHONE,PHONE-005712,2023-04-19T02:07:00,,0.93,synthetic,CASE-000859,,true
REL-051655,PHONE,PHONE-004834,COMMUNICATION_LINK,PHONE,PHONE-002264,2023-07-08T23:21:00,,0.97,synthetic,CASE-000074,,true
REL-051656,PHONE,PHONE-004203,COMMUNICATION_LINK,PHONE,PHONE-008381,2023-08-11T08:46:00,,0.95,synthetic,CASE-000883,,true
REL-051657,PHONE,PHONE-011740,COMMUNICATION_LINK,PHONE,PHONE-010644,2023-10-29T05:00:00,,0.79,synthetic,CASE-000858,,true
REL-051658,PHONE,PHONE-003339,COMMUNICATION_LINK,PHONE,PHONE-008890,2023-02-21T10:38:00,,0.94,synthetic,CASE-000501,,true
REL-051659,PHONE,PHONE-010587,COMMUNICATION_LINK,PHONE,PHONE-011146,2023-03-19T22:51:00,,0.79,synthetic,CASE-000173,,true
REL-051660,PHONE,PHONE-010894,COMMUNICATION_LINK,PHONE,PHONE-009994,2024-01-05T09:27:00,,0.94,synthetic,CASE-000476,,true
REL-051661,PHONE,PHONE-011184,COMMUNICATION_LINK,PHONE,PHONE-011572,2023-02-06T21:05:00,,0.86,synthetic,CASE-000414,,true
REL-051662,PHONE,PHONE-001928,COMMUNICATION_LINK,PHONE,PHONE-001930,2023-08-27T15:12:00,,0.93,synthetic,CASE-000422,,true
REL-051663,PHONE,PHONE-001562,COMMUNICATION_LINK,PHONE,PHONE-009673,2022-12-27T06:09:00,,0.77,synthetic,CASE-000012,,true
REL-051664,PHONE,PHONE-007281,COMMUNICATION_LINK,PHONE,PHONE-007000,2023-01-14T05:05:00,,0.98,synthetic,CASE-000433,,true
REL-051665,PHONE,PHONE-011621,COMMUNICATION_LINK,PHONE,PHONE-011830,2023-09-23T23:36:00,,0.95,synthetic,CASE-000199,,true
REL-051666,PHONE,PHONE-001752,COMMUNICATION_LINK,PHONE,PHONE-002030,2023-09-24T19:54:00,,0.91,synthetic,CASE-000230,,true
REL-051667,PHONE,PHONE-007748,COMMUNICATION_LINK,PHONE,PHONE-003139,2023-04-24T07:54:00,,0.87,synthetic,CASE-000907,,true
REL-051668,PHONE,PHONE-005743,COMMUNICATION_LINK,PHONE,PHONE-004696,2023-05-17T05:27:00,,0.97,synthetic,CASE-000318,,true
REL-051669,PHONE,PHONE-010156,COMMUNICATION_LINK,PHONE,PHONE-010711,2023-03-18T03:02:00,,0.92,synthetic,CASE-000731,,true
REL-051670,PHONE,PHONE-003990,COMMUNICATION_LINK,PHONE,PHONE-000358,2023-06-25T16:16:00,,0.87,synthetic,CASE-000266,,true
REL-051671,PHONE,PHONE-010455,COMMUNICATION_LINK,PHONE,PHONE-011549,2023-03-16T02:15:00,,0.98,synthetic,CASE-000024,,true
REL-051672,PHONE,PHONE-000027,COMMUNICATION_LINK,PHONE,PHONE-007457,2023-08-25T03:59:00,,0.8,synthetic,CASE-000468,,true
REL-051673,PHONE,PHONE-003976,COMMUNICATION_LINK,PHONE,PHONE-000449,2023-07-03T16:17:00,,0.79,synthetic,CASE-000219,,true
REL-051674,PHONE,PHONE-004806,COMMUNICATION_LINK,PHONE,PHONE-004815,2022-12-19T03:07:00,,0.94,synthetic,CASE-000259,,true
REL-051675,PHONE,PHONE-001326,COMMUNICATION_LINK,PHONE,PHONE-008778,2023-02-17T10:56:00,,0.92,synthetic,CASE-000073,,true
REL-051676,PHONE,PHONE-009563,COMMUNICATION_LINK,PHONE,PHONE-001406,2024-02-29T05:57:00,,0.82,synthetic,CASE-000933,,true
REL-051677,PHONE,PHONE-004986,COMMUNICATION_LINK,PHONE,PHONE-000929,2023-03-09T11:39:00,,0.75,synthetic,CASE-000865,,true
REL-051678,PHONE,PHONE-004019,COMMUNICATION_LINK,PHONE,PHONE-001533,2023-09-07T12:26:00,,0.84,synthetic,CASE-000187,,true
REL-051679,PHONE,PHONE-000344,COMMUNICATION_LINK,PHONE,PHONE-006683,2023-01-29T15:43:00,,0.9,synthetic,CASE-000757,,true
REL-051680,PHONE,PHONE-001890,COMMUNICATION_LINK,PHONE,PHONE-001791,2023-05-16T18:41:00,,0.93,synthetic,CASE-000813,,true
REL-051681,PHONE,PHONE-001602,COMMUNICATION_LINK,PHONE,PHONE-008602,2022-10-30T02:05:00,,0.91,synthetic,CASE-000023,,true
REL-051682,PHONE,PHONE-008395,COMMUNICATION_LINK,PHONE,PHONE-004510,2024-01-11T01:55:00,,0.77,synthetic,CASE-000187,,true
REL-051683,PHONE,PHONE-009414,COMMUNICATION_LINK,PHONE,PHONE-005461,2023-01-29T05:43:00,,0.85,synthetic,CASE-000634,,true
REL-051684,PHONE,PHONE-003733,COMMUNICATION_LINK,PHONE,PHONE-003529,2023-06-22T08:51:00,,0.97,synthetic,CASE-000802,,true
REL-051685,PHONE,PHONE-004411,COMMUNICATION_LINK,PHONE,PHONE-011851,2023-04-29T17:39:00,,0.92,synthetic,CASE-000176,,true
REL-051686,PHONE,PHONE-001905,COMMUNICATION_LINK,PHONE,PHONE-002767,2023-02-08T02:54:00,,0.97,synthetic,CASE-000659,,true
REL-051687,PHONE,PHONE-011634,COMMUNICATION_LINK,PHONE,PHONE-010939,2023-05-03T15:24:00,,0.99,synthetic,CASE-000333,,true
REL-051688,PHONE,PHONE-011050,COMMUNICATION_LINK,PHONE,PHONE-010770,2023-03-01T16:51:00,,0.97,synthetic,CASE-000133,,true
REL-051689,PHONE,PHONE-005527,COMMUNICATION_LINK,PHONE,PHONE-003644,2024-03-13T02:26:00,,0.86,synthetic,CASE-000294,,true
REL-051690,PHONE,PHONE-009697,COMMUNICATION_LINK,PHONE,PHONE-010315,2023-10-31T21:19:00,,0.95,synthetic,CASE-000705,,true
REL-051691,PHONE,PHONE-011368,COMMUNICATION_LINK,PHONE,PHONE-001325,2023-01-18T10:43:00,,0.87,synthetic,CASE-000698,,true
REL-051692,PHONE,PHONE-007516,COMMUNICATION_LINK,PHONE,PHONE-005597,2023-05-03T11:33:00,,0.8,synthetic,CASE-000483,,true
REL-051693,PHONE,PHONE-009134,COMMUNICATION_LINK,PHONE,PHONE-000611,2023-08-21T21:38:00,,0.93,synthetic,CASE-000892,,true
REL-051694,PHONE,PHONE-009799,COMMUNICATION_LINK,PHONE,PHONE-002302,2023-05-15T16:14:00,,0.87,synthetic,CASE-000036,,true
REL-051695,PHONE,PHONE-008753,COMMUNICATION_LINK,PHONE,PHONE-008311,2023-08-23T01:44:00,,0.98,synthetic,CASE-000837,,true
REL-051696,PHONE,PHONE-011885,COMMUNICATION_LINK,PHONE,PHONE-002725,2023-12-22T12:11:00,,0.76,synthetic,CASE-000863,,true
REL-051697,PHONE,PHONE-005742,COMMUNICATION_LINK,PHONE,PHONE-004886,2023-07-16T13:19:00,,0.95,synthetic,CASE-000881,,true
REL-051698,PHONE,PHONE-006574,COMMUNICATION_LINK,PHONE,PHONE-006910,2023-09-08T23:13:00,,0.82,synthetic,CASE-000164,,true
REL-051699,PHONE,PHONE-009113,COMMUNICATION_LINK,PHONE,PHONE-007409,2023-07-07T23:32:00,,0.86,synthetic,CASE-000082,,true
REL-051700,PHONE,PHONE-000943,COMMUNICATION_LINK,PHONE,PHONE-007189,2023-04-30T03:54:00,,0.98,synthetic,CASE-000668,,true
REL-051701,PHONE,PHONE-007262,COMMUNICATION_LINK,PHONE,PHONE-006971,2022-10-11T06:07:00,,0.9,synthetic,CASE-000635,,true
REL-051702,PHONE,PHONE-011003,COMMUNICATION_LINK,PHONE,PHONE-010955,2023-06-01T09:57:00,,0.81,synthetic,CASE-000463,,true
REL-051703,PHONE,PHONE-007580,COMMUNICATION_LINK,PHONE,PHONE-005131,2023-05-11T19:42:00,,0.85,synthetic,CASE-000049,,true
REL-051704,PHONE,PHONE-005811,COMMUNICATION_LINK,PHONE,PHONE-007079,2023-04-01T10:29:00,,0.95,synthetic,CASE-000483,,true
REL-051705,PHONE,PHONE-006173,COMMUNICATION_LINK,PHONE,PHONE-003823,2023-09-22T01:33:00,,0.81,synthetic,CASE-000298,,true
REL-051706,PHONE,PHONE-000361,COMMUNICATION_LINK,PHONE,PHONE-003987,2023-09-13T14:19:00,,0.94,synthetic,CASE-000401,,true
REL-051707,PHONE,PHONE-006398,COMMUNICATION_LINK,PHONE,PHONE-007800,2023-12-28T16:42:00,,0.92,synthetic,CASE-000297,,true
REL-051708,PHONE,PHONE-009152,COMMUNICATION_LINK,PHONE,PHONE-011943,2023-10-05T16:03:00,,0.91,synthetic,CASE-000664,,true
REL-051709,PHONE,PHONE-007953,COMMUNICATION_LINK,PHONE,PHONE-009119,2023-11-24T00:16:00,,0.86,synthetic,CASE-000912,,true
REL-051710,PHONE,PHONE-004161,COMMUNICATION_LINK,PHONE,PHONE-009386,2022-10-21T07:49:00,,0.75,synthetic,CASE-000017,,true
REL-051711,PHONE,PHONE-011828,COMMUNICATION_LINK,PHONE,PHONE-010620,2022-12-16T06:56:00,,0.93,synthetic,CASE-000625,,true
REL-051712,PHONE,PHONE-011162,COMMUNICATION_LINK,PHONE,PHONE-009585,2023-04-06T13:15:00,,0.91,synthetic,CASE-000364,,true
REL-051713,PHONE,PHONE-003480,COMMUNICATION_LINK,PHONE,PHONE-003987,2023-04-28T15:28:00,,0.79,synthetic,CASE-000516,,true
REL-051714,PHONE,PHONE-010886,COMMUNICATION_LINK,PHONE,PHONE-009828,2023-05-02T21:18:00,,0.82,synthetic,CASE-000650,,true
REL-051715,PHONE,PHONE-000414,COMMUNICATION_LINK,PHONE,PHONE-003615,2023-11-13T21:31:00,,0.82,synthetic,CASE-000109,,true
REL-051716,PHONE,PHONE-003140,COMMUNICATION_LINK,PHONE,PHONE-008356,2023-10-28T21:29:00,,0.86,synthetic,CASE-000889,,true
REL-051717,PHONE,PHONE-004220,COMMUNICATION_LINK,PHONE,PHONE-009480,2023-01-11T22:11:00,,0.88,synthetic,CASE-000049,,true
REL-051718,PHONE,PHONE-004694,COMMUNICATION_LINK,PHONE,PHONE-005468,2023-01-24T15:26:00,,0.83,synthetic,CASE-000263,,true
REL-051719,PHONE,PHONE-006884,COMMUNICATION_LINK,PHONE,PHONE-011411,2023-10-18T16:10:00,,0.77,synthetic,CASE-000893,,true
REL-051720,PHONE,PHONE-005881,COMMUNICATION_LINK,PHONE,PHONE-001465,2023-07-12T00:48:00,,0.81,synthetic,CASE-000285,,true
REL-051721,PHONE,PHONE-007682,COMMUNICATION_LINK,PHONE,PHONE-006751,2024-01-11T23:59:00,,0.99,synthetic,CASE-000594,,true
REL-051722,PHONE,PHONE-004088,COMMUNICATION_LINK,PHONE,PHONE-002718,2023-06-10T22:46:00,,0.96,synthetic,CASE-000225,,true
REL-051723,PHONE,PHONE-001630,COMMUNICATION_LINK,PHONE,PHONE-001599,2023-11-15T12:40:00,,0.83,synthetic,CASE-000407,,true
REL-051724,PHONE,PHONE-009225,COMMUNICATION_LINK,PHONE,PHONE-003190,2023-04-10T14:50:00,,0.94,synthetic,CASE-000597,,true
REL-051725,PHONE,PHONE-007797,COMMUNICATION_LINK,PHONE,PHONE-000707,2024-03-11T22:10:00,,0.84,synthetic,CASE-000454,,true
REL-051726,PHONE,PHONE-001806,COMMUNICATION_LINK,PHONE,PHONE-002601,2023-07-05T04:03:00,,0.94,synthetic,CASE-000652,,true
REL-051727,PHONE,PHONE-005435,COMMUNICATION_LINK,PHONE,PHONE-006310,2023-09-05T23:58:00,,0.76,synthetic,CASE-000279,,true
REL-051728,PHONE,PHONE-004316,COMMUNICATION_LINK,PHONE,PHONE-008040,2023-04-24T02:24:00,,0.78,synthetic,CASE-000840,,true
REL-051729,PHONE,PHONE-001063,COMMUNICATION_LINK,PHONE,PHONE-007548,2023-04-14T01:26:00,,0.92,synthetic,CASE-000975,,true
REL-051730,PHONE,PHONE-005700,COMMUNICATION_LINK,PHONE,PHONE-008122,2023-03-06T01:10:00,,0.82,synthetic,CASE-000364,,true
REL-051731,PHONE,PHONE-009513,COMMUNICATION_LINK,PHONE,PHONE-006814,2023-11-26T12:57:00,,0.75,synthetic,CASE-000463,,true
REL-051732,PHONE,PHONE-011049,COMMUNICATION_LINK,PHONE,PHONE-010540,2023-05-20T00:20:00,,0.83,synthetic,CASE-000562,,true
REL-051733,PHONE,PHONE-000187,COMMUNICATION_LINK,PHONE,PHONE-006509,2023-04-25T20:40:00,,0.97,synthetic,CASE-000598,,true
REL-051734,PHONE,PHONE-010355,COMMUNICATION_LINK,PHONE,PHONE-009676,2023-03-16T00:47:00,,0.89,synthetic,CASE-000379,,true
REL-051735,PHONE,PHONE-006593,COMMUNICATION_LINK,PHONE,PHONE-005705,2023-05-23T04:24:00,,0.83,synthetic,CASE-000343,,true
REL-051736,PHONE,PHONE-011411,COMMUNICATION_LINK,PHONE,PHONE-009019,2023-05-08T01:12:00,,0.97,synthetic,CASE-000565,,true
REL-051737,PHONE,PHONE-008560,COMMUNICATION_LINK,PHONE,PHONE-000644,2023-09-18T01:46:00,,0.8,synthetic,CASE-000705,,true
REL-051738,PHONE,PHONE-001089,COMMUNICATION_LINK,PHONE,PHONE-003954,2023-03-03T22:07:00,,0.91,synthetic,CASE-000529,,true
REL-051739,PHONE,PHONE-007875,COMMUNICATION_LINK,PHONE,PHONE-004643,2023-03-11T08:09:00,,0.84,synthetic,CASE-000171,,true
REL-051740,PHONE,PHONE-011369,COMMUNICATION_LINK,PHONE,PHONE-010937,2023-01-26T02:38:00,,0.87,synthetic,CASE-000113,,true
REL-051741,PHONE,PHONE-001911,COMMUNICATION_LINK,PHONE,PHONE-004212,2023-10-31T22:29:00,,0.96,synthetic,CASE-000187,,true
REL-051742,PHONE,PHONE-003527,COMMUNICATION_LINK,PHONE,PHONE-006978,2023-08-23T12:32:00,,0.98,synthetic,CASE-000544,,true
REL-051743,PHONE,PHONE-001475,COMMUNICATION_LINK,PHONE,PHONE-004407,2023-07-01T09:54:00,,0.86,synthetic,CASE-000943,,true
REL-051744,PHONE,PHONE-002392,COMMUNICATION_LINK,PHONE,PHONE-001557,2023-11-06T07:37:00,,0.98,synthetic,CASE-000423,,true
REL-051745,PHONE,PHONE-003544,COMMUNICATION_LINK,PHONE,PHONE-006198,2023-05-30T06:09:00,,0.76,synthetic,CASE-000047,,true
REL-051746,PHONE,PHONE-005585,COMMUNICATION_LINK,PHONE,PHONE-007970,2023-04-18T06:30:00,,0.92,synthetic,CASE-000641,,true
REL-051747,PHONE,PHONE-001893,COMMUNICATION_LINK,PHONE,PHONE-006542,2023-08-18T13:51:00,,0.79,synthetic,CASE-000122,,true
REL-051748,PHONE,PHONE-009839,COMMUNICATION_LINK,PHONE,PHONE-009651,2023-10-10T21:09:00,,0.97,synthetic,CASE-000878,,true
REL-051749,PHONE,PHONE-005667,COMMUNICATION_LINK,PHONE,PHONE-007756,2023-07-20T11:02:00,,0.93,synthetic,CASE-000838,,true
REL-051750,PHONE,PHONE-007667,COMMUNICATION_LINK,PHONE,PHONE-007465,2023-04-18T16:23:00,,0.86,synthetic,CASE-000706,,true
REL-051751,PHONE,PHONE-007019,COMMUNICATION_LINK,PHONE,PHONE-001587,2023-09-17T08:23:00,,0.8,synthetic,CASE-000768,,true
REL-051752,PHONE,PHONE-011875,COMMUNICATION_LINK,PHONE,PHONE-011495,2023-01-07T09:33:00,,0.89,synthetic,CASE-000251,,true
REL-051753,PHONE,PHONE-008249,COMMUNICATION_LINK,PHONE,PHONE-008245,2023-05-13T16:22:00,,0.77,synthetic,CASE-000066,,true
REL-051754,PHONE,PHONE-003974,COMMUNICATION_LINK,PHONE,PHONE-002520,2023-09-22T08:54:00,,0.89,synthetic,CASE-000885,,true
REL-051755,PHONE,PHONE-008222,COMMUNICATION_LINK,PHONE,PHONE-009449,2024-01-28T19:18:00,,0.79,synthetic,CASE-000362,,true
REL-051756,PHONE,PHONE-000492,COMMUNICATION_LINK,PHONE,PHONE-003491,2023-09-27T06:05:00,,0.83,synthetic,CASE-000930,,true
