vehicle_id,vehicle_type,registration_alias,owner_person_id,color,make,model,status,synthetic_flag
VEH-002642,Motorcycle,SYN-MA-02642,PERSON-001071,Silver,Mahindra,Scorpio,Active,true
VEH-002643,SUV,SYN-MA-02643,PERSON-000613,Black,Tata,Altroz,Transferred,true
VEH-002644,SUV,SYN-KA-02644,PERSON-002068,Red,Hyundai,i20,Active,true
VEH-002645,Car,SYN-TE-02645,PERSON-002004,Red,Toyota,Urban Cruiser,Active,true
VEH-002646,SUV,SYN-UT-02646,PERSON-001578,Grey,Toyota,Innova,Active,true
VEH-002647,Van,SYN-WE-02647,PERSON-002821,Blue,Tata,Altroz,Active,true
VEH-002648,Truck,SYN-DE-02648,PERSON-000267,Grey,Tata,Nexon,Active,true
VEH-002649,Truck,SYN-UT-02649,PERSON-002900,White,Maruti,Baleno,Transferred,true
VEH-002650,Motorcycle,SYN-MA-02650,PERSON-000440,Blue,Tata,Nexon,Active,true
VEH-002651,Car,SYN-GU-02651,PERSON-002954,White,Toyota,Urban Cruiser,Active,true
VEH-002652,Van,SYN-TE-02652,PERSON-002428,Blue,Hyundai,Creta,Transferred,true
VEH-002653,SUV,SYN-KE-02653,PERSON-001769,Grey,Maruti,Baleno,Active,true
VEH-002654,Truck,SYN-KA-02654,PERSON-001478,Black,Tata,Altroz,Transferred,true
VEH-002655,Motorcycle,SYN-TE-02655,PERSON-002256,Grey,Hyundai,i20,Transferred,true
VEH-002656,Truck,SYN-GU-02656,PERSON-002788,Red,Toyota,Innova,Active,true
VEH-002657,Van,SYN-WE-02657,PERSON-000734,Red,Tata,Punch,Active,true
VEH-002658,Motorcycle,SYN-WE-02658,PERSON-000001,Blue,Hyundai,Venue,Active,true
VEH-002659,Truck,SYN-WE-02659,PERSON-000712,Grey,Mahindra,XUV,Active,true
VEH-002660,Car,SYN-KE-02660,PERSON-002684,Silver,Toyota,Urban Cruiser,Active,true
VEH-002661,Car,SYN-KE-02661,PERSON-001782,Red,Toyota,Urban Cruiser,Active,true
VEH-002662,Motorcycle,SYN-RA-02662,PERSON-002920,Grey,Hyundai,Venue,Transferred,true
VEH-002663,Van,SYN-TE-02663,PERSON-001455,Black,Maruti,Ertiga,Active,true
VEH-002664,Car,SYN-WE-02664,PERSON-000712,Black,Mahindra,Bolero,Active,true
VEH-002665,Car,SYN-MA-02665,PERSON-001547,Grey,Hyundai,i20,Active,true
VEH-002666,Van,SYN-KE-02666,PERSON-001212,White,Hyundai,Venue,Transferred,true
VEH-002667,Truck,SYN-WE-02667,PERSON-000047,Grey,Tata,Punch,Active,true
VEH-002668,Car,SYN-WE-02668,PERSON-000279,Grey,Hyundai,Venue,Active,true
VEH-002669,Auto,SYN-MA-02669,PERSON-002223,White,Toyota,Urban Cruiser,Active,true
VEH-002670,Van,SYN-WE-02670,PERSON-002964,Black,Tata,Altroz,Active,true
VEH-002671,Auto,SYN-DE-02671,PERSON-000470,Red,Hyundai,i20,Active,true
VEH-002672,Auto,SYN-TE-02672,PERSON-001830,Blue,Maruti,Ertiga,Transferred,true
VEH-002673,Auto,SYN-GU-02673,PERSON-001043,Black,Maruti,Ertiga,Transferred,true
VEH-002674,Van,SYN-UT-02674,PERSON-001056,Grey,Mahindra,XUV,Transferred,true
VEH-002675,SUV,SYN-MA-02675,PERSON-001589,Silver,Hyundai,Creta,Transferred,true
VEH-002676,Car,SYN-GU-02676,PERSON-002039,Blue,Mahindra,XUV,Transferred,true
VEH-002677,Car,SYN-DE-02677,PERSON-000769,Blue,Toyota,Innova,Active,true
VEH-002678,SUV,SYN-TE-02678,PERSON-000979,Black,Tata,Nexon,Transferred,true
VEH-002679,Van,SYN-UT-02679,PERSON-000647,Silver,Tata,Altroz,Active,true
VEH-002680,Car,SYN-TE-02680,PERSON-000390,Silver,Maruti,Swift,Active,true
VEH-002681,Truck,SYN-DE-02681,PERSON-002457,Red,Toyota,Innova,Active,true
VEH-002682,SUV,SYN-MA-02682,PERSON-000920,Red,Hyundai,i20,Transferred,true
VEH-002683,Truck,SYN-TE-02683,PERSON-000390,Grey,Hyundai,i20,Transferred,true
VEH-002684,SUV,SYN-TE-02684,PERSON-001326,Red,Toyota,Innova,Active,true
VEH-002685,Motorcycle,SYN-UT-02685,PERSON-001337,Silver,Mahindra,Bolero,Transferred,true
VEH-002686,Car,SYN-KE-02686,PERSON-002020,Black,Tata,Nexon,Active,true
VEH-002687,SUV,SYN-RA-02687,PERSON-002517,Black,Hyundai,i20,Active,true
VEH-002688,Motorcycle,SYN-WE-02688,PERSON-001965,Black,Tata,Punch,Transferred,true
VEH-002689,Car,SYN-TE-02689,PERSON-000621,Black,Mahindra,Bolero,Active,true
VEH-002690,Car,SYN-WE-02690,PERSON-002393,Black,Maruti,Swift,Active,true
VEH-002691,Van,SYN-MA-02691,PERSON-001110,Black,Toyota,Urban Cruiser,Active,true
VEH-002692,SUV,SYN-GU-02692,PERSON-001861,Black,Hyundai,Venue,Active,true
VEH-002693,SUV,SYN-GU-02693,PERSON-000863,White,Toyota,Urban Cruiser,Active,true
VEH-002694,SUV,SYN-KE-02694,PERSON-002757,Red,Tata,Altroz,Active,true
VEH-002695,Car,SYN-DE-02695,PERSON-000904,White,Mahindra,Scorpio,Transferred,true
VEH-002696,Van,SYN-KA-02696,PERSON-002998,Grey,Toyota,Urban Cruiser,Active,true
VEH-002697,Auto,SYN-TA-02697,PERSON-002558,Grey,Tata,Nexon,Transferred,true
VEH-002698,Van,SYN-GU-02698,PERSON-001131,Silver,Hyundai,Venue,Transferred,true
VEH-002699,Van,SYN-KE-02699,PERSON-000580,White,Maruti,Ertiga,Active,true
VEH-002700,Motorcycle,SYN-DE-02700,PERSON-001182,Black,Hyundai,i20,Active,true
VEH-002701,Motorcycle,SYN-UT-02701,PERSON-002499,Red,Tata,Nexon,Active,true
VEH-002702,Motorcycle,SYN-MA-02702,PERSON-001210,Grey,Maruti,Swift,Active,true
VEH-002703,Van,SYN-RA-02703,PERSON-000351,Grey,Toyota,Urban Cruiser,Transferred,true
VEH-002704,Truck,SYN-TA-02704,PERSON-001041,Grey,Tata,Altroz,Transferred,true
VEH-002705,Auto,SYN-KE-02705,PERSON-001670,Silver,Hyundai,Creta,Transferred,true
VEH-002706,Van,SYN-KA-02706,PERSON-001259,Red,Maruti,Ertiga,Active,true
VEH-002707,Auto,SYN-KA-02707,PERSON-000092,Silver,Maruti,Swift,Active,true
VEH-002708,Car,SYN-GU-02708,PERSON-000863,Blue,Tata,Altroz,Active,true
VEH-002709,Motorcycle,SYN-GU-02709,PERSON-000063,Grey,Toyota,Urban Cruiser,Active,true
VEH-002710,Van,SYN-KE-02710,PERSON-002757,Red,Tata,Punch,Active,true
VEH-002711,Truck,SYN-TE-02711,PERSON-002737,Silver,Mahindra,Bolero,Transferred,true
VEH-002712,Truck,SYN-KA-02712,PERSON-000092,Blue,Maruti,Ertiga,Active,true
VEH-002713,SUV,SYN-TA-02713,PERSON-000414,Black,Tata,Punch,Transferred,true
VEH-002714,Car,SYN-TE-02714,PERSON-002094,Grey,Toyota,Innova,Active,true
VEH-002715,Car,SYN-DE-02715,PERSON-000103,Red,Hyundai,Venue,Active,true
VEH-002716,SUV,SYN-TE-02716,PERSON-001869,Silver,Mahindra,Bolero,Active,true
VEH-002717,Car,SYN-DE-02717,PERSON-001262,Blue,Toyota,Urban Cruiser,Transferred,true
VEH-002718,Van,SYN-WE-02718,PERSON-001610,White,Toyota,Innova,Active,true
VEH-002719,Truck,SYN-DE-02719,PERSON-000267,White,Tata,Nexon,Active,true
VEH-002720,Motorcycle,SYN-MA-02720,PERSON-000440,White,Hyundai,Creta,Active,true
VEH-002721,Auto,SYN-GU-02721,PERSON-000943,Grey,Maruti,Ertiga,Active,true
VEH-002722,Motorcycle,SYN-TE-02722,PERSON-001780,Silver,Maruti,Ertiga,Active,true
VEH-002723,Motorcycle,SYN-TA-02723,PERSON-002397,White,Hyundai,Creta,Active,true
VEH-002724,Auto,SYN-TE-02724,PERSON-000374,White,Mahindra,Scorpio,Transferred,true
VEH-002725,Van,SYN-TE-02725,PERSON-001691,White,Toyota,Urban Cruiser,Active,true
VEH-002726,Car,SYN-UT-02726,PERSON-001847,Blue,Maruti,Baleno,Transferred,true
VEH-002727,Van,SYN-DE-02727,PERSON-000146,Blue,Maruti,Baleno,Active,true
VEH-002728,Van,SYN-RA-02728,PERSON-001768,Blue,Maruti,Swift,Active,true
VEH-002729,Truck,SYN-KE-02729,PERSON-002205,Grey,Mahindra,Bolero,Active,true
VEH-002730,Car,SYN-KA-02730,PERSON-000540,Red,Toyota,Urban Cruiser,Active,true
VEH-002731,Truck,SYN-UT-02731,PERSON-002900,Red,Hyundai,Creta,Active,true
VEH-002732,Auto,SYN-DE-02732,PERSON-001258,Red,Mahindra,XUV,Transferred,true
VEH-002733,Motorcycle,SYN-MA-02733,PERSON-002060,Grey,Toyota,Innova,Active,true
VEH-002734,Auto,SYN-MA-02734,PERSON-000440,Silver,Mahindra,Scorpio,Transferred,true
VEH-002735,Van,SYN-TE-02735,PERSON-000449,Blue,Maruti,Ertiga,Transferred,true
VEH-002736,Van,SYN-MA-02736,PERSON-002930,White,Hyundai,i20,Active,true
VEH-002737,Truck,SYN-RA-02737,PERSON-002034,Silver,Mahindra,Bolero,Active,true
VEH-002738,Car,SYN-UT-02738,PERSON-001899,White,Maruti,Ertiga,Active,true
VEH-002739,Car,SYN-MA-02739,PERSON-002454,Blue,Mahindra,Scorpio,Active,true
VEH-002740,Truck,SYN-UT-02740,PERSON-002900,Blue,Maruti,Baleno,Transferred,true
VEH-002741,Auto,SYN-RA-02741,PERSON-001807,Grey,Tata,Punch,Transferred,true
VEH-002742,Motorcycle,SYN-KA-02742,PERSON-001478,Blue,Maruti,Swift,Transferred,true
VEH-002743,Van,SYN-TE-02743,PERSON-001615,White,Mahindra,Bolero,Active,true
VEH-002744,Van,SYN-UT-02744,PERSON-002082,Silver,Maruti,Ertiga,Active,true
VEH-002745,SUV,SYN-KE-02745,PERSON-000302,Blue,Toyota,Innova,Transferred,true
VEH-002746,SUV,SYN-TE-02746,PERSON-002122,White,Toyota,Innova,Active,true
VEH-002747,Auto,SYN-TA-02747,PERSON-000489,Blue,Tata,Nexon,Transferred,true
VEH-002748,Car,SYN-TA-02748,PERSON-002675,Grey,Mahindra,Scorpio,Active,true
VEH-002749,Auto,SYN-RA-02749,PERSON-001363,Blue,Maruti,Swift,Active,true
VEH-002750,Auto,SYN-KE-02750,PERSON-000886,Grey,Mahindra,Scorpio,Active,true
VEH-002751,SUV,SYN-KA-02751,PERSON-002896,Red,Mahindra,XUV,Active,true
VEH-002752,Car,SYN-UT-02752,PERSON-002847,Silver,Hyundai,i20,Transferred,true
VEH-002753,Motorcycle,SYN-UT-02753,PERSON-002900,Black,Hyundai,i20,Transferred,true
VEH-002754,Auto,SYN-DE-02754,PERSON-000180,White,Hyundai,Venue,Active,true
VEH-002755,Auto,SYN-WE-02755,PERSON-001610,Black,Toyota,Innova,Active,true
VEH-002756,Car,SYN-TE-02756,PERSON-002618,Black,Toyota,Urban Cruiser,Active,true
VEH-002757,Van,SYN-MA-02757,PERSON-000440,Black,Mahindra,XUV,Active,true
VEH-002758,Car,SYN-MA-02758,PERSON-001774,Black,Tata,Punch,Transferred,true
VEH-002759,Van,SYN-TE-02759,PERSON-002737,Red,Maruti,Ertiga,Transferred,true
VEH-002760,SUV,SYN-MA-02760,PERSON-002417,Blue,Maruti,Swift,Active,true
VEH-002761,Car,SYN-KA-02761,PERSON-000111,Silver,Toyota,Innova,Active,true
VEH-002762,Auto,SYN-GU-02762,PERSON-000804,Silver,Mahindra,Scorpio,Active,true
VEH-002763,Car,SYN-GU-02763,PERSON-000783,Grey,Tata,Punch,Transferred,true
VEH-002764,Truck,SYN-RA-02764,PERSON-002343,Grey,Maruti,Ertiga,Active,true
VEH-002765,Truck,SYN-GU-02765,PERSON-000628,White,Hyundai,Venue,Transferred,true
VEH-002766,Motorcycle,SYN-RA-02766,PERSON-002703,Red,Maruti,Swift,Active,true
VEH-002767,Auto,SYN-KA-02767,PERSON-000233,White,Tata,Nexon,Transferred,true
VEH-002768,SUV,SYN-KE-02768,PERSON-000492,Blue,Tata,Punch,Active,true
VEH-002769,SUV,SYN-TE-02769,PERSON-002122,Black,Mahindra,XUV,Active,true
VEH-002770,Truck,SYN-TE-02770,PERSON-001457,Red,Mahindra,XUV,Active,true
VEH-002771,Auto,SYN-MA-02771,PERSON-001994,Red,Mahindra,Scorpio,Active,true
VEH-002772,Motorcycle,SYN-GU-02772,PERSON-001112,Black,Toyota,Urban Cruiser,Active,true
VEH-002773,Motorcycle,SYN-TE-02773,PERSON-001331,Red,Hyundai,Creta,Transferred,true
VEH-002774,Auto,SYN-UT-02774,PERSON-002728,Grey,Toyota,Urban Cruiser,Transferred,true
VEH-002775,Van,SYN-TA-02775,PERSON-002675,Grey,Maruti,Baleno,Active,true
VEH-002776,Auto,SYN-WE-02776,PERSON-002835,Grey,Mahindra,Bolero,Active,true
VEH-002777,Car,SYN-RA-02777,PERSON-001315,Red,Maruti,Swift,Active,true
VEH-002778,Auto,SYN-MA-02778,PERSON-000106,Red,Maruti,Ertiga,Transferred,true
VEH-002779,Truck,SYN-WE-02779,PERSON-000584,Grey,Toyota,Urban Cruiser,Active,true
VEH-002780,Car,SYN-MA-02780,PERSON-002715,Grey,Maruti,Ertiga,Active,true
VEH-002781,Truck,SYN-KE-02781,PERSON-002020,Black,Maruti,Ertiga,Active,true
VEH-002782,Auto,SYN-DE-02782,PERSON-000538,Blue,Mahindra,Scorpio,Active,true
VEH-002783,Car,SYN-KA-02783,PERSON-001544,Black,Mahindra,XUV,Active,true
VEH-002784,Auto,SYN-MA-02784,PERSON-000921,Red,Hyundai,Venue,Active,true
VEH-002785,SUV,SYN-TE-02785,PERSON-000083,White,Mahindra,Bolero,Active,true
VEH-002786,Van,SYN-WE-02786,PERSON-000703,Grey,Toyota,Urban Cruiser,Active,true
VEH-002787,SUV,SYN-WE-02787,PERSON-001205,White,Toyota,Urban Cruiser,Active,true
VEH-002788,Auto,SYN-TE-02788,PERSON-000245,Black,Maruti,Ertiga,Active,true
VEH-002789,SUV,SYN-TE-02789,PERSON-001780,Red,Toyota,Innova,Active,true
VEH-002790,SUV,SYN-GU-02790,PERSON-000943,Red,Mahindra,Bolero,Active,true
VEH-002791,Motorcycle,SYN-WE-02791,PERSON-001747,White,Hyundai,Creta,Active,true
VEH-002792,Auto,SYN-TE-02792,PERSON-001691,Red,Mahindra,Scorpio,Active,true
VEH-002793,Van,SYN-KE-02793,PERSON-002377,Silver,Hyundai,Venue,Active,true
VEH-002794,Van,SYN-TA-02794,PERSON-002764,Red,Tata,Altroz,Active,true
VEH-002795,Car,SYN-KA-02795,PERSON-001478,Silver,Tata,Punch,Active,true
VEH-002796,Truck,SYN-KA-02796,PERSON-001686,Silver,Maruti,Swift,Active,true
VEH-002797,Motorcycle,SYN-GU-02797,PERSON-001860,Red,Toyota,Innova,Transferred,true
VEH-002798,SUV,SYN-RA-02798,PERSON-000351,White,Hyundai,Creta,Transferred,true
VEH-002799,Van,SYN-TA-02799,PERSON-001992,White,Tata,Altroz,Active,true
VEH-002800,Auto,SYN-TA-02800,PERSON-001041,Grey,Tata,Punch,Active,true
VEH-002801,Truck,SYN-MA-02801,PERSON-001589,Silver,Maruti,Ertiga,Transferred,true
VEH-002802,Van,SYN-TE-02802,PERSON-001667,Grey,Hyundai,i20,Active,true
VEH-002803,Motorcycle,SYN-DE-02803,PERSON-000146,Silver,Toyota,Innova,Active,true
VEH-002804,Van,SYN-WE-02804,PERSON-001334,Black,Tata,Altroz,Active,true
VEH-002805,Car,SYN-KE-02805,PERSON-000260,Silver,Mahindra,Bolero,Transferred,true
VEH-002806,Car,SYN-TE-02806,PERSON-000374,White,Mahindra,Bolero,Active,true
VEH-002807,Car,SYN-UT-02807,PERSON-001578,Silver,Maruti,Ertiga,Active,true
VEH-002808,Truck,SYN-WE-02808,PERSON-002393,Silver,Hyundai,i20,Transferred,true
VEH-002809,Auto,SYN-WE-02809,PERSON-001029,Grey,Hyundai,Creta,Active,true
VEH-002810,Motorcycle,SYN-WE-02810,PERSON-002450,Grey,Toyota,Innova,Transferred,true
VEH-002811,Motorcycle,SYN-GU-02811,PERSON-002039,Blue,Mahindra,XUV,Transferred,true
VEH-002812,Van,SYN-DE-02812,PERSON-000769,Blue,Toyota,Innova,Transferred,true
VEH-002813,Motorcycle,SYN-UT-02813,PERSON-000405,Red,Mahindra,XUV,Active,true
VEH-002814,Car,SYN-GU-02814,PERSON-002879,Black,Maruti,Swift,Transferred,true
VEH-002815,Auto,SYN-GU-02815,PERSON-000063,Blue,Hyundai,Creta,Active,true
VEH-002816,Truck,SYN-TE-02816,PERSON-001326,Grey,Hyundai,i20,Active,true
VEH-002817,Van,SYN-DE-02817,PERSON-002457,Black,Mahindra,Scorpio,Active,true
VEH-002818,Van,SYN-RA-02818,PERSON-001894,White,Maruti,Ertiga,Active,true
VEH-002819,SUV,SYN-GU-02819,PERSON-000081,Red,Mahindra,XUV,Active,true
VEH-002820,Truck,SYN-GU-02820,PERSON-001861,Black,Hyundai,Venue,Transferred,true
VEH-002821,SUV,SYN-RA-02821,PERSON-002574,White,Maruti,Swift,Active,true
VEH-002822,SUV,SYN-UT-02822,PERSON-000822,Red,Tata,Altroz,Transferred,true
VEH-002823,SUV,SYN-TE-02823,PERSON-001780,Blue,Tata,Altroz,Transferred,true
VEH-002824,SUV,SYN-KE-02824,PERSON-002846,Red,Maruti,Ertiga,Active,true
VEH-002825,Car,SYN-GU-02825,PERSON-000943,Red,Toyota,Innova,Transferred,true
VEH-002826,Truck,SYN-TE-02826,PERSON-001691,White,Mahindra,Scorpio,Transferred,true
VEH-002827,SUV,SYN-TE-02827,PERSON-002304,Black,Hyundai,Creta,Active,true
VEH-002828,Auto,SYN-UT-02828,PERSON-001847,Blue,Mahindra,Bolero,Active,true
VEH-002829,SUV,SYN-DE-02829,PERSON-000146,White,Maruti,Ertiga,Active,true
VEH-002830,SUV,SYN-MA-02830,PERSON-001210,Black,Maruti,Baleno,Active,true
VEH-002831,SUV,SYN-TE-02831,PERSON-001558,Blue,Mahindra,Scorpio,Active,true
VEH-002832,Van,SYN-RA-02832,PERSON-000351,White,Mahindra,Bolero,Active,true
VEH-002833,Truck,SYN-GU-02833,PERSON-002750,Grey,Tata,Altroz,Transferred,true
VEH-002834,SUV,SYN-TA-02834,PERSON-001041,Black,Hyundai,Creta,Active,true
VEH-002835,Truck,SYN-KE-02835,PERSON-001670,Black,Hyundai,Creta,Active,true
VEH-002836,SUV,SYN-MA-02836,PERSON-002124,Blue,Mahindra,XUV,Transferred,true
VEH-002837,Motorcycle,SYN-RA-02837,PERSON-002517,Silver,Mahindra,Bolero,Active,true
VEH-002838,Van,SYN-GU-02838,PERSON-002279,Grey,Hyundai,Creta,Active,true
VEH-002839,Truck,SYN-KA-02839,PERSON-001544,Silver,Tata,Altroz,Transferred,true
VEH-002840,Car,SYN-TA-02840,PERSON-002873,Red,Mahindra,Bolero,Active,true
VEH-002841,Motorcycle,SYN-WE-02841,PERSON-000120,Grey,Tata,Altroz,Active,true
VEH-002842,Motorcycle,SYN-TE-02842,PERSON-001898,Red,Toyota,Innova,Active,true
VEH-002843,Van,SYN-TE-02843,PERSON-000621,Black,Tata,Punch,Active,true
VEH-002844,SUV,SYN-WE-02844,PERSON-002901,Blue,Maruti,Swift,Active,true
VEH-002845,SUV,SYN-UT-02845,PERSON-000022,Red,Maruti,Baleno,Active,true
VEH-002846,SUV,SYN-KA-02846,PERSON-000193,Blue,Maruti,Baleno,Active,true
VEH-002847,SUV,SYN-GU-02847,PERSON-001861,White,Toyota,Urban Cruiser,Active,true
VEH-002848,Truck,SYN-TA-02848,PERSON-000072,White,Hyundai,Venue,Active,true
VEH-002849,Truck,SYN-RA-02849,PERSON-002160,Blue,Tata,Punch,Active,true
VEH-002850,Truck,SYN-WE-02850,PERSON-001334,White,Hyundai,Creta,Transferred,true
VEH-002851,Car,SYN-TA-02851,PERSON-002397,Blue,Maruti,Ertiga,Active,true
VEH-002852,Motorcycle,SYN-UT-02852,PERSON-001578,Silver,Hyundai,i20,Active,true
VEH-002853,Car,SYN-WE-02853,PERSON-000488,Red,Toyota,Urban Cruiser,Active,true
VEH-002854,SUV,SYN-TE-02854,PERSON-002304,Blue,Hyundai,i20,Active,true
VEH-002855,Van,SYN-KA-02855,PERSON-000233,Black,Maruti,Swift,Active,true
VEH-002856,Truck,SYN-KE-02856,PERSON-000492,Red,Toyota,Innova,Active,true
VEH-002857,Motorcycle,SYN-WE-02857,PERSON-002964,Black,Mahindra,XUV,Transferred,true
VEH-002858,Motorcycle,SYN-WE-02858,PERSON-002821,Blue,Toyota,Innova,Active,true
VEH-002859,SUV,SYN-TE-02859,PERSON-001558,Black,Maruti,Swift,Transferred,true
VEH-002860,SUV,SYN-RA-02860,PERSON-001474,Blue,Maruti,Baleno,Active,true
VEH-002861,Auto,SYN-MA-02861,PERSON-000440,Grey,Maruti,Swift,Transferred,true
VEH-002862,SUV,SYN-KA-02862,PERSON-000484,White,Maruti,Swift,Transferred,true
VEH-002863,Car,SYN-DE-02863,PERSON-000267,Grey,Hyundai,i20,Active,true
VEH-002864,Van,SYN-TE-02864,PERSON-000792,Black,Mahindra,Bolero,Active,true
VEH-002865,Van,SYN-DE-02865,PERSON-001262,Silver,Maruti,Ertiga,Transferred,true
VEH-002866,Car,SYN-DE-02866,PERSON-000180,Black,Mahindra,XUV,Active,true
VEH-002867,Auto,SYN-MA-02867,PERSON-000440,Blue,Hyundai,Creta,Transferred,true
VEH-002868,Auto,SYN-TE-02868,PERSON-001898,Black,Tata,Punch,Active,true
VEH-002869,Van,SYN-DE-02869,PERSON-001540,Red,Tata,Nexon,Active,true
VEH-002870,Auto,SYN-TE-02870,PERSON-000083,Black,Tata,Punch,Active,true
VEH-002871,SUV,SYN-MA-02871,PERSON-000357,Black,Tata,Nexon,Transferred,true
VEH-002872,SUV,SYN-DE-02872,PERSON-000957,Silver,Toyota,Urban Cruiser,Active,true
VEH-002873,Motorcycle,SYN-KA-02873,PERSON-001664,Black,Tata,Punch,Active,true
VEH-002874,Truck,SYN-TA-02874,PERSON-002675,Red,Hyundai,Creta,Active,true
VEH-002875,Van,SYN-KA-02875,PERSON-001343,Black,Hyundai,Creta,Active,true
VEH-002876,Car,SYN-TA-02876,PERSON-000948,Silver,Toyota,Innova,Active,true
VEH-002877,Motorcycle,SYN-KA-02877,PERSON-000576,White,Maruti,Ertiga,Transferred,true
VEH-002878,Truck,SYN-KE-02878,PERSON-002757,White,Tata,Nexon,Transferred,true
VEH-002879,Motorcycle,SYN-WE-02879,PERSON-000584,White,Mahindra,XUV,Active,true
VEH-002880,Auto,SYN-MA-02880,PERSON-002715,Blue,Hyundai,Creta,Active,true
VEH-002881,Auto,SYN-WE-02881,PERSON-000120,Red,Maruti,Swift,Transferred,true
VEH-002882,Van,SYN-DE-02882,PERSON-002745,Grey,Hyundai,Creta,Active,true
VEH-002883,Auto,SYN-MA-02883,PERSON-000604,Black,Tata,Punch,Transferred,true
VEH-002884,Auto,SYN-KA-02884,PERSON-001259,Black,Toyota,Urban Cruiser,Active,true
VEH-002885,Car,SYN-GU-02885,PERSON-001861,Black,Mahindra,Scorpio,Active,true
VEH-002886,Van,SYN-RA-02886,PERSON-002574,White,Toyota,Urban Cruiser,Active,true
VEH-002887,Car,SYN-GU-02887,PERSON-000863,Silver,Tata,Altroz,Active,true
VEH-002888,Van,SYN-KE-02888,PERSON-002757,White,Tata,Punch,Transferred,true
VEH-002889,Auto,SYN-MA-02889,PERSON-001589,Grey,Hyundai,i20,Transferred,true
VEH-002890,Truck,SYN-GU-02890,PERSON-000049,Blue,Mahindra,Scorpio,Active,true
VEH-002891,Motorcycle,SYN-KA-02891,PERSON-001664,Silver,Maruti,Ertiga,Active,true
VEH-002892,Truck,SYN-KA-02892,PERSON-001343,Red,Hyundai,Creta,Transferred,true
VEH-002893,Motorcycle,SYN-RA-02893,PERSON-001315,Black,Toyota,Innova,Transferred,true
VEH-002894,Van,SYN-UT-02894,PERSON-000822,White,Mahindra,Scorpio,Active,true
VEH-002895,Van,SYN-RA-02895,PERSON-002986,White,Tata,Punch,Transferred,true
VEH-002896,Van,SYN-MA-02896,PERSON-001071,Blue,Hyundai,i20,Active,true
VEH-002897,Motorcycle,SYN-MA-02897,PERSON-000613,Blue,Toyota,Urban Cruiser,Transferred,true
VEH-002898,Motorcycle,SYN-UT-02898,PERSON-001578,Red,Hyundai,i20,Active,true
VEH-002899,Van,SYN-GU-02899,PERSON-000274,Blue,Tata,Punch,Active,true
VEH-002900,Auto,SYN-MA-02900,PERSON-002060,Silver,Maruti,Baleno,Active,true
VEH-002901,Auto,SYN-GU-02901,PERSON-001115,White,Maruti,Baleno,Active,true
VEH-002902,SUV,SYN-KA-02902,PERSON-000540,Black,Tata,Altroz,Active,true
VEH-002903,Truck,SYN-WE-02903,PERSON-002887,Red,Maruti,Baleno,Active,true
VEH-002904,Van,SYN-KA-02904,PERSON-001544,Blue,Maruti,Swift,Active,true
VEH-002905,Motorcycle,SYN-WE-02905,PERSON-000120,Blue,Hyundai,Venue,Active,true
VEH-002906,Motorcycle,SYN-RA-02906,PERSON-002999,Black,Mahindra,XUV,Active,true
VEH-002907,Motorcycle,SYN-WE-02907,PERSON-001965,Grey,Toyota,Urban Cruiser,Transferred,true
VEH-002908,Car,SYN-GU-02908,PERSON-000863,Silver,Mahindra,Bolero,Transferred,true
VEH-002909,Van,SYN-DE-02909,PERSON-002745,Red,Mahindra,Bolero,Active,true
VEH-002910,Motorcycle,SYN-WE-02910,PERSON-000488,White,Mahindra,Scorpio,Active,true
VEH-002911,Motorcycle,SYN-UT-02911,PERSON-000765,Red,Maruti,Baleno,Transferred,true
VEH-002912,Truck,SYN-MA-02912,PERSON-000357,Red,Mahindra,Scorpio,Active,true
VEH-002913,Auto,SYN-RA-02913,PERSON-002920,Red,Tata,Altroz,Active,true
VEH-002914,Van,SYN-TA-02914,PERSON-000489,Silver,Mahindra,XUV,Active,true
VEH-002915,Van,SYN-TE-02915,PERSON-001830,Silver,Toyota,Innova,Active,true
VEH-002916,Car,SYN-DE-02916,PERSON-001369,Blue,Toyota,Urban Cruiser,Active,true
VEH-002917,Auto,SYN-DE-02917,PERSON-001262,Silver,Mahindra,Scorpio,Active,true
VEH-002918,SUV,SYN-RA-02918,PERSON-002517,White,Toyota,Urban Cruiser,Active,true
VEH-002919,Motorcycle,SYN-TE-02919,PERSON-001898,Blue,Mahindra,XUV,Active,true
VEH-002920,Auto,SYN-MA-02920,PERSON-000921,Black,Mahindra,Bolero,Active,true
VEH-002921,Truck,SYN-TA-02921,PERSON-001543,White,Tata,Altroz,Active,true
VEH-002922,Motorcycle,SYN-RA-02922,PERSON-002999,Blue,Tata,Nexon,Active,true
VEH-002923,Truck,SYN-KA-02923,PERSON-001544,Black,Toyota,Innova,Transferred,true
VEH-002924,Van,SYN-TA-02924,PERSON-002873,Black,Mahindra,XUV,Transferred,true
VEH-002925,Car,SYN-MA-02925,PERSON-000921,Black,Maruti,Swift,Active,true
VEH-002926,Van,SYN-WE-02926,PERSON-001205,Grey,Tata,Punch,Active,true
VEH-002927,SUV,SYN-GU-02927,PERSON-000850,Red,Mahindra,Scorpio,Active,true
VEH-002928,Auto,SYN-GU-02928,PERSON-001861,Silver,Toyota,Innova,Active,true
VEH-002929,Van,SYN-WE-02929,PERSON-001965,Red,Mahindra,XUV,Active,true
VEH-002930,Auto,SYN-TA-02930,PERSON-002558,Blue,Maruti,Swift,Active,true
