account_id,person_id,institution_type,account_type,masked_identifier,opened_date,status,synthetic_flag
ACCT-006220,PERSON-002675,Synthetic Cooperative Bank,Current,SYN-XXXX-6220,2023-05-18,Dormant,true
ACCT-006221,PERSON-002675,Synthetic Bank C,Savings,SYN-XXXX-6221,2022-11-25,Dormant,true
ACCT-006222,PERSON-000611,Synthetic Bank C,Current,SYN-XXXX-6222,2023-03-23,Dormant,true
ACCT-006223,PERSON-001596,Synthetic Cooperative Bank,Current,SYN-XXXX-6223,2023-07-10,Active,true
ACCT-006224,PERSON-000832,Synthetic Bank A,Savings,SYN-XXXX-6224,2023-02-02,Active,true
ACCT-006225,PERSON-000832,Synthetic Bank A,Current,SYN-XXXX-6225,2023-07-02,Dormant,true
ACCT-006226,PERSON-000635,Synthetic Digital Bank,Current,SYN-XXXX-6226,2022-07-31,Active,true
ACCT-006227,PERSON-000886,Synthetic Bank C,Current,SYN-XXXX-6227,2022-06-29,Active,true
ACCT-006228,PERSON-002713,Synthetic Bank C,Current,SYN-XXXX-6228,2022-07-12,Active,true
ACCT-006229,PERSON-002713,Synthetic Digital Bank,Savings,SYN-XXXX-6229,2022-11-14,Active,true
ACCT-006230,PERSON-002847,Synthetic Digital Bank,Savings,SYN-XXXX-6230,2022-08-26,Dormant,true
ACCT-006231,PERSON-001480,Synthetic Bank A,Digital Wallet,SYN-XXXX-6231,2022-10-14,Active,true
ACCT-006232,PERSON-002922,Synthetic Digital Bank,Current,SYN-XXXX-6232,2022-11-20,Dormant,true
ACCT-006233,PERSON-000175,Synthetic Bank B,Current,SYN-XXXX-6233,2022-09-26,Dormant,true
ACCT-006234,PERSON-001012,Synthetic Digital Bank,Savings,SYN-XXXX-6234,2023-03-30,Active,true
ACCT-006235,PERSON-001012,Synthetic Cooperative Bank,Savings,SYN-XXXX-6235,2023-06-13,Dormant,true
ACCT-006236,PERSON-002428,Synthetic Bank C,Savings,SYN-XXXX-6236,2023-05-18,Active,true
ACCT-006237,PERSON-000842,Synthetic Bank A,Current,SYN-XXXX-6237,2022-08-22,Dormant,true
ACCT-006238,PERSON-000842,Synthetic Bank A,Savings,SYN-XXXX-6238,2022-03-17,Active,true
ACCT-006239,PERSON-002256,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-6239,2022-11-10,Active,true
ACCT-006240,PERSON-002788,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-6240,2023-04-20,Active,true
ACCT-006241,PERSON-002788,Synthetic Cooperative Bank,Savings,SYN-XXXX-6241,2022-03-24,Active,true
ACCT-006242,PERSON-001262,Synthetic Cooperative Bank,Savings,SYN-XXXX-6242,2023-05-11,Active,true
ACCT-006243,PERSON-000001,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-6243,2022-10-27,Dormant,true
ACCT-006244,PERSON-002444,Synthetic Bank A,Current,SYN-XXXX-6244,2022-08-27,Dormant,true
ACCT-006245,PERSON-000245,Synthetic Digital Bank,Current,SYN-XXXX-6245,2023-12-10,Active,true
ACCT-006246,PERSON-000245,Synthetic Bank C,Savings,SYN-XXXX-6246,2023-12-17,Active,true
ACCT-006247,PERSON-000825,Synthetic Bank A,Current,SYN-XXXX-6247,2023-05-24,Active,true
ACCT-006248,PERSON-000943,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-6248,2023-03-25,Dormant,true
ACCT-006249,PERSON-000943,Synthetic Bank A,Savings,SYN-XXXX-6249,2022-12-06,Active,true
ACCT-006250,PERSON-001747,Synthetic Bank A,Digital Wallet,SYN-XXXX-6250,2023-04-19,Active,true
ACCT-006251,PERSON-002846,Synthetic Bank A,Current,SYN-XXXX-6251,2023-06-05,Active,true
ACCT-006252,PERSON-000374,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-6252,2023-07-18,Active,true
ACCT-006253,PERSON-000374,Synthetic Bank A,Savings,SYN-XXXX-6253,2022-10-04,Active,true
ACCT-006254,PERSON-002304,Synthetic Cooperative Bank,Savings,SYN-XXXX-6254,2023-10-14,Dormant,true
ACCT-006255,PERSON-001847,Synthetic Bank A,Current,SYN-XXXX-6255,2023-05-20,Active,true
ACCT-006256,PERSON-001029,Synthetic Bank A,Current,SYN-XXXX-6256,2023-04-28,Dormant,true
ACCT-006257,PERSON-001210,Synthetic Bank A,Digital Wallet,SYN-XXXX-6257,2022-05-09,Dormant,true
ACCT-006258,PERSON-000146,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-6258,2023-03-17,Dormant,true
ACCT-006259,PERSON-000351,Synthetic Bank B,Digital Wallet,SYN-XXXX-6259,2022-08-21,Active,true
ACCT-006260,PERSON-001558,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-6260,2022-08-16,Dormant,true
ACCT-006261,PERSON-002750,Synthetic Cooperative Bank,Current,SYN-XXXX-6261,2022-05-06,Active,true
ACCT-006262,PERSON-001041,Synthetic Bank A,Digital Wallet,SYN-XXXX-6262,2023-06-23,Dormant,true
ACCT-006263,PERSON-001589,Synthetic Bank B,Digital Wallet,SYN-XXXX-6263,2022-05-14,Active,true
ACCT-006264,PERSON-001670,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-6264,2022-10-16,Active,true
ACCT-006265,PERSON-001385,Synthetic Bank B,Savings,SYN-XXXX-6265,2022-09-06,Active,true
ACCT-006266,PERSON-001664,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-6266,2022-10-29,Active,true
ACCT-006267,PERSON-001664,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-6267,2023-08-25,Dormant,true
ACCT-006268,PERSON-002675,Synthetic Bank A,Current,SYN-XXXX-6268,2023-08-03,Active,true
ACCT-006269,PERSON-002675,Synthetic Bank A,Savings,SYN-XXXX-6269,2022-11-17,Active,true
ACCT-006270,PERSON-001343,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-6270,2023-09-17,Dormant,true
ACCT-006271,PERSON-001343,Synthetic Bank A,Savings,SYN-XXXX-6271,2023-08-09,Active,true
ACCT-006272,PERSON-002998,Synthetic Cooperative Bank,Current,SYN-XXXX-6272,2022-08-23,Dormant,true
ACCT-006273,PERSON-002835,Synthetic Digital Bank,Current,SYN-XXXX-6273,2022-08-09,Dormant,true
ACCT-006274,PERSON-000576,Synthetic Bank B,Savings,SYN-XXXX-6274,2022-09-25,Active,true
ACCT-006275,PERSON-002745,Synthetic Bank A,Current,SYN-XXXX-6275,2022-12-07,Dormant,true
ACCT-006276,PERSON-000230,Synthetic Bank B,Current,SYN-XXXX-6276,2023-02-25,Dormant,true
ACCT-006277,PERSON-002715,Synthetic Cooperative Bank,Current,SYN-XXXX-6277,2023-01-06,Active,true
ACCT-006278,PERSON-002715,Synthetic Cooperative Bank,Current,SYN-XXXX-6278,2023-09-02,Active,true
ACCT-006279,PERSON-000366,Synthetic Digital Bank,Savings,SYN-XXXX-6279,2022-08-26,Dormant,true
ACCT-006280,PERSON-000366,Synthetic Bank B,Savings,SYN-XXXX-6280,2023-04-14,Active,true
ACCT-006281,PERSON-000414,Synthetic Bank A,Current,SYN-XXXX-6281,2023-07-05,Dormant,true
ACCT-006282,PERSON-000817,Synthetic Bank C,Current,SYN-XXXX-6282,2023-04-01,Dormant,true
ACCT-006283,PERSON-001687,Synthetic Bank C,Savings,SYN-XXXX-6283,2022-09-29,Dormant,true
ACCT-006284,PERSON-001687,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-6284,2023-08-10,Active,true
ACCT-006285,PERSON-001381,Synthetic Cooperative Bank,Savings,SYN-XXXX-6285,2022-10-28,Active,true
ACCT-006286,PERSON-002105,Synthetic Bank C,Current,SYN-XXXX-6286,2022-12-17,Dormant,true
ACCT-006287,PERSON-000111,Synthetic Digital Bank,Savings,SYN-XXXX-6287,2023-03-17,Active,true
ACCT-006288,PERSON-000103,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-6288,2022-12-23,Active,true
ACCT-006289,PERSON-002954,Synthetic Bank C,Savings,SYN-XXXX-6289,2022-08-03,Dormant,true
ACCT-006290,PERSON-000222,Synthetic Cooperative Bank,Current,SYN-XXXX-6290,2023-08-08,Active,true
ACCT-006291,PERSON-001478,Synthetic Bank C,Digital Wallet,SYN-XXXX-6291,2023-03-25,Active,true
ACCT-006292,PERSON-001478,Synthetic Digital Bank,Savings,SYN-XXXX-6292,2023-03-09,Dormant,true
ACCT-006293,PERSON-002256,Synthetic Bank C,Savings,SYN-XXXX-6293,2022-12-16,Dormant,true
ACCT-006294,PERSON-001262,Synthetic Bank B,Digital Wallet,SYN-XXXX-6294,2023-03-12,Dormant,true
ACCT-006295,PERSON-000734,Synthetic Digital Bank,Savings,SYN-XXXX-6295,2022-08-24,Active,true
ACCT-006296,PERSON-000712,Synthetic Cooperative Bank,Current,SYN-XXXX-6296,2023-06-16,Dormant,true
ACCT-006297,PERSON-000763,Synthetic Bank B,Digital Wallet,SYN-XXXX-6297,2023-03-14,Active,true
ACCT-006298,PERSON-002770,Synthetic Digital Bank,Current,SYN-XXXX-6298,2022-10-16,Active,true
ACCT-006299,PERSON-000081,Synthetic Bank A,Savings,SYN-XXXX-6299,2023-05-17,Active,true
ACCT-006300,PERSON-001259,Synthetic Bank A,Digital Wallet,SYN-XXXX-6300,2023-01-12,Active,true
ACCT-006301,PERSON-001861,Synthetic Bank B,Savings,SYN-XXXX-6301,2022-09-08,Dormant,true
ACCT-006302,PERSON-002574,Synthetic Bank B,Digital Wallet,SYN-XXXX-6302,2022-11-26,Dormant,true
ACCT-006303,PERSON-002574,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-6303,2022-07-24,Dormant,true
ACCT-006304,PERSON-000863,Synthetic Cooperative Bank,Current,SYN-XXXX-6304,2022-05-26,Active,true
ACCT-006305,PERSON-000063,Synthetic Digital Bank,Current,SYN-XXXX-6305,2022-08-16,Active,true
ACCT-006306,PERSON-000063,Synthetic Bank B,Current,SYN-XXXX-6306,2023-07-27,Active,true
ACCT-006307,PERSON-002757,Synthetic Cooperative Bank,Current,SYN-XXXX-6307,2023-02-24,Active,true
ACCT-006308,PERSON-001589,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-6308,2022-07-21,Dormant,true
ACCT-006309,PERSON-001425,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-6309,2022-07-23,Active,true
ACCT-006310,PERSON-000822,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-6310,2023-01-31,Active,true
ACCT-006311,PERSON-002986,Synthetic Bank C,Savings,SYN-XXXX-6311,2022-03-31,Dormant,true
ACCT-006312,PERSON-002759,Synthetic Bank C,Digital Wallet,SYN-XXXX-6312,2021-10-31,Active,true
ACCT-006313,PERSON-001071,Synthetic Digital Bank,Current,SYN-XXXX-6313,2023-01-03,Active,true
ACCT-006314,PERSON-000613,Synthetic Bank B,Savings,SYN-XXXX-6314,2021-10-27,Dormant,true
ACCT-006315,PERSON-002068,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-6315,2021-12-08,Dormant,true
ACCT-006316,PERSON-001558,Synthetic Bank A,Digital Wallet,SYN-XXXX-6316,2022-08-29,Dormant,true
ACCT-006317,PERSON-001041,Synthetic Bank B,Current,SYN-XXXX-6317,2022-05-17,Active,true
ACCT-006318,PERSON-000622,Synthetic Bank B,Current,SYN-XXXX-6318,2023-07-06,Dormant,true
ACCT-006319,PERSON-001589,Synthetic Bank C,Current,SYN-XXXX-6319,2023-03-21,Active,true
ACCT-006320,PERSON-001670,Synthetic Bank B,Current,SYN-XXXX-6320,2022-12-25,Dormant,true
ACCT-006321,PERSON-002277,Synthetic Bank C,Digital Wallet,SYN-XXXX-6321,2022-05-27,Active,true
ACCT-006322,PERSON-002277,Synthetic Bank A,Digital Wallet,SYN-XXXX-6322,2022-10-04,Active,true
ACCT-006323,PERSON-000233,Synthetic Bank B,Digital Wallet,SYN-XXXX-6323,2022-10-07,Active,true
ACCT-006324,PERSON-000492,Synthetic Bank A,Current,SYN-XXXX-6324,2023-07-30,Active,true
ACCT-006325,PERSON-001478,Synthetic Bank B,Savings,SYN-XXXX-6325,2022-11-10,Active,true
ACCT-006326,PERSON-001478,Synthetic Bank B,Current,SYN-XXXX-6326,2023-01-10,Active,true
ACCT-006327,PERSON-000342,Synthetic Digital Bank,Savings,SYN-XXXX-6327,2023-07-22,Active,true
ACCT-006328,PERSON-000886,Synthetic Bank B,Digital Wallet,SYN-XXXX-6328,2023-03-10,Active,true
ACCT-006329,PERSON-001059,Synthetic Bank B,Current,SYN-XXXX-6329,2023-04-28,Dormant,true
ACCT-006330,PERSON-000920,Synthetic Bank C,Savings,SYN-XXXX-6330,2023-05-30,Active,true
ACCT-006331,PERSON-000302,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-6331,2022-08-02,Active,true
ACCT-006332,PERSON-002082,Synthetic Bank A,Savings,SYN-XXXX-6332,2023-03-15,Dormant,true
ACCT-006333,PERSON-001830,Synthetic Bank C,Savings,SYN-XXXX-6333,2023-01-22,Dormant,true
ACCT-006334,PERSON-002821,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-6334,2022-09-24,Dormant,true
ACCT-006335,PERSON-001474,Synthetic Bank B,Savings,SYN-XXXX-6335,2022-08-01,Dormant,true
ACCT-006336,PERSON-001115,Synthetic Bank B,Digital Wallet,SYN-XXXX-6336,2023-01-30,Active,true
ACCT-006337,PERSON-001610,Synthetic Bank B,Savings,SYN-XXXX-6337,2022-08-18,Active,true
ACCT-006338,PERSON-001610,Synthetic Bank A,Savings,SYN-XXXX-6338,2022-09-14,Active,true
ACCT-006339,PERSON-000622,Synthetic Bank B,Savings,SYN-XXXX-6339,2022-04-07,Active,true
ACCT-006340,PERSON-001667,Synthetic Bank B,Savings,SYN-XXXX-6340,2023-08-21,Dormant,true
ACCT-006341,PERSON-000146,Synthetic Digital Bank,Savings,SYN-XXXX-6341,2022-11-14,Dormant,true
ACCT-006342,PERSON-001210,Synthetic Bank A,Current,SYN-XXXX-6342,2023-07-23,Active,true
ACCT-006343,PERSON-001210,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-6343,2023-06-20,Dormant,true
ACCT-006344,PERSON-001558,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-6344,2022-08-12,Dormant,true
ACCT-006345,PERSON-000351,Synthetic Bank C,Current,SYN-XXXX-6345,2023-03-18,Active,true
ACCT-006346,PERSON-002750,Synthetic Digital Bank,Savings,SYN-XXXX-6346,2023-01-05,Active,true
ACCT-006347,PERSON-001041,Synthetic Bank B,Savings,SYN-XXXX-6347,2022-11-24,Active,true
ACCT-006348,PERSON-001589,Synthetic Cooperative Bank,Current,SYN-XXXX-6348,2022-09-29,Active,true
ACCT-006349,PERSON-001589,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-6349,2022-08-26,Dormant,true
ACCT-006350,PERSON-001670,Synthetic Digital Bank,Current,SYN-XXXX-6350,2023-03-31,Dormant,true
ACCT-006351,PERSON-001830,Synthetic Bank A,Savings,SYN-XXXX-6351,2022-07-02,Active,true
ACCT-006352,PERSON-001830,Synthetic Bank A,Savings,SYN-XXXX-6352,2022-04-25,Active,true
ACCT-006353,PERSON-000449,Synthetic Bank A,Current,SYN-XXXX-6353,2022-07-06,Dormant,true
ACCT-006354,PERSON-000449,Synthetic Cooperative Bank,Current,SYN-XXXX-6354,2023-06-23,Active,true
ACCT-006355,PERSON-001066,Synthetic Bank C,Digital Wallet,SYN-XXXX-6355,2023-01-28,Active,true
ACCT-006356,PERSON-000341,Synthetic Bank A,Current,SYN-XXXX-6356,2022-03-30,Active,true
ACCT-006357,PERSON-001899,Synthetic Bank A,Current,SYN-XXXX-6357,2023-06-14,Active,true
ACCT-006358,PERSON-000009,Synthetic Digital Bank,Savings,SYN-XXXX-6358,2022-10-09,Active,true
ACCT-006359,PERSON-000721,Synthetic Bank C,Digital Wallet,SYN-XXXX-6359,2023-02-07,Dormant,true
ACCT-006360,PERSON-002454,Synthetic Cooperative Bank,Current,SYN-XXXX-6360,2023-02-06,Active,true
ACCT-006361,PERSON-002900,Synthetic Digital Bank,Savings,SYN-XXXX-6361,2023-01-08,Dormant,true
ACCT-006362,PERSON-002900,Synthetic Bank B,Savings,SYN-XXXX-6362,2022-10-18,Dormant,true
ACCT-006363,PERSON-002675,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-6363,2023-08-17,Dormant,true
ACCT-006364,PERSON-001782,Synthetic Digital Bank,Savings,SYN-XXXX-6364,2023-08-26,Active,true
ACCT-006365,PERSON-001810,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-6365,2022-09-15,Active,true
ACCT-006366,PERSON-002279,Synthetic Bank A,Digital Wallet,SYN-XXXX-6366,2022-10-26,Dormant,true
ACCT-006367,PERSON-002279,Synthetic Bank B,Savings,SYN-XXXX-6367,2023-12-05,Dormant,true
ACCT-006368,PERSON-000092,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-6368,2022-10-10,Active,true
ACCT-006369,PERSON-002915,Synthetic Bank C,Digital Wallet,SYN-XXXX-6369,2022-08-12,Active,true
ACCT-006370,PERSON-000139,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-6370,2023-02-03,Active,true
ACCT-006371,PERSON-001124,Synthetic Bank B,Digital Wallet,SYN-XXXX-6371,2023-04-19,Active,true
ACCT-006372,PERSON-001116,Synthetic Cooperative Bank,Current,SYN-XXXX-6372,2022-12-31,Active,true
ACCT-006373,PERSON-001547,Synthetic Bank C,Current,SYN-XXXX-6373,2023-02-07,Dormant,true
ACCT-006374,PERSON-001558,Synthetic Bank A,Savings,SYN-XXXX-6374,2021-11-19,Active,true
ACCT-006375,PERSON-001558,Synthetic Bank A,Digital Wallet,SYN-XXXX-6375,2023-02-06,Dormant,true
ACCT-006376,PERSON-002821,Synthetic Bank C,Savings,SYN-XXXX-6376,2022-12-13,Dormant,true
ACCT-006377,PERSON-000540,Synthetic Digital Bank,Savings,SYN-XXXX-6377,2022-06-19,Dormant,true
ACCT-006378,PERSON-001474,Synthetic Bank B,Digital Wallet,SYN-XXXX-6378,2022-10-27,Active,true
ACCT-006379,PERSON-002900,Synthetic Bank C,Savings,SYN-XXXX-6379,2022-04-02,Active,true
ACCT-006380,PERSON-001115,Synthetic Bank C,Current,SYN-XXXX-6380,2022-06-15,Dormant,true
ACCT-006381,PERSON-001610,Synthetic Bank A,Savings,SYN-XXXX-6381,2022-02-21,Active,true
ACCT-006382,PERSON-000259,Synthetic Bank B,Digital Wallet,SYN-XXXX-6382,2022-04-06,Active,true
ACCT-006383,PERSON-002060,Synthetic Digital Bank,Current,SYN-XXXX-6383,2022-03-13,Active,true
ACCT-006384,PERSON-002060,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-6384,2022-02-23,Dormant,true
ACCT-006385,PERSON-002618,Synthetic Bank C,Digital Wallet,SYN-XXXX-6385,2022-09-21,Active,true
ACCT-006386,PERSON-002618,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-6386,2021-12-01,Dormant,true
ACCT-006387,PERSON-000081,Synthetic Bank A,Current,SYN-XXXX-6387,2022-08-13,Active,true
ACCT-006388,PERSON-002558,Synthetic Bank A,Savings,SYN-XXXX-6388,2023-08-18,Active,true
ACCT-006389,PERSON-000850,Synthetic Digital Bank,Savings,SYN-XXXX-6389,2022-11-03,Active,true
ACCT-006390,PERSON-001861,Synthetic Cooperative Bank,Savings,SYN-XXXX-6390,2022-10-20,Dormant,true
ACCT-006391,PERSON-002574,Synthetic Digital Bank,Savings,SYN-XXXX-6391,2023-07-20,Dormant,true
ACCT-006392,PERSON-000063,Synthetic Bank B,Savings,SYN-XXXX-6392,2023-06-23,Active,true
ACCT-006393,PERSON-002757,Synthetic Bank C,Savings,SYN-XXXX-6393,2022-09-18,Dormant,true
ACCT-006394,PERSON-001589,Synthetic Digital Bank,Current,SYN-XXXX-6394,2022-05-09,Dormant,true
ACCT-006395,PERSON-001589,Synthetic Bank A,Savings,SYN-XXXX-6395,2022-06-18,Active,true
ACCT-006396,PERSON-002737,Synthetic Cooperative Bank,Current,SYN-XXXX-6396,2023-08-23,Active,true
ACCT-006397,PERSON-000682,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-6397,2023-05-26,Active,true
ACCT-006398,PERSON-000682,Synthetic Cooperative Bank,Savings,SYN-XXXX-6398,2023-06-28,Active,true
ACCT-006399,PERSON-000473,Synthetic Bank A,Savings,SYN-XXXX-6399,2022-10-21,Active,true
ACCT-006400,PERSON-000473,Synthetic Bank B,Digital Wallet,SYN-XXXX-6400,2023-07-14,Dormant,true
ACCT-006401,PERSON-000042,Synthetic Bank C,Current,SYN-XXXX-6401,2023-05-15,Active,true
ACCT-006402,PERSON-001481,Synthetic Cooperative Bank,Current,SYN-XXXX-6402,2023-07-10,Active,true
ACCT-006403,PERSON-000275,Synthetic Bank A,Savings,SYN-XXXX-6403,2023-11-10,Active,true
ACCT-006404,PERSON-002068,Synthetic Bank C,Current,SYN-XXXX-6404,2023-05-21,Dormant,true
ACCT-006405,PERSON-002068,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-6405,2023-11-12,Dormant,true
ACCT-006406,PERSON-001205,Synthetic Digital Bank,Savings,SYN-XXXX-6406,2022-12-20,Active,true
ACCT-006407,PERSON-002517,Synthetic Digital Bank,Current,SYN-XXXX-6407,2023-05-10,Active,true
ACCT-006408,PERSON-000120,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-6408,2022-06-19,Dormant,true
ACCT-006409,PERSON-001965,Synthetic Bank C,Digital Wallet,SYN-XXXX-6409,2022-08-07,Dormant,true
ACCT-006410,PERSON-001965,Synthetic Cooperative Bank,Savings,SYN-XXXX-6410,2022-10-25,Active,true
ACCT-006411,PERSON-000863,Synthetic Bank C,Digital Wallet,SYN-XXXX-6411,2023-03-17,Active,true
ACCT-006412,PERSON-001992,Synthetic Cooperative Bank,Savings,SYN-XXXX-6412,2023-05-06,Dormant,true
ACCT-006413,PERSON-001205,Synthetic Bank B,Savings,SYN-XXXX-6413,2023-07-31,Active,true
ACCT-006414,PERSON-001205,Synthetic Digital Bank,Current,SYN-XXXX-6414,2023-07-08,Active,true
ACCT-006415,PERSON-000822,Synthetic Bank A,Digital Wallet,SYN-XXXX-6415,2022-05-09,Dormant,true
ACCT-006416,PERSON-002986,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-6416,2022-12-15,Dormant,true
ACCT-006417,PERSON-002986,Synthetic Bank A,Current,SYN-XXXX-6417,2022-12-14,Active,true
ACCT-006418,PERSON-002759,Synthetic Bank C,Savings,SYN-XXXX-6418,2023-01-31,Active,true
ACCT-006419,PERSON-001071,Synthetic Bank B,Current,SYN-XXXX-6419,2022-05-22,Active,true
ACCT-006420,PERSON-000613,Synthetic Bank B,Savings,SYN-XXXX-6420,2022-02-15,Active,true
ACCT-006421,PERSON-000613,Synthetic Bank B,Current,SYN-XXXX-6421,2022-05-22,Active,true
ACCT-006422,PERSON-002068,Synthetic Bank A,Digital Wallet,SYN-XXXX-6422,2023-03-15,Active,true
ACCT-006423,PERSON-001578,Synthetic Bank A,Current,SYN-XXXX-6423,2023-02-20,Dormant,true
ACCT-006424,PERSON-000357,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-6424,2022-02-25,Active,true
ACCT-006425,PERSON-000419,Synthetic Cooperative Bank,Savings,SYN-XXXX-6425,2022-05-29,Dormant,true
ACCT-006426,PERSON-000366,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-6426,2023-03-20,Active,true
ACCT-006427,PERSON-000366,Synthetic Cooperative Bank,Current,SYN-XXXX-6427,2022-07-09,Dormant,true
ACCT-006428,PERSON-000414,Synthetic Bank C,Current,SYN-XXXX-6428,2022-06-21,Active,true
ACCT-006429,PERSON-000407,Synthetic Bank A,Current,SYN-XXXX-6429,2022-05-25,Active,true
ACCT-006430,PERSON-002094,Synthetic Bank C,Current,SYN-XXXX-6430,2023-07-09,Active,true
ACCT-006431,PERSON-002094,Synthetic Bank C,Current,SYN-XXXX-6431,2022-12-19,Dormant,true
ACCT-006432,PERSON-000207,Synthetic Bank C,Digital Wallet,SYN-XXXX-6432,2023-07-19,Active,true
ACCT-006433,PERSON-000111,Synthetic Bank B,Digital Wallet,SYN-XXXX-6433,2022-09-06,Active,true
ACCT-006434,PERSON-000111,Synthetic Bank C,Digital Wallet,SYN-XXXX-6434,2023-01-14,Active,true
ACCT-006435,PERSON-000103,Synthetic Digital Bank,Current,SYN-XXXX-6435,2023-02-21,Dormant,true
ACCT-006436,PERSON-000081,Synthetic Digital Bank,Current,SYN-XXXX-6436,2022-10-09,Active,true
ACCT-006437,PERSON-000850,Synthetic Cooperative Bank,Current,SYN-XXXX-6437,2022-09-07,Active,true
ACCT-006438,PERSON-001861,Synthetic Bank A,Savings,SYN-XXXX-6438,2023-03-18,Active,true
ACCT-006439,PERSON-002574,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-6439,2023-08-16,Active,true
ACCT-006440,PERSON-000063,Synthetic Bank C,Current,SYN-XXXX-6440,2023-08-16,Dormant,true
ACCT-006441,PERSON-002757,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-6441,2023-03-08,Active,true
ACCT-006442,PERSON-002277,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-6442,2023-01-08,Active,true
ACCT-006443,PERSON-002980,Synthetic Cooperative Bank,Current,SYN-XXXX-6443,2022-04-08,Dormant,true
ACCT-006444,PERSON-002887,Synthetic Digital Bank,Savings,SYN-XXXX-6444,2022-11-27,Active,true
ACCT-006445,PERSON-002915,Synthetic Bank A,Current,SYN-XXXX-6445,2022-11-20,Active,true
ACCT-006446,PERSON-002915,Synthetic Bank C,Digital Wallet,SYN-XXXX-6446,2022-08-01,Active,true
ACCT-006447,PERSON-001941,Synthetic Cooperative Bank,Digital Wallet,SYN-XXXX-6447,2023-02-21,Active,true
ACCT-006448,PERSON-001615,Synthetic Bank B,Digital Wallet,SYN-XXXX-6448,2022-09-24,Active,true
ACCT-006449,PERSON-000653,Synthetic Bank A,Savings,SYN-XXXX-6449,2022-10-30,Active,true
ACCT-006450,PERSON-000607,Synthetic Bank A,Savings,SYN-XXXX-6450,2022-04-26,Active,true
ACCT-006451,PERSON-000792,Synthetic Digital Bank,Current,SYN-XXXX-6451,2023-03-03,Dormant,true
ACCT-006452,PERSON-001664,Synthetic Bank B,Digital Wallet,SYN-XXXX-6452,2022-11-01,Dormant,true
ACCT-006453,PERSON-001664,Synthetic Bank A,Current,SYN-XXXX-6453,2022-04-12,Dormant,true
ACCT-006454,PERSON-000683,Synthetic Cooperative Bank,Current,SYN-XXXX-6454,2022-06-11,Active,true
ACCT-006455,PERSON-002675,Synthetic Bank B,Digital Wallet,SYN-XXXX-6455,2022-12-24,Active,true
ACCT-006456,PERSON-002998,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-6456,2022-07-04,Active,true
ACCT-006457,PERSON-000948,Synthetic Bank B,Current,SYN-XXXX-6457,2022-12-27,Active,true
ACCT-006458,PERSON-002757,Synthetic Digital Bank,Savings,SYN-XXXX-6458,2023-05-13,Active,true
ACCT-006459,PERSON-000904,Synthetic Bank B,Digital Wallet,SYN-XXXX-6459,2023-05-02,Active,true
ACCT-006460,PERSON-000106,Synthetic Cooperative Bank,Savings,SYN-XXXX-6460,2022-07-18,Dormant,true
ACCT-006461,PERSON-000697,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-6461,2022-12-04,Active,true
ACCT-006462,PERSON-000230,Synthetic Digital Bank,Digital Wallet,SYN-XXXX-6462,2022-09-18,Active,true
ACCT-006463,PERSON-002715,Synthetic Bank B,Savings,SYN-XXXX-6463,2022-03-27,Active,true
