cdr_id,caller_id,receiver_id,start_time,duration_seconds,call_type,location_id,case_id,evidence_id
CDR007586,PH03359,PH03364,2025-05-01T13:54:44,32,Incoming,L0296,C0313,nan
CDR007587,PH03354,PH03357,2025-07-21T07:17:07,240,Incoming,L0194,C0313,nan
CDR007588,PH03367,PH03364,2025-05-28T10:09:21,25,Outgoing,L0194,C0313,nan
CDR007589,PH03367,PH03370,2025-06-09T02:08:48,125,Outgoing,L0194,C0313,nan
CDR007590,PH03366,PH03370,2025-03-17T17:34:22,310,Outgoing,L0296,C0313,E08551
CDR007591,PH03360,PH03369,2025-04-08T14:01:53,125,Outgoing,L0194,C0313,nan
CDR007592,PH03355,PH03370,2025-08-19T07:08:20,900,Outgoing,L0128,C0313,nan
CDR007593,PH03361,PH03356,2025-12-30T22:03:49,512,Incoming,L0128,C0313,nan
CDR007594,PH03359,PH03363,2025-12-06T13:54:22,180,Outgoing,L0296,C0313,nan
CDR007595,PH03370,PH03366,2025-07-15T08:53:35,25,Outgoing,L0194,C0313,nan
CDR007596,PH03367,PH03364,2025-01-16T06:36:17,47,Incoming,L0128,C0313,nan
CDR007597,PH03357,PH03356,2025-09-15T07:39:54,240,Outgoing,L0194,C0313,nan
CDR007598,PH03368,PH03354,2025-08-18T00:20:29,180,Outgoing,L0534,C0313,E08552
CDR007599,PH03361,PH03365,2025-05-06T14:38:06,47,Incoming,L0534,C0313,nan
CDR007600,PH03358,PH03357,2025-05-21T05:02:11,900,Incoming,L0194,C0313,nan
CDR007601,PH03364,PH03358,2025-08-25T19:23:38,180,Incoming,L0296,C0313,nan
CDR007602,PH03363,PH03357,2025-07-12T02:34:22,812,Incoming,L0194,C0313,nan
CDR007603,PH03364,PH03370,2025-07-03T10:42:22,512,Incoming,L0296,C0313,nan
CDR007604,PH03363,PH03366,2025-01-29T00:11:59,812,Outgoing,L0128,C0313,E08553
CDR007605,PH03362,PH03364,2025-04-03T22:32:09,18,Outgoing,L0128,C0313,nan
CDR007606,PH03368,PH03362,2025-04-29T21:51:51,32,Outgoing,L0128,C0313,nan
CDR007607,PH03357,PH03370,2025-09-18T13:16:59,310,Outgoing,L0296,C0313,E08554
CDR007608,PH03370,PH03356,2025-07-01T08:50:49,18,Incoming,L0534,C0313,nan
CDR007609,PH03357,PH03366,2025-07-28T23:58:08,310,Incoming,L0194,C0313,nan
CDR007610,PH03369,PH03356,2025-05-26T14:00:57,32,Outgoing,L0296,C0313,nan
CDR007611,PH03358,PH03362,2025-07-12T14:20:59,900,Incoming,L0534,C0313,nan
CDR007612,PH03366,PH03362,2025-07-28T14:22:34,900,Outgoing,L0128,C0313,nan
CDR007613,PH03362,PH03365,2025-08-08T21:32:05,812,Incoming,L0194,C0313,nan
CDR007614,PH03364,PH03366,2025-08-13T00:26:23,310,Incoming,L0534,C0313,E08555
CDR007615,PH03386,PH03371,2025-07-24T12:57:10,812,Outgoing,L0524,C0316,nan
CDR007616,PH03381,PH03396,2025-06-30T05:25:42,512,Outgoing,L0524,C0316,nan
CDR007617,PH03382,PH03392,2025-07-17T21:21:13,47,Incoming,L0093,C0316,nan
CDR007618,PH03376,PH03399,2025-08-27T02:35:20,600,Incoming,L0558,C0316,nan
CDR007619,PH03388,PH03396,2025-07-03T10:45:51,900,Incoming,L0558,C0316,nan
CDR007620,PH03375,PH03394,2025-08-24T13:24:50,18,Outgoing,L0093,C0316,nan
CDR007621,PH03382,PH03399,2025-07-04T06:01:03,180,Incoming,L0524,C0316,nan
CDR007622,PH03399,PH03378,2025-07-13T01:06:25,900,Outgoing,L0524,C0316,nan
CDR007623,PH03378,PH03389,2025-08-17T19:57:01,310,Outgoing,L0093,C0316,nan
CDR007624,PH03377,PH03371,2025-08-24T21:04:13,812,Incoming,L0093,C0316,nan
CDR007625,PH03385,PH03376,2025-08-06T16:34:43,125,Outgoing,L0558,C0316,nan
CDR007626,PH03390,PH03387,2025-08-01T02:04:23,310,Outgoing,L0524,C0316,E08570
CDR007627,PH03392,PH03374,2025-08-13T05:40:38,420,Incoming,L0077,C0316,nan
CDR007628,PH03372,PH03394,2025-08-21T04:45:44,125,Incoming,L0524,C0316,nan
CDR007629,PH03382,PH03379,2025-08-05T22:03:41,25,Incoming,L0558,C0316,nan
CDR007630,PH03371,PH03372,2025-08-15T06:14:20,600,Outgoing,L0524,C0316,nan
CDR007631,PH03388,PH03382,2025-07-19T07:18:09,812,Outgoing,L0077,C0316,E08571
CDR007632,PH03394,PH03390,2025-08-16T16:45:58,812,Outgoing,L0093,C0316,nan
CDR007633,PH03372,PH03382,2025-08-03T01:17:11,900,Incoming,L0093,C0316,nan
CDR007634,PH03394,PH03396,2025-07-21T13:02:59,240,Incoming,L0524,C0316,E08572
CDR007635,PH03384,PH03387,2025-08-18T10:10:37,18,Incoming,L0558,C0316,nan
CDR007636,PH03384,PH03374,2025-08-28T11:25:09,25,Incoming,L0558,C0316,nan
CDR007637,PH03384,PH03394,2025-07-21T04:58:16,125,Outgoing,L0524,C0316,nan
CDR007638,PH03382,PH03380,2025-06-25T08:02:10,32,Outgoing,L0524,C0316,nan
CDR007639,PH03396,PH03399,2025-07-17T08:00:24,90,Incoming,L0093,C0316,E08573
CDR007640,PH03380,PH03379,2025-06-28T11:30:36,47,Outgoing,L0558,C0316,nan
CDR007641,PH03388,PH03396,2025-08-22T15:54:22,18,Outgoing,L0093,C0316,E08574
CDR007642,PH03390,PH03379,2025-07-06T11:22:25,812,Incoming,L0077,C0316,nan
CDR007643,PH03394,PH03393,2025-07-24T02:33:29,125,Outgoing,L0558,C0316,nan
CDR007644,PH03398,PH03377,2025-06-28T21:43:29,125,Incoming,L0558,C0316,E08575
CDR007645,PH03386,PH03398,2025-06-24T20:10:13,900,Outgoing,L0558,C0316,nan
CDR007646,PH03371,PH03393,2025-07-03T23:28:57,420,Outgoing,L0077,C0316,nan
CDR007647,PH03375,PH03384,2025-07-07T23:27:37,25,Outgoing,L0077,C0316,E08576
CDR007648,PH03393,PH03382,2025-07-21T10:09:15,90,Incoming,L0077,C0316,nan
CDR007649,PH03391,PH03398,2025-07-17T01:10:58,47,Incoming,L0093,C0316,nan
CDR007650,PH03371,PH03378,2025-07-14T12:25:53,512,Incoming,L0524,C0316,nan
CDR007651,PH03381,PH03392,2025-08-25T19:12:15,25,Incoming,L0524,C0316,E08577
CDR007652,PH03389,PH03399,2025-07-19T08:15:43,25,Outgoing,L0558,C0316,nan
CDR007653,PH03394,PH03379,2025-08-24T02:01:22,125,Incoming,L0524,C0316,nan
CDR007654,PH03379,PH03384,2025-07-27T08:20:02,420,Outgoing,L0558,C0316,nan
CDR007655,PH03390,PH03397,2025-08-21T20:06:03,600,Outgoing,L0558,C0316,nan
CDR007656,PH03388,PH03381,2025-06-30T23:11:02,180,Incoming,L0093,C0316,nan
CDR007657,PH03382,PH03385,2025-07-20T07:21:14,240,Outgoing,L0558,C0316,nan
CDR007658,PH03385,PH03381,2025-08-29T23:10:00,310,Outgoing,L0077,C0316,E08578
CDR007659,PH03376,PH03392,2025-07-12T05:03:12,180,Incoming,L0558,C0316,E08579
CDR007660,PH03393,PH03388,2025-08-15T01:22:01,240,Outgoing,L0093,C0316,E08580
CDR007661,PH03377,PH03397,2025-08-18T20:04:02,18,Outgoing,L0077,C0316,nan
CDR007662,PH03405,PH03415,2025-04-11T04:54:01,125,Outgoing,L0490,C0317,nan
CDR007663,PH03417,PH03414,2025-03-20T16:36:38,63,Incoming,L0450,C0317,nan
CDR007664,PH03430,PH03400,2025-07-14T07:52:37,310,Outgoing,L0411,C0317,nan
CDR007665,PH03401,PH03416,2025-08-16T23:58:05,720,Outgoing,L0470,C0317,nan
CDR007666,PH03420,PH03409,2025-08-13T16:50:39,600,Incoming,L0490,C0317,E08592
CDR007667,PH03405,PH03419,2025-06-13T16:58:38,18,Incoming,L0470,C0317,nan
CDR007668,PH03424,PH03412,2025-04-23T09:00:10,512,Incoming,L0470,C0317,nan
CDR007669,PH03405,PH03420,2025-08-12T09:05:38,900,Incoming,L0411,C0317,nan
CDR007670,PH03420,PH03404,2025-08-11T03:51:20,18,Incoming,L0450,C0317,nan
CDR007671,PH03404,PH03413,2025-04-27T23:51:38,18,Incoming,L0450,C0317,nan
CDR007672,PH03427,PH03416,2025-05-15T04:23:04,310,Incoming,L0490,C0317,nan
CDR007673,PH03433,PH03411,2025-08-07T12:08:59,240,Incoming,L0490,C0317,nan
CDR007674,PH03405,PH03422,2025-04-10T23:14:44,90,Outgoing,L0411,C0317,nan
CDR007675,PH03433,PH03427,2025-06-18T18:31:09,512,Incoming,L0411,C0317,nan
CDR007676,PH03409,PH03407,2025-03-25T09:27:48,47,Outgoing,L0450,C0317,nan
CDR007677,PH03402,PH03428,2025-04-14T07:04:49,125,Incoming,L0470,C0317,nan
CDR007678,PH03413,PH03415,2025-08-04T17:26:07,900,Incoming,L0450,C0317,nan
CDR007679,PH03427,PH03405,2025-07-30T19:21:19,900,Incoming,L0470,C0317,nan
CDR007680,PH03426,PH03405,2025-08-26T23:06:36,25,Outgoing,L0450,C0317,E08593
CDR007681,PH03426,PH03401,2025-05-21T19:29:21,600,Incoming,L0490,C0317,nan
CDR007682,PH03426,PH03414,2025-05-17T10:38:03,18,Incoming,L0450,C0317,nan
CDR007683,PH03415,PH03422,2025-04-21T19:24:10,47,Outgoing,L0411,C0317,nan
CDR007684,PH03417,PH03425,2025-04-19T19:39:46,600,Outgoing,L0450,C0317,nan
CDR007685,PH03404,PH03425,2025-07-11T06:18:33,900,Incoming,L0490,C0317,E08594
CDR007686,PH03414,PH03426,2025-03-18T13:59:45,25,Outgoing,L0470,C0317,nan
CDR007687,PH03406,PH03420,2025-06-27T21:48:34,180,Incoming,L0450,C0317,nan
CDR007688,PH03413,PH03409,2025-03-13T11:24:04,310,Outgoing,L0470,C0317,nan
CDR007689,PH03425,PH03407,2025-03-13T02:36:02,420,Outgoing,L0450,C0317,nan
CDR007690,PH03415,PH03419,2025-06-18T20:17:08,90,Incoming,L0411,C0317,nan
CDR007691,PH03411,PH03428,2025-07-25T00:55:27,180,Outgoing,L0450,C0317,nan
CDR007692,PH03401,PH03411,2025-04-13T17:27:28,900,Incoming,L0490,C0317,nan
CDR007693,PH03426,PH03404,2025-06-30T21:51:54,900,Incoming,L0411,C0317,nan
CDR007694,PH03406,PH03416,2025-03-26T19:57:35,32,Incoming,L0470,C0317,nan
CDR007695,PH03419,PH03416,2025-06-09T23:38:35,420,Outgoing,L0411,C0317,nan
CDR007696,PH03409,PH03412,2025-08-31T17:20:19,720,Outgoing,L0490,C0317,E08595
CDR007697,PH03424,PH03403,2025-05-20T19:01:28,90,Outgoing,L0450,C0317,nan
CDR007698,PH03428,PH03424,2025-05-08T23:35:48,63,Outgoing,L0470,C0317,nan
CDR007699,PH03413,PH03433,2025-05-01T00:59:00,812,Outgoing,L0490,C0317,nan
CDR007700,PH03416,PH03412,2025-08-22T18:52:51,600,Incoming,L0450,C0317,nan
CDR007701,PH03417,PH03433,2025-06-12T21:23:42,310,Incoming,L0470,C0317,nan
CDR007702,PH03417,PH03420,2025-04-29T23:12:18,125,Outgoing,L0490,C0317,nan
CDR007703,PH03427,PH03400,2025-04-04T04:27:49,512,Outgoing,L0470,C0317,nan
CDR007704,PH03423,PH03412,2025-07-03T21:32:13,512,Outgoing,L0470,C0317,E08596
CDR007705,PH03424,PH03403,2025-03-20T10:05:09,47,Outgoing,L0450,C0317,nan
CDR007706,PH03403,PH03424,2025-03-19T01:51:20,900,Outgoing,L0470,C0317,nan
CDR007707,PH03422,PH03407,2025-04-11T04:04:39,180,Incoming,L0470,C0317,nan
CDR007708,PH03429,PH03400,2025-07-21T15:59:41,512,Incoming,L0450,C0317,nan
CDR007709,PH03407,PH03423,2025-04-24T12:16:42,420,Outgoing,L0450,C0317,nan
CDR007710,PH03422,PH03424,2025-03-30T00:16:26,240,Outgoing,L0490,C0317,nan
CDR007711,PH03404,PH03413,2025-08-03T07:00:35,180,Incoming,L0470,C0317,nan
CDR007712,PH03401,PH03424,2025-05-17T19:44:01,90,Outgoing,L0450,C0317,nan
CDR007713,PH03401,PH03423,2025-07-05T09:36:31,720,Outgoing,L0450,C0317,nan
CDR007714,PH03424,PH03400,2025-03-22T12:10:31,900,Incoming,L0450,C0317,nan
CDR007715,PH03423,PH03425,2025-05-15T02:05:55,32,Incoming,L0490,C0317,nan
CDR007716,PH03429,PH03413,2025-04-24T02:20:59,180,Incoming,L0490,C0317,nan
CDR007717,PH03432,PH03410,2025-05-27T21:26:13,90,Outgoing,L0450,C0317,nan
CDR007718,PH03402,PH03430,2025-04-17T12:12:25,720,Incoming,L0411,C0317,nan
CDR007719,PH03405,PH03421,2025-06-03T20:41:54,32,Incoming,L0470,C0317,nan
CDR007720,PH03411,PH03402,2025-07-01T02:08:28,125,Incoming,L0450,C0317,nan
CDR007721,PH03408,PH03433,2025-06-28T20:21:41,900,Incoming,L0411,C0317,nan
CDR007722,PH03404,PH03403,2025-04-28T22:12:26,240,Outgoing,L0470,C0317,nan
CDR007723,PH03407,PH03402,2025-04-23T11:50:28,310,Incoming,L0411,C0317,nan
CDR007724,PH03432,PH03430,2025-07-31T07:53:37,600,Outgoing,L0470,C0317,nan
CDR007725,PH03423,PH03422,2025-05-29T16:59:37,812,Outgoing,L0450,C0317,nan
CDR007726,PH03401,PH03430,2025-07-04T21:39:48,125,Outgoing,L0450,C0317,nan
CDR007727,PH03418,PH03405,2025-08-21T08:11:28,25,Incoming,L0470,C0317,E08597
CDR007728,PH03418,PH03407,2025-06-04T07:21:12,63,Outgoing,L0470,C0317,nan
CDR007729,PH03406,PH03404,2025-07-13T12:35:23,18,Outgoing,L0490,C0317,nan
CDR007730,PH03417,PH03411,2025-08-01T21:02:50,600,Incoming,L0470,C0317,nan
CDR007731,PH03420,PH03405,2025-08-18T22:13:00,25,Incoming,L0450,C0317,nan
CDR007732,PH03432,PH03422,2025-03-14T03:18:46,125,Incoming,L0470,C0317,nan
CDR007733,PH03422,PH03410,2025-08-02T01:06:02,32,Incoming,L0470,C0317,nan
CDR007734,PH03423,PH03424,2025-08-02T04:39:42,32,Incoming,L0411,C0317,nan
CDR007735,PH03413,PH03432,2025-08-24T18:24:10,240,Outgoing,L0411,C0317,nan
CDR007736,PH03409,PH03428,2025-05-13T21:55:46,125,Incoming,L0470,C0317,E08598
CDR007737,PH03414,PH03424,2025-08-27T15:14:05,720,Incoming,L0470,C0317,nan
CDR007738,PH03409,PH03408,2025-06-06T06:49:31,25,Outgoing,L0490,C0317,E08599
CDR007739,PH03422,PH03431,2025-04-11T06:51:04,900,Outgoing,L0450,C0317,nan
CDR007740,PH03432,PH03409,2025-06-14T08:11:41,600,Incoming,L0470,C0317,nan
CDR007741,PH03430,PH03429,2025-08-15T02:36:38,32,Outgoing,L0450,C0317,nan
CDR007742,PH03436,PH03435,2025-04-14T12:58:19,125,Outgoing,L0555,C0318,E08627
CDR007743,PH03437,PH03435,2025-08-02T17:32:16,180,Outgoing,L0401,C0318,nan
CDR007744,PH03437,PH03435,2025-08-03T13:37:37,812,Incoming,L0555,C0318,nan
CDR007745,PH03437,PH03435,2025-03-05T08:53:00,812,Incoming,L0588,C0318,nan
CDR007746,PH03434,PH03436,2025-04-02T16:47:24,125,Outgoing,L0401,C0318,nan
CDR007747,PH03444,PH03443,2025-07-10T05:47:14,812,Incoming,L0030,C0319,nan
CDR007748,PH03460,PH03451,2025-07-05T10:57:37,240,Incoming,L0405,C0319,E08629
CDR007749,PH03443,PH03441,2025-06-22T08:29:05,812,Outgoing,L0405,C0319,nan
CDR007750,PH03457,PH03463,2025-06-17T06:11:50,18,Outgoing,L0264,C0319,nan
CDR007751,PH03465,PH03461,2025-07-25T06:10:20,240,Incoming,L0405,C0319,nan
CDR007752,PH03463,PH03439,2025-07-17T23:56:24,310,Incoming,L0264,C0319,nan
CDR007753,PH03444,PH03451,2025-08-25T05:58:56,47,Outgoing,L0405,C0319,nan
CDR007754,PH03447,PH03464,2025-06-30T05:11:08,310,Outgoing,L0405,C0319,nan
CDR007755,PH03440,PH03464,2025-08-23T05:32:01,420,Outgoing,L0182,C0319,nan
CDR007756,PH03448,PH03446,2025-06-17T22:32:03,47,Outgoing,L0182,C0319,nan
CDR007757,PH03444,PH03460,2025-08-16T12:26:48,18,Outgoing,L0405,C0319,nan
CDR007758,PH03461,PH03464,2025-07-30T13:30:33,420,Incoming,L0030,C0319,nan
CDR007759,PH03457,PH03459,2025-07-07T17:14:37,812,Outgoing,L0264,C0319,nan
CDR007760,PH03439,PH03465,2025-08-13T10:33:40,310,Outgoing,L0264,C0319,nan
CDR007761,PH03465,PH03448,2025-08-04T17:09:04,90,Incoming,L0264,C0319,nan
CDR007762,PH03442,PH03450,2025-06-24T18:51:56,125,Incoming,L0405,C0319,nan
CDR007763,PH03457,PH03442,2025-07-26T13:08:32,90,Outgoing,L0182,C0319,nan
CDR007764,PH03439,PH03438,2025-08-18T18:13:50,32,Outgoing,L0405,C0319,nan
CDR007765,PH03455,PH03452,2025-07-17T18:36:39,90,Incoming,L0182,C0319,nan
CDR007766,PH03461,PH03458,2025-08-22T20:53:52,32,Outgoing,L0182,C0319,nan
CDR007767,PH03444,PH03454,2025-06-19T01:27:02,420,Outgoing,L0264,C0319,nan
CDR007768,PH03455,PH03452,2025-07-26T03:19:44,47,Incoming,L0264,C0319,nan
CDR007769,PH03465,PH03447,2025-08-13T23:23:09,720,Outgoing,L0405,C0319,E08630
CDR007770,PH03438,PH03448,2025-08-16T02:04:02,310,Incoming,L0405,C0319,nan
CDR007771,PH03463,PH03453,2025-08-17T14:42:55,512,Incoming,L0182,C0319,nan
CDR007772,PH03443,PH03458,2025-07-21T21:19:49,125,Outgoing,L0405,C0319,nan
CDR007773,PH03456,PH03461,2025-08-17T17:58:54,240,Incoming,L0030,C0319,nan
CDR007774,PH03438,PH03455,2025-07-25T04:03:56,18,Incoming,L0182,C0319,nan
CDR007775,PH03460,PH03443,2025-08-19T06:23:37,180,Incoming,L0030,C0319,nan
CDR007776,PH03442,PH03438,2025-06-22T10:14:50,63,Incoming,L0030,C0319,nan
CDR007777,PH03448,PH03460,2025-07-22T20:30:37,600,Outgoing,L0264,C0319,nan
CDR007778,PH03463,PH03462,2025-07-12T10:31:10,600,Incoming,L0030,C0319,nan
CDR007779,PH03438,PH03464,2025-07-07T13:05:16,240,Incoming,L0182,C0319,nan
CDR007780,PH03459,PH03450,2025-08-08T09:56:39,32,Incoming,L0264,C0319,E08631
CDR007781,PH03462,PH03454,2025-06-24T22:49:11,240,Incoming,L0264,C0319,E08632
CDR007782,PH03452,PH03450,2025-06-29T10:08:36,812,Outgoing,L0264,C0319,nan
CDR007783,PH03449,PH03451,2025-08-30T12:37:11,600,Outgoing,L0264,C0319,nan
CDR007784,PH03464,PH03463,2025-08-19T05:32:00,90,Incoming,L0030,C0319,nan
CDR007785,PH03448,PH03446,2025-06-25T10:48:48,720,Incoming,L0182,C0319,nan
CDR007786,PH03447,PH03459,2025-07-31T08:30:33,180,Incoming,L0264,C0319,E08633
CDR007787,PH03457,PH03444,2025-07-12T09:36:00,32,Outgoing,L0405,C0319,nan
CDR007788,PH03461,PH03440,2025-07-16T10:12:12,720,Outgoing,L0030,C0319,nan
CDR007789,PH03440,PH03443,2025-07-13T01:27:45,240,Incoming,L0264,C0319,nan
CDR007790,PH03470,PH03481,2025-01-23T22:20:30,47,Outgoing,L0158,C0320,nan
CDR007791,PH03510,PH03466,2025-08-23T00:14:27,25,Incoming,L0450,C0320,nan
CDR007792,PH03498,PH03501,2025-04-26T18:02:09,420,Outgoing,L0158,C0320,nan
CDR007793,PH03470,PH03505,2025-06-06T17:50:12,512,Incoming,L0203,C0320,nan
CDR007794,PH03484,PH03485,2025-08-05T21:23:48,600,Outgoing,L0450,C0320,nan
CDR007795,PH03470,PH03484,2025-11-25T03:25:39,900,Incoming,L0450,C0320,nan
CDR007796,PH03475,PH03500,2025-03-12T16:53:44,900,Incoming,L0158,C0320,nan
CDR007797,PH03494,PH03484,2025-06-17T09:55:44,47,Outgoing,L0450,C0320,nan
CDR007798,PH03491,PH03477,2025-05-13T14:11:12,512,Outgoing,L0450,C0320,E08641
CDR007799,PH03509,PH03508,2025-05-15T19:08:50,90,Incoming,L0203,C0320,nan
CDR007800,PH03474,PH03493,2025-06-28T18:51:44,63,Incoming,L0254,C0320,E08642
CDR007801,PH03469,PH03504,2025-10-23T06:04:40,420,Outgoing,L0450,C0320,E08643
CDR007802,PH03487,PH03467,2025-04-23T00:51:26,180,Outgoing,L0254,C0320,nan
CDR007803,PH03491,PH03492,2025-03-22T03:41:16,18,Outgoing,L0450,C0320,E08644
CDR007804,PH03506,PH03469,2025-11-28T04:25:33,420,Outgoing,L0254,C0320,nan
CDR007805,PH03506,PH03468,2025-04-08T23:39:08,125,Incoming,L0158,C0320,nan
CDR007806,PH03479,PH03477,2025-03-31T02:04:48,900,Outgoing,L0450,C0320,nan
CDR007807,PH03482,PH03497,2025-01-07T06:47:37,310,Incoming,L0254,C0320,nan
CDR007808,PH03508,PH03504,2025-11-05T05:06:20,90,Incoming,L0450,C0320,nan
CDR007809,PH03505,PH03510,2025-02-27T06:07:02,180,Incoming,L0450,C0320,nan
CDR007810,PH03499,PH03495,2025-08-16T10:16:43,90,Incoming,L0203,C0320,nan
CDR007811,PH03491,PH03493,2025-10-18T23:27:19,47,Outgoing,L0254,C0320,nan
CDR007812,PH03483,PH03470,2025-01-27T23:54:45,125,Outgoing,L0254,C0320,E08645
CDR007813,PH03480,PH03490,2025-05-21T03:02:59,63,Outgoing,L0158,C0320,nan
CDR007814,PH03496,PH03482,2025-04-12T20:28:30,47,Outgoing,L0203,C0320,E08646
CDR007815,PH03474,PH03496,2025-10-07T08:06:33,32,Outgoing,L0254,C0320,nan
CDR007816,PH03505,PH03508,2025-02-26T07:55:12,720,Outgoing,L0203,C0320,nan
CDR007817,PH03501,PH03498,2025-04-13T20:44:38,310,Incoming,L0450,C0320,nan
CDR007818,PH03489,PH03501,2025-05-08T22:57:40,18,Outgoing,L0450,C0320,nan
CDR007819,PH03475,PH03478,2025-12-18T18:17:38,420,Outgoing,L0450,C0320,nan
CDR007820,PH03489,PH03473,2025-08-25T00:11:22,47,Incoming,L0158,C0320,nan
CDR007821,PH03476,PH03480,2025-04-21T01:28:16,512,Incoming,L0450,C0320,nan
CDR007822,PH03490,PH03505,2025-05-30T21:32:08,600,Incoming,L0450,C0320,nan
CDR007823,PH03481,PH03469,2025-06-25T19:47:21,25,Incoming,L0158,C0320,nan
CDR007824,PH03490,PH03473,2025-03-28T10:06:35,420,Outgoing,L0203,C0320,nan
CDR007825,PH03495,PH03489,2025-02-16T23:59:43,720,Outgoing,L0203,C0320,nan
CDR007826,PH03497,PH03505,2025-10-10T08:49:00,600,Incoming,L0158,C0320,E08647
CDR007827,PH03488,PH03477,2025-12-15T14:01:20,420,Outgoing,L0158,C0320,nan
CDR007828,PH03482,PH03505,2025-03-28T16:26:39,32,Incoming,L0158,C0320,nan
CDR007829,PH03508,PH03506,2025-03-15T03:18:01,18,Incoming,L0450,C0320,nan
CDR007830,PH03488,PH03497,2025-03-11T00:20:18,512,Outgoing,L0158,C0320,nan
CDR007831,PH03472,PH03509,2025-09-21T19:44:04,310,Incoming,L0203,C0320,nan
CDR007832,PH03493,PH03467,2025-11-19T22:18:15,812,Incoming,L0254,C0320,nan
CDR007833,PH03481,PH03496,2025-03-01T06:15:51,600,Incoming,L0203,C0320,nan
CDR007834,PH03470,PH03502,2025-07-28T13:35:50,812,Outgoing,L0450,C0320,nan
CDR007835,PH03473,PH03497,2025-08-07T08:06:50,180,Incoming,L0203,C0320,nan
CDR007836,PH03481,PH03485,2025-05-08T03:46:34,32,Outgoing,L0203,C0320,nan
CDR007837,PH03505,PH03483,2025-01-05T16:25:32,18,Incoming,L0254,C0320,nan
CDR007838,PH03501,PH03500,2025-08-05T04:03:39,900,Incoming,L0203,C0320,nan
CDR007839,PH03508,PH03493,2025-10-07T08:31:52,63,Incoming,L0254,C0320,E08648
CDR007840,PH03499,PH03467,2025-12-02T20:36:25,600,Outgoing,L0203,C0320,nan
CDR007841,PH03495,PH03481,2025-06-10T05:54:50,180,Outgoing,L0203,C0320,E08649
CDR007842,PH03489,PH03471,2025-06-09T19:07:13,900,Outgoing,L0158,C0320,nan
CDR007843,PH03510,PH03475,2025-02-11T21:39:17,420,Outgoing,L0203,C0320,nan
CDR007844,PH03470,PH03498,2025-07-12T04:26:02,310,Outgoing,L0203,C0320,E08650
CDR007845,PH03474,PH03466,2025-07-19T12:16:06,812,Outgoing,L0203,C0320,nan
CDR007846,PH03505,PH03476,2025-12-02T15:55:03,600,Incoming,L0450,C0320,E08651
CDR007847,PH03476,PH03506,2025-06-13T19:33:54,720,Outgoing,L0203,C0320,nan
CDR007848,PH03490,PH03493,2025-11-05T00:44:42,180,Incoming,L0203,C0320,nan
CDR007849,PH03488,PH03479,2025-08-22T23:14:31,47,Incoming,L0158,C0320,nan
CDR007850,PH03470,PH03493,2025-09-16T00:11:25,900,Outgoing,L0450,C0320,E08652
CDR007851,PH03473,PH03507,2025-03-09T10:24:42,125,Incoming,L0158,C0320,nan
CDR007852,PH03493,PH03478,2025-11-27T21:36:00,512,Outgoing,L0158,C0320,nan
CDR007853,PH03467,PH03479,2025-06-29T02:16:50,25,Incoming,L0203,C0320,nan
CDR007854,PH03480,PH03472,2025-06-30T09:58:14,420,Outgoing,L0450,C0320,nan
CDR007855,PH03502,PH03492,2025-02-28T06:13:52,420,Incoming,L0450,C0320,nan
CDR007856,PH03496,PH03482,2025-04-07T18:11:24,310,Incoming,L0254,C0320,nan
CDR007857,PH03483,PH03475,2025-09-19T14:03:54,310,Incoming,L0203,C0320,nan
CDR007858,PH03506,PH03469,2025-06-12T16:00:16,63,Outgoing,L0254,C0320,nan
CDR007859,PH03499,PH03482,2025-05-25T23:59:20,900,Outgoing,L0158,C0320,nan
CDR007860,PH03469,PH03499,2025-01-23T19:25:55,240,Incoming,L0254,C0320,nan
CDR007861,PH03475,PH03504,2025-12-13T03:50:11,600,Incoming,L0203,C0320,nan
CDR007862,PH03467,PH03504,2025-06-11T19:10:46,125,Outgoing,L0450,C0320,nan
CDR007863,PH03475,PH03504,2025-08-12T03:30:44,310,Incoming,L0158,C0320,nan
CDR007864,PH03472,PH03496,2025-02-05T02:37:21,310,Outgoing,L0158,C0320,nan
CDR007865,PH03494,PH03472,2025-08-10T22:22:34,600,Incoming,L0450,C0320,nan
CDR007866,PH03496,PH03469,2025-05-17T18:47:19,90,Outgoing,L0254,C0320,nan
CDR007867,PH03507,PH03474,2025-04-04T22:40:31,18,Incoming,L0158,C0320,nan
CDR007868,PH03502,PH03504,2025-08-21T18:51:34,240,Outgoing,L0254,C0320,nan
CDR007869,PH03506,PH03484,2025-01-03T05:48:19,63,Incoming,L0158,C0320,nan
CDR007870,PH03484,PH03506,2025-07-02T21:17:59,420,Incoming,L0254,C0320,nan
CDR007871,PH03497,PH03477,2025-01-12T00:58:47,812,Outgoing,L0203,C0320,nan
CDR007872,PH03504,PH03510,2025-09-08T04:12:36,18,Outgoing,L0203,C0320,nan
CDR007873,PH03476,PH03487,2025-12-01T14:08:26,420,Incoming,L0203,C0320,nan
CDR007874,PH03485,PH03478,2025-05-25T10:08:37,90,Incoming,L0203,C0320,nan
CDR007875,PH03488,PH03506,2025-10-24T11:46:00,240,Outgoing,L0203,C0320,nan
CDR007876,PH03509,PH03507,2025-11-13T15:11:26,125,Incoming,L0450,C0320,nan
CDR007877,PH03493,PH03474,2025-05-14T06:40:10,63,Outgoing,L0158,C0320,E08653
