relationship_id,source_entity_id,source_entity_type,target_entity_id,target_entity_type,relationship_type,timestamp,case_id,evidence_id,confidence,source
R023150,P05040,person,EV03032,event,MEETING_ATTENDED,2025-06-03T14:18:58,C0359,nan,0.88,nan
R023151,P05037,person,EV03033,event,MEETING_ATTENDED,2025-06-19T11:12:38,C0359,nan,0.63,nan
R023152,P05039,person,EV03034,event,MEETING_ATTENDED,2025-08-17T22:22:14,C0359,nan,0.61,nan
R023153,P05037,person,EV03035,event,MEETING_ATTENDED,2025-08-20T15:35:52,C0359,nan,0.82,nan
R023154,P05022,person,EV03036,event,MEETING_ATTENDED,2025-05-18T09:58:43,C0359,nan,0.91,nan
R023155,P05043,person,EV03037,event,MEETING_ATTENDED,2025-07-13T00:05:53,C0360,nan,0.87,nan
R023156,P05045,person,EV03038,event,MEETING_ATTENDED,2025-07-19T20:42:11,C0360,nan,0.77,nan
R023157,P05047,person,EV03039,event,MEETING_ATTENDED,2025-04-05T16:28:47,C0360,nan,0.9,nan
R023158,P05047,person,EV03040,event,MEETING_ATTENDED,2025-07-08T01:52:43,C0360,nan,0.63,nan
R023159,P05061,person,EV03041,event,MEETING_ATTENDED,2025-07-30T08:52:01,C0361,nan,0.79,nan
R023160,P05049,person,EV03042,event,MEETING_ATTENDED,2025-06-09T02:57:58,C0361,nan,0.75,nan
R023161,P05056,person,EV03043,event,MEETING_ATTENDED,2025-04-10T16:34:54,C0361,nan,0.87,nan
R023162,P05053,person,EV03044,event,MEETING_ATTENDED,2025-05-31T04:10:21,C0361,nan,0.91,nan
R023163,P05060,person,EV03045,event,MEETING_ATTENDED,2025-07-11T06:00:38,C0361,nan,0.85,nan
R023164,P05060,person,EV03046,event,MEETING_ATTENDED,2025-07-29T19:56:50,C0361,nan,0.82,nan
R023165,P05059,person,EV03047,event,MEETING_ATTENDED,2025-04-21T09:34:02,C0361,nan,0.89,nan
R023166,P05064,person,EV03048,event,MEETING_ATTENDED,2025-03-12T17:39:14,C0362,nan,0.9,nan
R023167,P04231,person,EV03049,event,MEETING_ATTENDED,2025-06-02T10:00:57,C0362,nan,0.95,nan
R023168,P05064,person,EV03050,event,MEETING_ATTENDED,2025-07-07T11:07:58,C0362,nan,0.67,nan
R023169,P05071,person,EV03051,event,MEETING_ATTENDED,2025-07-06T18:48:59,C0363,nan,0.88,nan
R023170,P05066,person,EV03052,event,MEETING_ATTENDED,2025-11-01T19:45:04,C0363,nan,0.74,nan
R023171,P05072,person,EV03053,event,MEETING_ATTENDED,2025-06-06T03:40:30,C0363,nan,0.87,nan
R023172,P05091,person,EV03054,event,MEETING_ATTENDED,2025-05-26T10:54:25,C0363,nan,0.98,nan
R023173,P05070,person,EV03055,event,MEETING_ATTENDED,2025-01-14T08:05:37,C0363,nan,0.84,nan
R023174,P05071,person,EV03056,event,MEETING_ATTENDED,2025-02-19T23:27:22,C0363,nan,0.85,nan
R023175,P05079,person,EV03057,event,MEETING_ATTENDED,2025-11-17T07:24:06,C0363,nan,0.9,nan
R023176,P05090,person,EV03058,event,MEETING_ATTENDED,2025-10-05T07:05:35,C0363,nan,0.84,nan
R023177,P05092,person,EV03059,event,MEETING_ATTENDED,2025-01-01T08:06:10,C0363,nan,0.9,nan
R023178,P05086,person,EV03060,event,MEETING_ATTENDED,2025-07-28T11:50:55,C0363,nan,0.63,nan
R023179,P05082,person,EV03061,event,MEETING_ATTENDED,2025-08-08T16:20:52,C0363,nan,0.83,nan
R023180,P05085,person,EV03062,event,MEETING_ATTENDED,2025-06-13T14:02:54,C0363,nan,0.77,nan
R023181,P05091,person,EV03063,event,MEETING_ATTENDED,2025-02-19T14:18:32,C0363,nan,0.78,nan
R023182,P05078,person,EV03064,event,MEETING_ATTENDED,2025-07-24T19:05:27,C0363,nan,0.86,nan
R023183,P05066,person,EV03065,event,MEETING_ATTENDED,2025-04-30T03:14:16,C0363,nan,0.62,nan
R023184,P05069,person,EV03066,event,MEETING_ATTENDED,2025-02-05T17:02:41,C0363,nan,0.7,nan
R023185,P05091,person,EV03067,event,MEETING_ATTENDED,2025-06-19T00:44:23,C0363,nan,0.9,nan
R023186,P05098,person,EV03068,event,MEETING_ATTENDED,2025-05-16T21:31:35,C0364,nan,0.66,nan
R023187,P05097,person,EV03069,event,MEETING_ATTENDED,2025-05-19T06:27:51,C0364,nan,0.78,nan
R023188,P05111,person,EV03070,event,MEETING_ATTENDED,2025-09-15T00:11:25,C0364,nan,0.81,nan
R023189,P05122,person,EV03071,event,MEETING_ATTENDED,2025-01-26T06:30:46,C0364,nan,0.86,nan
R023190,P05113,person,EV03072,event,MEETING_ATTENDED,2025-04-08T10:44:28,C0364,nan,0.68,nan
R023191,P05116,person,EV03073,event,MEETING_ATTENDED,2025-08-08T00:06:00,C0364,nan,0.76,nan
R023192,P05105,person,EV03074,event,MEETING_ATTENDED,2025-08-28T21:08:43,C0364,nan,0.97,nan
R023193,P05112,person,EV03075,event,MEETING_ATTENDED,2025-06-29T22:32:49,C0364,nan,0.76,nan
R023194,P05097,person,EV03076,event,MEETING_ATTENDED,2025-04-12T22:19:58,C0364,nan,0.68,nan
R023195,P05097,person,EV03077,event,MEETING_ATTENDED,2025-09-15T14:13:49,C0364,nan,0.63,nan
R023196,P05099,person,EV03078,event,MEETING_ATTENDED,2025-02-18T00:34:27,C0364,nan,0.76,nan
R023197,P05118,person,EV03079,event,MEETING_ATTENDED,2025-02-11T12:03:11,C0364,nan,0.89,nan
R023198,P05130,person,EV03080,event,MEETING_ATTENDED,2025-05-13T23:11:30,C0365,nan,0.72,nan
R023199,P05126,person,EV03081,event,MEETING_ATTENDED,2025-12-05T11:59:29,C0365,nan,0.89,nan
R023200,P05126,person,EV03082,event,MEETING_ATTENDED,2025-11-04T09:29:09,C0365,nan,0.84,nan
R023201,P05123,person,EV03083,event,MEETING_ATTENDED,2025-02-07T21:43:03,C0365,nan,0.67,nan
R023202,P05124,person,EV03084,event,MEETING_ATTENDED,2025-04-23T12:33:25,C0365,nan,0.82,nan
R023203,P05131,person,EV03085,event,MEETING_ATTENDED,2025-03-14T14:02:29,C0365,nan,0.88,nan
R023204,P05134,person,EV03086,event,MEETING_ATTENDED,2025-04-26T16:50:43,C0365,nan,0.76,nan
R023205,P05133,person,EV03087,event,MEETING_ATTENDED,2025-05-21T12:13:00,C0365,nan,0.93,nan
R023206,P05158,person,EV03088,event,MEETING_ATTENDED,2025-04-15T11:12:58,C0366,nan,0.94,nan
R023207,P05158,person,EV03089,event,MEETING_ATTENDED,2025-04-28T22:35:05,C0366,nan,0.99,nan
R023208,P05159,person,EV03090,event,MEETING_ATTENDED,2025-05-16T17:42:01,C0366,nan,0.64,nan
R023209,P05138,person,EV03091,event,MEETING_ATTENDED,2025-05-15T01:57:57,C0366,nan,0.75,nan
R023210,P05145,person,EV03092,event,MEETING_ATTENDED,2025-06-11T21:28:16,C0366,nan,0.66,nan
R023211,P05148,person,EV03093,event,MEETING_ATTENDED,2025-05-19T19:22:44,C0366,nan,0.66,nan
R023212,P05146,person,EV03094,event,MEETING_ATTENDED,2025-04-17T02:55:50,C0366,nan,0.8,nan
R023213,P05156,person,EV03095,event,MEETING_ATTENDED,2025-08-29T15:33:06,C0366,nan,0.83,nan
R023214,P05153,person,EV03096,event,MEETING_ATTENDED,2025-08-27T11:30:18,C0366,nan,0.72,nan
R023215,P05152,person,EV03097,event,MEETING_ATTENDED,2025-07-07T01:01:07,C0366,nan,0.65,nan
R023216,P05139,person,EV03098,event,MEETING_ATTENDED,2025-05-23T10:58:49,C0366,nan,0.8,nan
R023217,P05147,person,EV03099,event,MEETING_ATTENDED,2025-06-27T18:34:46,C0366,nan,0.73,nan
R023218,P05163,person,EV03100,event,MEETING_ATTENDED,2025-06-18T03:46:46,C0367,nan,0.6,nan
R023219,P03572,person,EV03101,event,MEETING_ATTENDED,2025-01-02T15:14:49,C0367,nan,0.87,nan
R023220,P00164,person,EV03102,event,MEETING_ATTENDED,2025-10-18T00:17:43,C0368,nan,0.86,nan
R023221,P05164,person,EV03103,event,MEETING_ATTENDED,2025-01-19T11:54:24,C0368,nan,0.92,nan
R023222,P05166,person,EV03104,event,MEETING_ATTENDED,2026-02-14T13:08:46,C0369,nan,0.87,nan
R023223,P05166,person,EV03105,event,MEETING_ATTENDED,2026-08-10T09:13:17,C0369,nan,0.75,nan
R023224,P05170,person,EV03106,event,MEETING_ATTENDED,2026-05-05T10:17:26,C0370,nan,0.75,nan
R023225,P05190,person,EV03107,event,MEETING_ATTENDED,2026-07-13T06:20:29,C0370,nan,0.72,nan
R023226,P05176,person,EV03108,event,MEETING_ATTENDED,2026-07-03T05:39:08,C0370,nan,0.79,nan
R023227,P05185,person,EV03109,event,MEETING_ATTENDED,2026-06-11T01:19:39,C0370,nan,0.67,nan
R023228,P05174,person,EV03110,event,MEETING_ATTENDED,2026-05-27T21:09:55,C0370,nan,0.93,nan
R023229,P05172,person,EV03111,event,MEETING_ATTENDED,2026-05-09T12:23:18,C0370,nan,0.62,nan
R023230,P05183,person,EV03112,event,MEETING_ATTENDED,2026-08-12T19:45:53,C0370,nan,0.83,nan
R023231,P05188,person,EV03113,event,MEETING_ATTENDED,2026-07-26T01:39:00,C0370,nan,0.66,nan
R023232,P05181,person,EV03114,event,MEETING_ATTENDED,2026-05-30T18:09:39,C0370,nan,0.86,nan
R023233,P05193,person,EV03115,event,MEETING_ATTENDED,2026-07-22T19:52:12,C0370,nan,0.75,nan
R023234,P05189,person,EV03116,event,MEETING_ATTENDED,2026-05-17T16:40:52,C0370,nan,0.69,nan
R023235,P05192,person,EV03117,event,MEETING_ATTENDED,2026-06-12T00:23:13,C0370,nan,0.62,nan
R023236,P05192,person,EV03118,event,MEETING_ATTENDED,2026-06-16T15:07:04,C0370,nan,0.79,nan
R023237,P05170,person,EV03119,event,MEETING_ATTENDED,2026-06-16T23:57:18,C0370,nan,0.74,nan
R023238,P05179,person,EV03120,event,MEETING_ATTENDED,2026-05-28T07:24:01,C0370,nan,0.9,nan
R023239,P05179,person,EV03121,event,MEETING_ATTENDED,2026-06-08T15:42:34,C0370,nan,0.7,nan
R023240,P05181,person,EV03122,event,MEETING_ATTENDED,2026-08-26T17:38:26,C0370,nan,0.88,nan
R023241,P05194,person,EV03123,event,MEETING_ATTENDED,2026-07-27T09:54:36,C0371,nan,0.93,nan
R023242,P03328,person,EV03124,event,MEETING_ATTENDED,2026-06-01T07:57:23,C0371,nan,0.88,nan
R023243,P05204,person,EV03125,event,MEETING_ATTENDED,2026-08-06T07:08:00,C0372,nan,0.97,nan
R023244,P05216,person,EV03126,event,MEETING_ATTENDED,2026-01-05T07:08:37,C0372,nan,0.84,nan
R023245,P05217,person,EV03127,event,MEETING_ATTENDED,2026-01-04T23:09:42,C0372,nan,0.8,nan
R023246,P05218,person,EV03128,event,MEETING_ATTENDED,2026-04-10T03:36:15,C0372,nan,0.77,nan
R023247,P05203,person,EV03129,event,MEETING_ATTENDED,2026-10-10T18:20:20,C0372,nan,0.98,nan
R023248,P05208,person,EV03130,event,MEETING_ATTENDED,2026-07-07T01:39:15,C0372,nan,0.81,nan
R023249,P05211,person,EV03131,event,MEETING_ATTENDED,2026-08-22T19:52:56,C0372,nan,0.86,nan
R023250,P05196,person,EV03132,event,MEETING_ATTENDED,2026-02-18T20:48:55,C0372,nan,0.68,nan
R023251,P05199,person,EV03133,event,MEETING_ATTENDED,2026-02-03T10:44:25,C0372,nan,0.82,nan
R023252,P05207,person,EV03134,event,MEETING_ATTENDED,2026-09-29T14:10:37,C0372,nan,0.84,nan
R023253,P05217,person,EV03135,event,MEETING_ATTENDED,2026-08-02T23:53:16,C0372,nan,0.69,nan
R023254,P05200,person,EV03136,event,MEETING_ATTENDED,2026-07-24T23:25:32,C0372,nan,0.69,nan
R023255,P05220,person,EV03137,event,MEETING_ATTENDED,2026-08-30T05:44:40,C0372,nan,0.8,nan
R023256,P05215,person,EV03138,event,MEETING_ATTENDED,2026-08-01T18:44:30,C0372,nan,0.89,nan
R023257,P05212,person,EV03139,event,MEETING_ATTENDED,2026-06-09T02:43:33,C0372,nan,0.73,nan
R023258,P05217,person,EV03140,event,MEETING_ATTENDED,2026-08-18T14:40:03,C0372,nan,0.82,nan
R023259,P05211,person,EV03141,event,MEETING_ATTENDED,2026-09-26T16:15:27,C0372,nan,0.89,nan
R023260,P05225,person,EV03142,event,MEETING_ATTENDED,2026-01-19T07:33:47,C0373,nan,0.83,nan
R023261,P05227,person,EV03143,event,MEETING_ATTENDED,2026-08-05T05:53:53,C0373,nan,0.9,nan
R023262,P05226,person,EV03144,event,MEETING_ATTENDED,2026-08-26T00:58:05,C0373,nan,0.69,nan
R023263,P05225,person,EV03145,event,MEETING_ATTENDED,2026-12-25T00:39:04,C0373,nan,0.75,nan
R023264,P01544,person,EV03146,event,MEETING_ATTENDED,2026-08-17T20:19:35,C0374,nan,0.74,nan
R023265,P03468,person,EV03147,event,MEETING_ATTENDED,2026-06-16T07:28:11,C0374,nan,0.91,nan
R023266,P05232,person,EV03148,event,MEETING_ATTENDED,2026-05-18T18:45:32,C0374,nan,0.61,nan
R023267,P05229,person,EV03149,event,MEETING_ATTENDED,2026-05-20T15:13:57,C0374,nan,0.83,nan
R023268,P05229,person,EV03150,event,MEETING_ATTENDED,2026-06-19T00:20:09,C0374,nan,0.66,nan
R023269,P05228,person,EV03151,event,MEETING_ATTENDED,2026-08-02T16:47:36,C0374,nan,0.82,nan
R023270,P05250,person,EV03152,event,MEETING_ATTENDED,2026-10-18T05:46:01,C0375,nan,0.78,nan
R023271,P05251,person,EV03153,event,MEETING_ATTENDED,2026-08-01T01:21:58,C0375,nan,0.98,nan
R023272,P05249,person,EV03154,event,MEETING_ATTENDED,2026-05-23T11:33:37,C0375,nan,0.96,nan
R023273,P05241,person,EV03155,event,MEETING_ATTENDED,2026-11-30T22:07:48,C0375,nan,0.91,nan
R023274,P05247,person,EV03156,event,MEETING_ATTENDED,2026-08-08T23:34:39,C0375,nan,0.63,nan
R023275,P05237,person,EV03157,event,MEETING_ATTENDED,2026-05-19T19:28:46,C0375,nan,0.87,nan
R023276,P05238,person,EV03158,event,MEETING_ATTENDED,2026-08-31T17:23:07,C0375,nan,0.96,nan
R023277,P05244,person,EV03159,event,MEETING_ATTENDED,2026-04-11T18:13:24,C0375,nan,0.69,nan
R023278,P05249,person,EV03160,event,MEETING_ATTENDED,2026-04-23T10:49:44,C0375,nan,0.88,nan
R023279,P02635,person,EV03161,event,MEETING_ATTENDED,2026-03-11T09:18:38,C0376,nan,0.96,nan
R023280,P05255,person,EV03162,event,MEETING_ATTENDED,2026-08-08T03:04:53,C0376,nan,0.64,nan
R023281,P05262,person,EV03163,event,MEETING_ATTENDED,2026-08-09T10:11:00,C0376,nan,0.67,nan
R023282,P05256,person,EV03164,event,MEETING_ATTENDED,2026-07-02T02:45:15,C0376,nan,0.72,nan
R023283,P05261,person,EV03165,event,MEETING_ATTENDED,2026-01-09T21:12:10,C0376,nan,0.67,nan
R023284,P05255,person,EV03166,event,MEETING_ATTENDED,2026-03-19T14:37:57,C0376,nan,0.74,nan
R023285,P02635,person,EV03167,event,MEETING_ATTENDED,2026-07-09T18:31:40,C0376,nan,0.93,nan
R023286,P05257,person,EV03168,event,MEETING_ATTENDED,2026-10-21T12:46:33,C0376,nan,0.99,nan
R023287,P05252,person,EV03169,event,MEETING_ATTENDED,2026-04-30T14:51:46,C0376,nan,0.78,nan
R023288,P05267,person,EV03170,event,MEETING_ATTENDED,2026-09-14T11:30:22,C0377,nan,0.69,nan
R023289,P05270,person,EV03171,event,MEETING_ATTENDED,2026-04-04T18:40:47,C0377,nan,0.9,nan
R023290,P05270,person,EV03172,event,MEETING_ATTENDED,2026-07-10T06:16:37,C0377,nan,0.8,nan
R023291,P05277,person,EV03173,event,MEETING_ATTENDED,2026-10-04T15:39:52,C0378,nan,0.73,nan
R023292,P05279,person,EV03174,event,MEETING_ATTENDED,2026-07-23T10:01:51,C0378,nan,0.65,nan
R023293,P05275,person,EV03175,event,MEETING_ATTENDED,2026-10-31T04:42:14,C0378,nan,0.99,nan
R023294,P05280,person,EV03176,event,MEETING_ATTENDED,2026-03-01T18:55:04,C0378,nan,0.6,nan
R023295,P05280,person,EV03177,event,MEETING_ATTENDED,2026-06-01T09:56:51,C0378,nan,0.83,nan
R023296,P05272,person,EV03178,event,MEETING_ATTENDED,2026-08-26T12:54:53,C0378,nan,0.73,nan
R023297,P05284,person,EV03179,event,MEETING_ATTENDED,2026-06-10T04:23:35,C0379,nan,0.86,nan
R023298,P04540,person,EV03180,event,MEETING_ATTENDED,2026-11-08T15:12:18,C0379,nan,0.85,nan
R023299,P00285,person,EV03181,event,MEETING_ATTENDED,2026-10-05T12:24:37,C0379,nan,0.66,nan
R023300,P05292,person,EV03182,event,MEETING_ATTENDED,2026-07-14T10:11:02,C0380,nan,0.78,nan
R023301,P05081,person,EV03183,event,MEETING_ATTENDED,2026-04-26T23:43:59,C0380,nan,0.93,nan
R023302,P05300,person,EV03184,event,MEETING_ATTENDED,2026-08-22T23:31:52,C0380,nan,0.63,nan
R023303,P05092,person,EV03185,event,MEETING_ATTENDED,2026-04-30T22:17:38,C0380,nan,0.85,nan
R023304,P05292,person,EV03186,event,MEETING_ATTENDED,2026-04-11T03:13:29,C0380,nan,0.75,nan
R023305,P05081,person,EV03187,event,MEETING_ATTENDED,2026-04-29T13:38:42,C0380,nan,0.9,nan
R023306,P05289,person,EV03188,event,MEETING_ATTENDED,2026-04-11T23:16:51,C0380,nan,0.91,nan
R023307,P05294,person,EV03189,event,MEETING_ATTENDED,2026-07-18T17:34:57,C0380,nan,0.73,nan
R023308,P05092,person,EV03190,event,MEETING_ATTENDED,2026-04-27T14:40:32,C0380,nan,0.73,nan
R023309,P05292,person,EV03191,event,MEETING_ATTENDED,2026-04-22T13:19:00,C0380,nan,0.89,nan
R023310,P05291,person,EV03192,event,MEETING_ATTENDED,2026-03-31T20:42:47,C0380,nan,0.65,nan
R023311,P05299,person,EV03193,event,MEETING_ATTENDED,2026-07-30T00:07:00,C0380,nan,0.88,nan
R023312,P05291,person,EV03194,event,MEETING_ATTENDED,2026-07-19T03:58:03,C0380,nan,0.78,nan
R023313,P05309,person,EV03195,event,MEETING_ATTENDED,2026-08-29T09:52:42,C0380,nan,0.93,nan
R023314,P05092,person,EV03196,event,MEETING_ATTENDED,2026-06-01T23:53:57,C0380,nan,0.69,nan
R023315,P05297,person,EV03197,event,MEETING_ATTENDED,2026-08-30T18:33:45,C0380,nan,0.69,nan
R023316,P05287,person,EV03198,event,MEETING_ATTENDED,2026-06-06T22:59:01,C0380,nan,0.77,nan
R023317,P05302,person,EV03199,event,MEETING_ATTENDED,2026-04-14T14:26:25,C0380,nan,0.73,nan
R023318,P05292,person,EV03200,event,MEETING_ATTENDED,2026-03-23T05:13:41,C0380,nan,0.95,nan
R023319,P00610,person,EV03201,event,MEETING_ATTENDED,2026-07-31T15:27:44,C0381,nan,0.79,nan
R023320,P05310,person,EV03202,event,MEETING_ATTENDED,2026-04-15T22:57:49,C0381,nan,0.92,nan
R023321,P05315,person,EV03203,event,MEETING_ATTENDED,2026-05-14T08:15:48,C0382,nan,0.73,nan
R023322,P05314,person,EV03204,event,MEETING_ATTENDED,2026-03-09T23:43:14,C0382,nan,0.61,nan
R023323,P05317,person,EV03205,event,MEETING_ATTENDED,2026-07-24T02:54:20,C0382,nan,0.95,nan
R023324,P05344,person,EV03206,event,MEETING_ATTENDED,2026-10-01T18:09:37,C0383,nan,0.95,nan
R023325,P05340,person,EV03207,event,MEETING_ATTENDED,2026-01-14T03:35:03,C0383,nan,0.65,nan
R023326,P05327,person,EV03208,event,MEETING_ATTENDED,2026-11-09T17:42:36,C0383,nan,0.97,nan
R023327,P05327,person,EV03209,event,MEETING_ATTENDED,2026-06-27T22:43:53,C0383,nan,0.67,nan
R023328,P05340,person,EV03210,event,MEETING_ATTENDED,2026-04-22T10:02:38,C0383,nan,0.93,nan
R023329,P05323,person,EV03211,event,MEETING_ATTENDED,2026-03-10T00:14:12,C0383,nan,0.61,nan
R023330,P05320,person,EV03212,event,MEETING_ATTENDED,2026-04-17T20:43:01,C0383,nan,0.89,nan
R023331,P05327,person,EV03213,event,MEETING_ATTENDED,2026-01-29T01:46:26,C0383,nan,0.69,nan
R023332,P05331,person,EV03214,event,MEETING_ATTENDED,2026-05-17T02:15:05,C0383,nan,0.75,nan
R023333,P05339,person,EV03215,event,MEETING_ATTENDED,2026-05-15T03:46:55,C0383,nan,0.64,nan
R023334,P05330,person,EV03216,event,MEETING_ATTENDED,2026-07-13T13:42:53,C0383,nan,0.67,nan
R023335,P05334,person,EV03217,event,MEETING_ATTENDED,2026-06-09T17:09:22,C0383,nan,0.8,nan
R023336,P05321,person,EV03218,event,MEETING_ATTENDED,2026-04-26T12:53:21,C0383,nan,0.99,nan
R023337,P05329,person,EV03219,event,MEETING_ATTENDED,2026-01-23T09:16:25,C0383,nan,0.76,nan
R023338,P05340,person,EV03220,event,MEETING_ATTENDED,2026-06-18T18:22:17,C0383,nan,0.97,nan
R023339,P05332,person,EV03221,event,MEETING_ATTENDED,2026-11-07T13:20:39,C0383,nan,0.74,nan
R023340,P05338,person,EV03222,event,MEETING_ATTENDED,2026-03-02T19:56:39,C0383,nan,0.74,nan
R023341,P05321,person,EV03223,event,MEETING_ATTENDED,2026-04-29T12:21:59,C0383,nan,0.62,nan
R023342,P05335,person,EV03224,event,MEETING_ATTENDED,2026-02-02T04:14:17,C0383,nan,0.94,nan
R023343,P05363,person,EV03225,event,MEETING_ATTENDED,2026-07-20T09:24:02,C0384,nan,0.67,nan
R023344,P05363,person,EV03226,event,MEETING_ATTENDED,2026-08-10T05:16:43,C0384,nan,0.68,nan
R023345,P05352,person,EV03227,event,MEETING_ATTENDED,2026-08-26T12:06:08,C0384,nan,0.75,nan
R023346,P05364,person,EV03228,event,MEETING_ATTENDED,2026-07-21T12:33:40,C0384,nan,0.88,nan
R023347,P05353,person,EV03229,event,MEETING_ATTENDED,2026-08-07T05:25:42,C0384,nan,0.97,nan
R023348,P05368,person,EV03230,event,MEETING_ATTENDED,2026-08-28T06:05:22,C0384,nan,0.72,nan
R023349,P05349,person,EV03231,event,MEETING_ATTENDED,2026-07-11T12:46:16,C0384,nan,0.77,nan
R023350,P05352,person,EV03232,event,MEETING_ATTENDED,2026-07-17T16:17:52,C0384,nan,0.89,nan
R023351,P05362,person,EV03233,event,MEETING_ATTENDED,2026-07-02T22:45:18,C0384,nan,0.81,nan
R023352,P05361,person,EV03234,event,MEETING_ATTENDED,2026-06-15T05:43:18,C0384,nan,0.61,nan
R023353,P05353,person,EV03235,event,MEETING_ATTENDED,2026-07-29T02:31:18,C0384,nan,0.74,nan
R023354,P05362,person,EV03236,event,MEETING_ATTENDED,2026-07-09T20:53:43,C0384,nan,0.64,nan
R023355,P05369,person,EV03237,event,MEETING_ATTENDED,2026-06-21T09:33:40,C0384,nan,0.91,nan
R023356,P05355,person,EV03238,event,MEETING_ATTENDED,2026-05-14T08:05:42,C0384,nan,0.72,nan
R023357,P05361,person,EV03239,event,MEETING_ATTENDED,2026-05-22T10:41:03,C0384,nan,0.84,nan
R023358,P05352,person,EV03240,event,MEETING_ATTENDED,2026-08-08T22:39:59,C0384,nan,0.81,nan
R023359,P05345,person,EV03241,event,MEETING_ATTENDED,2026-06-12T05:46:23,C0384,nan,0.78,nan
R023360,P05369,person,EV03242,event,MEETING_ATTENDED,2026-07-07T15:42:21,C0384,nan,0.66,nan
R023361,P05369,person,EV03243,event,MEETING_ATTENDED,2026-07-13T12:58:35,C0384,nan,0.65,nan
R023362,P05352,person,EV03244,event,MEETING_ATTENDED,2026-05-16T12:38:27,C0384,nan,0.82,nan
R023363,P05367,person,EV03245,event,MEETING_ATTENDED,2026-05-25T07:01:44,C0384,nan,0.94,nan
R023364,P05382,person,EV03246,event,MEETING_ATTENDED,2026-08-02T07:26:24,C0385,nan,0.67,nan
R023365,P05382,person,EV03247,event,MEETING_ATTENDED,2026-06-15T12:36:26,C0385,nan,0.65,nan
R023366,P05388,person,EV03248,event,MEETING_ATTENDED,2026-12-01T12:41:43,C0385,nan,0.89,nan
R023367,P05376,person,EV03249,event,MEETING_ATTENDED,2026-05-01T07:55:26,C0385,nan,0.68,nan
R023368,P05386,person,EV03250,event,MEETING_ATTENDED,2026-12-15T10:36:27,C0385,nan,0.64,nan
R023369,P05378,person,EV03251,event,MEETING_ATTENDED,2026-09-19T18:20:30,C0385,nan,0.83,nan
R023370,P05388,person,EV03252,event,MEETING_ATTENDED,2026-11-18T00:40:22,C0385,nan,0.69,nan
R023371,P05390,person,EV03253,event,MEETING_ATTENDED,2026-12-24T06:23:51,C0385,nan,0.69,nan
R023372,P05381,person,EV03254,event,MEETING_ATTENDED,2026-05-01T08:51:28,C0385,nan,0.88,nan
R023373,P05385,person,EV03255,event,MEETING_ATTENDED,2026-08-27T21:51:10,C0385,nan,0.95,nan
R023374,P05388,person,EV03256,event,MEETING_ATTENDED,2026-08-21T19:40:51,C0385,nan,0.86,nan
R023375,P05373,person,EV03257,event,MEETING_ATTENDED,2026-07-16T18:35:52,C0385,nan,0.74,nan
R023376,P05376,person,EV03258,event,MEETING_ATTENDED,2026-05-20T03:38:47,C0385,nan,0.89,nan
R023377,P05387,person,EV03259,event,MEETING_ATTENDED,2026-09-12T17:13:30,C0385,nan,0.65,nan
R023378,P05406,person,EV03260,event,MEETING_ATTENDED,2026-08-19T23:41:27,C0386,nan,0.87,nan
R023379,P05399,person,EV03261,event,MEETING_ATTENDED,2026-08-06T23:08:48,C0386,nan,0.86,nan
R023380,P05393,person,EV03262,event,MEETING_ATTENDED,2026-08-27T19:05:15,C0386,nan,0.96,nan
R023381,P05409,person,EV03263,event,MEETING_ATTENDED,2026-07-25T20:11:43,C0386,nan,0.7,nan
R023382,P00149,person,EV03264,event,MEETING_ATTENDED,2026-07-18T09:30:32,C0386,nan,0.92,nan
R023383,P05397,person,EV03265,event,MEETING_ATTENDED,2026-08-23T12:23:10,C0386,nan,0.9,nan
R023384,P05401,person,EV03266,event,MEETING_ATTENDED,2026-08-16T15:06:58,C0386,nan,0.93,nan
R023385,P00149,person,EV03267,event,MEETING_ATTENDED,2026-08-27T18:37:12,C0386,nan,0.73,nan
R023386,P05391,person,EV03268,event,MEETING_ATTENDED,2026-07-11T16:47:39,C0386,nan,0.69,nan
R023387,P05400,person,EV03269,event,MEETING_ATTENDED,2026-08-23T15:44:14,C0386,nan,0.82,nan
R023388,P05393,person,EV03270,event,MEETING_ATTENDED,2026-07-18T05:45:59,C0386,nan,0.78,nan
R023389,P05398,person,EV03271,event,MEETING_ATTENDED,2026-08-29T14:29:05,C0386,nan,0.92,nan
R023390,P05405,person,EV03272,event,MEETING_ATTENDED,2026-07-18T01:03:41,C0386,nan,0.78,nan
R023391,P05402,person,EV03273,event,MEETING_ATTENDED,2026-08-01T02:01:58,C0386,nan,0.91,nan
R023392,P05405,person,EV03274,event,MEETING_ATTENDED,2026-08-03T21:01:40,C0386,nan,0.64,nan
R023393,P05403,person,EV03275,event,MEETING_ATTENDED,2026-07-20T05:34:13,C0386,nan,0.83,nan
R023394,P05408,person,EV03276,event,MEETING_ATTENDED,2026-08-05T07:45:52,C0386,nan,0.68,nan
R023395,P05399,person,EV03277,event,MEETING_ATTENDED,2026-08-20T23:18:00,C0386,nan,0.81,nan
R023396,P04305,person,EV03278,event,MEETING_ATTENDED,2026-08-04T06:56:26,C0387,nan,0.81,nan
R023397,P05412,person,EV03279,event,MEETING_ATTENDED,2026-07-30T11:33:07,C0387,nan,0.82,nan
