alias_id,person_id,alias,alias_type,source,evidence_id,confidence
A00867,P04721,varun72,Nickname,Public Directory,nan,0.57
A00868,P04731,sneha13,Business Alias,Public Directory,E03572,0.72
A00869,P04739,rhea33,Nickname,Business Listing,nan,0.72
A00870,P04740,rohan63,Social Media Username,Public Directory,nan,0.64
A00871,P04741,diya42,Business Alias,Social Platform,nan,0.76
A00872,P04742,aanya68,Nickname,Business Listing,E03580,0.91
A00873,P04747,nisha95,Nickname,Public Directory,E03583,0.96
A00874,P04753,ishita65,Social Media Username,Business Listing,nan,0.65
A00875,P04757,rhea69,Business Alias,Public Directory,E03591,0.67
A00876,P04758,kabir43,Nickname,Public Directory,nan,0.8
A00877,P04766,raj32,Business Alias,Social Platform,E03597,0.62
A00878,P04769,meera56,Nickname,Social Platform,nan,0.97
A00879,P04770,arnav46,Business Alias,Social Platform,E03601,0.6
A00880,P04786,dev96,Business Alias,Business Listing,nan,0.72
A00881,P04787,sneha13,Business Alias,Social Platform,nan,0.84
A00882,P04788,meera24,Social Media Username,Business Listing,nan,0.98
A00883,P04789,vivek81,Business Alias,Public Directory,E03613,0.71
A00884,P04799,rahul44,Nickname,Public Directory,nan,0.66
A00885,P04802,aniket89,Social Media Username,Business Listing,E03627,0.67
A00886,P04808,manav76,Business Alias,Public Directory,nan,0.58
A00887,P04829,shreya28,Nickname,Public Directory,nan,0.69
A00888,P04833,vanya16,Business Alias,Business Listing,nan,0.85
A00889,P04834,manav40,Nickname,Public Directory,nan,0.56
A00890,P04850,dhruv18,Social Media Username,Business Listing,E03665,0.81
A00891,P04855,kiara15,Social Media Username,Social Platform,E03670,0.81
A00892,P04862,ishita30,Social Media Username,Social Platform,E03673,0.82
A00893,P04864,aniket96,Business Alias,Business Listing,nan,0.62
A00894,P04868,vivek16,Nickname,Public Directory,nan,0.63
A00895,P04872,pooja19,Social Media Username,Social Platform,nan,0.75
A00896,P04874,pooja25,Business Alias,Business Listing,nan,0.77
A00897,P04881,meera99,Social Media Username,Business Listing,nan,0.62
A00898,P04882,varun78,Business Alias,Public Directory,nan,0.79
A00899,P04895,akash86,Social Media Username,Public Directory,nan,0.9
A00900,P04897,tara67,Nickname,Public Directory,E03697,0.81
A00901,P04898,aman79,Business Alias,Public Directory,E03699,0.67
A00902,P04901,sameer81,Social Media Username,Business Listing,nan,0.9
A00903,P04907,akash36,Nickname,Social Platform,E03704,0.87
A00904,P04909,akash10,Nickname,Public Directory,E03706,0.75
A00905,P04912,dev25,Nickname,Business Listing,E03708,0.63
A00906,P04913,pooja81,Nickname,Business Listing,nan,0.93
A00907,P04915,yamini42,Nickname,Social Platform,nan,0.98
A00908,P04922,ishaan27,Business Alias,Business Listing,nan,0.77
A00909,P04930,aditya56,Social Media Username,Business Listing,nan,0.66
A00910,P04932,kiara64,Social Media Username,Social Platform,E03720,0.77
A00911,P04936,harsh43,Nickname,Public Directory,nan,0.95
A00912,P04942,pooja35,Social Media Username,Social Platform,E03730,0.58
A00913,P04950,mahi22,Social Media Username,Business Listing,nan,0.89
A00914,P04954,meera48,Social Media Username,Business Listing,E03736,0.76
A00915,P04960,naina74,Nickname,Social Platform,nan,0.68
A00916,P04962,trisha20,Social Media Username,Social Platform,nan,0.7
A00917,P04966,naina94,Social Media Username,Business Listing,nan,0.57
A00918,P04972,ishaan52,Business Alias,Public Directory,E03747,0.87
A00919,P04973,mohit86,Nickname,Business Listing,E03750,0.9
A00920,P04977,kavya49,Nickname,Business Listing,E03755,0.92
A00921,P04998,diya90,Business Alias,Public Directory,E03769,0.96
A00922,P04999,aanya33,Business Alias,Public Directory,nan,0.82
A00923,P05016,harsh22,Social Media Username,Public Directory,nan,0.79
A00924,P05020,tanvi81,Business Alias,Business Listing,nan,0.68
A00925,P05025,vanya62,Social Media Username,Business Listing,nan,0.86
A00926,P05027,isha81,Social Media Username,Public Directory,E03794,0.57
A00927,P05034,tara97,Nickname,Public Directory,nan,0.66
A00928,P05042,rhea79,Nickname,Social Platform,nan,0.69
A00929,P05043,aman97,Nickname,Public Directory,E03805,0.77
A00930,P05044,aniket66,Business Alias,Social Platform,E03806,0.91
A00931,P05057,ishita80,Social Media Username,Public Directory,nan,0.84
A00932,P05068,raj76,Business Alias,Public Directory,E03825,0.72
A00933,P05079,avni39,Business Alias,Business Listing,E03830,0.94
A00934,P05083,naina32,Business Alias,Public Directory,nan,0.56
A00935,P05095,ishita32,Social Media Username,Business Listing,E03841,0.71
A00936,P05098,yamini92,Business Alias,Public Directory,nan,0.92
A00937,P05102,kiara75,Nickname,Public Directory,nan,0.62
A00938,P05109,arnav75,Social Media Username,Public Directory,E03854,0.7
A00939,P05116,arnav28,Business Alias,Business Listing,E03861,0.9
A00940,P05119,ananya70,Nickname,Social Platform,nan,0.64
A00941,P05127,diya77,Business Alias,Public Directory,nan,0.81
A00942,P05134,aditi32,Business Alias,Business Listing,nan,0.65
A00943,P05137,avni64,Business Alias,Social Platform,E03884,0.92
A00944,P05140,zoya76,Business Alias,Social Platform,nan,0.63
A00945,P05142,yash30,Nickname,Business Listing,nan,0.67
A00946,P05144,meera55,Nickname,Business Listing,nan,0.79
A00947,P05145,kiara29,Social Media Username,Public Directory,nan,0.92
A00948,P05159,akash68,Business Alias,Business Listing,nan,0.64
A00949,P05165,nikhil29,Business Alias,Public Directory,nan,0.76
A00950,P05178,vikram75,Nickname,Public Directory,nan,0.92
A00951,P05189,aditya60,Nickname,Public Directory,E03912,0.84
A00952,P05195,anushka25,Nickname,Business Listing,nan,0.83
A00953,P05196,mohit62,Social Media Username,Social Platform,E03921,0.57
A00954,P05197,tara54,Business Alias,Social Platform,nan,0.93
A00955,P05202,riya96,Business Alias,Business Listing,E03923,0.62
A00956,P05209,aniket29,Social Media Username,Public Directory,E03928,0.88
A00957,P05210,riya39,Business Alias,Social Platform,nan,0.73
A00958,P05220,simran43,Nickname,Business Listing,nan,0.71
A00959,P05223,mohit14,Social Media Username,Business Listing,nan,0.89
A00960,P05226,simran37,Nickname,Public Directory,E03943,0.69
A00961,P05227,avni84,Nickname,Social Platform,E03946,0.78
A00962,P05240,dev50,Business Alias,Public Directory,nan,0.76
A00963,P05261,raj43,Business Alias,Public Directory,E03969,0.72
A00964,P05265,vikram24,Nickname,Business Listing,nan,0.78
A00965,P05269,anushka93,Social Media Username,Social Platform,nan,0.92
A00966,P05271,diya45,Nickname,Business Listing,E03981,0.94
A00967,P05275,tanvi52,Social Media Username,Public Directory,nan,0.82
A00968,P05276,arnav99,Business Alias,Business Listing,nan,0.95
A00969,P05290,nikhil68,Business Alias,Public Directory,nan,0.59
A00970,P05295,zoya94,Nickname,Business Listing,nan,0.9
A00971,P05297,vikram75,Social Media Username,Business Listing,nan,0.92
A00972,P05303,ishita28,Business Alias,Social Platform,E04002,0.66
A00973,P05304,riya76,Social Media Username,Business Listing,nan,0.73
A00974,P05311,aanya37,Social Media Username,Social Platform,nan,0.95
A00975,P05312,raj22,Nickname,Business Listing,E04013,0.97
A00976,P05318,aanya22,Business Alias,Social Platform,nan,0.9
A00977,P05324,kiara29,Business Alias,Business Listing,nan,0.89
A00978,P05332,sana36,Nickname,Social Platform,nan,0.9
A00979,P05340,kunal12,Business Alias,Social Platform,nan,0.63
A00980,P05343,sneha34,Social Media Username,Business Listing,E04032,0.78
A00981,P05344,sana65,Social Media Username,Business Listing,nan,0.66
A00982,P05346,vivek80,Nickname,Social Platform,nan,0.63
A00983,P05347,vidhi99,Nickname,Social Platform,nan,0.71
A00984,P05357,vikram46,Nickname,Public Directory,E04045,0.86
A00985,P05358,harsh80,Nickname,Business Listing,E04046,0.76
A00986,P05374,kiara96,Nickname,Social Platform,nan,0.58
A00987,P05389,dhruv60,Business Alias,Business Listing,nan,0.97
A00988,P05399,nisha87,Business Alias,Public Directory,nan,0.61
A00989,P05411,tara44,Social Media Username,Public Directory,nan,0.65
A00990,P05414,kabir81,Nickname,Business Listing,nan,0.65
A00991,P05417,naveen47,Social Media Username,Business Listing,E04085,0.88
A00992,P05418,neha42,Nickname,Business Listing,E04086,0.63
A00993,P05424,nikhil19,Business Alias,Public Directory,nan,0.76
A00994,P05428,riya18,Business Alias,Social Platform,nan,0.95
A00995,P05431,pallavi59,Nickname,Public Directory,nan,0.77
A00996,P05432,nisha65,Social Media Username,Business Listing,nan,0.63
A00997,P05439,dev15,Nickname,Public Directory,nan,0.94
A00998,P05443,nisha93,Nickname,Business Listing,E04105,0.85
A00999,P05450,vidhi39,Business Alias,Social Platform,nan,0.98
A01000,P05459,aman81,Social Media Username,Public Directory,E04116,0.84
A01001,P05464,aniket29,Social Media Username,Business Listing,nan,0.83
A01002,P05470,kabir55,Nickname,Social Platform,nan,0.6
A01003,P05483,meera81,Social Media Username,Social Platform,E04136,0.97
A01004,P05485,nikhil19,Social Media Username,Business Listing,nan,0.96
A01005,P05486,ritesh28,Business Alias,Public Directory,nan,0.59
A01006,P05490,vidhi67,Social Media Username,Public Directory,nan,0.89
A01007,P05493,dev41,Business Alias,Public Directory,E04146,0.8
A01008,P05494,ishaan45,Nickname,Public Directory,nan,0.9
A01009,P05513,shreya97,Nickname,Social Platform,nan,0.68
A01010,P05526,raj93,Social Media Username,Business Listing,E04176,0.68
A01011,P05528,tara40,Business Alias,Business Listing,nan,0.78
A01012,P05531,tara21,Social Media Username,Social Platform,nan,0.68
A01013,P05532,mahi48,Nickname,Social Platform,E04182,0.7
A01014,P05541,kunal67,Nickname,Business Listing,nan,0.94
A01015,P05542,neha74,Nickname,Business Listing,nan,0.63
A01016,P05544,rohan62,Social Media Username,Social Platform,E04186,0.63
A01017,P05549,mahi78,Social Media Username,Public Directory,nan,0.76
A01018,P05551,kunal62,Social Media Username,Social Platform,E04191,0.82
A01019,P05555,rahul83,Nickname,Public Directory,E04196,0.92
A01020,P05556,karan42,Nickname,Business Listing,nan,0.82
A01021,P05559,dev40,Nickname,Social Platform,nan,0.77
A01022,P05560,isha28,Business Alias,Social Platform,nan,0.89
A01023,P05561,rohan68,Nickname,Social Platform,nan,0.63
A01024,P05568,trisha19,Nickname,Business Listing,nan,0.57
A01025,P05569,kiara22,Social Media Username,Social Platform,E04207,0.82
A01026,P05574,rohan16,Social Media Username,Business Listing,E04209,0.92
A01027,P05579,avni96,Nickname,Social Platform,E04214,0.83
A01028,P05585,ishita55,Social Media Username,Public Directory,nan,0.77
A01029,P05586,tanvi62,Nickname,Public Directory,nan,0.79
A01030,P05589,yamini62,Nickname,Social Platform,E04219,0.68
A01031,P05590,pranav25,Nickname,Public Directory,nan,0.95
A01032,P05599,rahul10,Nickname,Public Directory,nan,0.69
A01033,P05600,isha80,Business Alias,Business Listing,E04227,0.92
A01034,P05604,mohit97,Nickname,Social Platform,E04232,0.91
A01035,P05618,tara48,Nickname,Business Listing,E04243,0.57
A01036,P05631,pooja46,Social Media Username,Social Platform,E04250,0.72
A01037,P05657,ishaan86,Social Media Username,Social Platform,nan,0.95
A01038,P05660,nikhil80,Business Alias,Business Listing,nan,0.95
A01039,P05661,shreya70,Business Alias,Public Directory,nan,0.6
A01040,P05663,dhruv98,Business Alias,Business Listing,nan,0.76
A01041,P05671,avni31,Social Media Username,Public Directory,E04277,0.79
A01042,P05675,sameer22,Social Media Username,Business Listing,nan,0.75
A01043,P05691,aman85,Social Media Username,Business Listing,nan,0.59
A01044,P05694,dev53,Nickname,Social Platform,E04288,0.76
A01045,P05703,rahul75,Business Alias,Public Directory,nan,0.87
A01046,P05704,pooja78,Nickname,Business Listing,nan,0.57
A01047,P05707,siddharth63,Nickname,Public Directory,nan,0.85
A01048,P05710,pooja37,Business Alias,Social Platform,nan,0.74
A01049,P05718,ritesh35,Business Alias,Social Platform,nan,0.6
A01050,P05719,mahi39,Social Media Username,Public Directory,E04310,0.96
A01051,P05722,neha70,Business Alias,Business Listing,E04314,0.59
A01052,P05725,sameer65,Social Media Username,Business Listing,E04318,0.72
A01053,P05733,naveen60,Social Media Username,Social Platform,nan,0.91
A01054,P05757,sana76,Nickname,Business Listing,E04338,0.98
A01055,P05758,tara47,Social Media Username,Public Directory,E04339,0.75
A01056,P05767,kunal69,Nickname,Social Platform,nan,0.84
A01057,P05769,tanvi97,Nickname,Business Listing,E04347,0.71
A01058,P05793,raj41,Social Media Username,Public Directory,nan,0.74
A01059,P05795,pooja99,Social Media Username,Public Directory,nan,0.92
A01060,P05799,kiara35,Business Alias,Social Platform,nan,0.77
A01061,P05822,kabir93,Social Media Username,Public Directory,E04386,0.87
A01062,P05823,avni88,Nickname,Business Listing,nan,0.69
A01063,P05827,rohan49,Business Alias,Business Listing,nan,0.88
A01064,P05829,manav93,Business Alias,Social Platform,E04389,0.8
A01065,P05832,saurabh40,Nickname,Public Directory,nan,0.83
A01066,P05838,anushka27,Business Alias,Public Directory,nan,0.74
A01067,P05840,vivek95,Nickname,Business Listing,nan,0.71
A01068,P05846,anushka47,Business Alias,Business Listing,E04403,0.72
A01069,P05849,rhea93,Business Alias,Public Directory,nan,0.87
A01070,P05850,manav65,Social Media Username,Public Directory,E04407,0.58
A01071,P05856,sameer13,Social Media Username,Business Listing,E04411,0.82
A01072,P05863,dhruv13,Nickname,Social Platform,E04418,0.61
A01073,P05872,karan11,Business Alias,Business Listing,E04422,0.87
A01074,P05874,aanya92,Nickname,Business Listing,nan,0.64
A01075,P05885,vidhi74,Social Media Username,Business Listing,nan,0.59
A01076,P05888,aarav73,Nickname,Business Listing,E04437,0.96
A01077,P05892,kunal16,Business Alias,Business Listing,E04441,0.79
A01078,P05898,vivek67,Business Alias,Business Listing,nan,0.85
A01079,P05904,saurabh19,Business Alias,Public Directory,E04452,0.89
A01080,P05906,naina56,Business Alias,Public Directory,nan,0.85
A01081,P05907,anushka40,Social Media Username,Business Listing,E04455,0.56
A01082,P05910,kiara66,Business Alias,Public Directory,E04458,0.58
A01083,P05920,vivek84,Business Alias,Social Platform,E04465,0.61
A01084,P05924,neha85,Social Media Username,Public Directory,nan,0.76
A01085,P05927,rhea14,Nickname,Social Platform,nan,0.7
A01086,P05932,manav65,Nickname,Social Platform,nan,0.89
A01087,P05937,simran35,Social Media Username,Business Listing,E04481,0.58
A01088,P05939,aanya29,Business Alias,Social Platform,E04484,0.78
A01089,P05953,arnav58,Business Alias,Public Directory,nan,0.75
A01090,P05956,naveen36,Business Alias,Business Listing,nan,0.71
A01091,P05957,avni98,Business Alias,Social Platform,E04504,0.81
A01092,P05965,ishaan53,Nickname,Public Directory,nan,0.68
A01093,P05970,aarav71,Nickname,Business Listing,E04512,0.79
A01094,P05973,manav36,Social Media Username,Social Platform,E04515,0.6
A01095,P05974,avni20,Nickname,Public Directory,nan,0.92
A01096,P05978,avni97,Nickname,Social Platform,E04520,0.77
A01097,P05989,nikhil97,Nickname,Business Listing,nan,0.88
A01098,P05990,rahul43,Nickname,Public Directory,E04535,0.63
A01099,P05993,saurabh11,Business Alias,Business Listing,E04537,0.94
A01100,P06001,tanvi57,Business Alias,Social Platform,nan,0.72
A01101,P06006,raj24,Business Alias,Business Listing,nan,0.86
A01102,P06009,aman41,Business Alias,Public Directory,nan,0.87
A01103,P06013,anushka55,Nickname,Public Directory,nan,0.75
A01104,P06014,siddharth47,Social Media Username,Business Listing,E04548,0.93
A01105,P06018,kabir71,Business Alias,Public Directory,nan,0.84
A01106,P06023,simran47,Nickname,Business Listing,nan,0.74
A01107,P06028,naina70,Business Alias,Business Listing,E04564,0.95
A01108,P06029,kiara74,Nickname,Business Listing,E04566,0.68
A01109,P06031,kabir37,Nickname,Business Listing,E04568,0.81
A01110,P06033,aditya32,Social Media Username,Public Directory,E04571,0.68
A01111,P06042,pranav67,Business Alias,Social Platform,nan,0.78
A01112,P06046,aman49,Social Media Username,Social Platform,nan,0.57
A01113,P06058,siddharth92,Social Media Username,Public Directory,E04582,0.64
A01114,P06060,aditi12,Nickname,Social Platform,nan,0.79
A01115,P06078,varun17,Nickname,Public Directory,E04590,0.68
A01116,P06079,kiara15,Business Alias,Business Listing,nan,0.83
A01117,P06085,sameer29,Business Alias,Business Listing,E04598,0.85
A01118,P06096,vanya29,Nickname,Public Directory,nan,0.83
A01119,P06100,avni90,Business Alias,Public Directory,nan,0.81
A01120,P06101,tanvi82,Business Alias,Social Platform,nan,0.78
A01121,P06107,siddharth56,Social Media Username,Business Listing,nan,0.7
A01122,P06109,vikram84,Business Alias,Business Listing,nan,0.59
A01123,P06118,sana41,Social Media Username,Social Platform,E04618,0.85
A01124,P06129,tara78,Nickname,Business Listing,nan,0.67
A01125,P06131,aman54,Business Alias,Social Platform,nan,0.9
A01126,P06132,saurabh16,Business Alias,Business Listing,nan,0.9
A01127,P06135,kavya74,Nickname,Business Listing,nan,0.87
A01128,P06137,kabir35,Business Alias,Social Platform,E04633,0.62
A01129,P06138,dhruv92,Nickname,Public Directory,nan,0.58
A01130,P06142,naveen71,Nickname,Social Platform,E04637,0.69
A01131,P06146,dhruv18,Social Media Username,Social Platform,E04640,0.6
A01132,P06149,zoya40,Nickname,Business Listing,nan,0.58
A01133,P06151,harsh16,Nickname,Business Listing,nan,0.83
A01134,P06154,vanya46,Business Alias,Public Directory,E04645,0.59
A01135,P06170,naina41,Social Media Username,Social Platform,nan,0.91
A01136,P06176,vidhi98,Nickname,Public Directory,nan,0.92
A01137,P06180,mohit35,Business Alias,Social Platform,nan,0.66
A01138,P06181,siddharth44,Business Alias,Social Platform,nan,0.76
A01139,P06182,nisha71,Social Media Username,Social Platform,nan,0.78
A01140,P06205,mohit40,Social Media Username,Social Platform,E04674,0.82
A01141,P06212,kiara51,Business Alias,Public Directory,nan,0.75
A01142,P06217,dev45,Nickname,Business Listing,E04686,0.87
A01143,P06224,kiara22,Social Media Username,Public Directory,nan,0.62
A01144,P06225,aanya69,Social Media Username,Business Listing,nan,0.58
A01145,P06231,raj92,Social Media Username,Social Platform,E04701,0.62
A01146,P06233,kiara85,Social Media Username,Social Platform,E04703,0.63
A01147,P06238,akash68,Nickname,Public Directory,E04710,0.64
A01148,P06241,mahi73,Nickname,Public Directory,E04714,0.83
A01149,P06244,shreya45,Business Alias,Public Directory,nan,0.83
A01150,P06248,anushka56,Nickname,Public Directory,E04717,0.58
A01151,P06254,avni45,Social Media Username,Public Directory,E04724,0.89
A01152,P06268,kiara89,Nickname,Business Listing,nan,0.84
A01153,P06275,kabir99,Social Media Username,Public Directory,E04746,0.81
A01154,P06276,aditi55,Business Alias,Social Platform,E04748,0.83
A01155,P06281,saurabh11,Nickname,Social Platform,E04754,0.57
A01156,P06283,rahul50,Nickname,Business Listing,nan,0.89
A01157,P06286,vidhi94,Business Alias,Business Listing,E04759,0.97
A01158,P06289,ishaan79,Nickname,Social Platform,nan,0.83
A01159,P06298,karan19,Social Media Username,Public Directory,nan,0.97
A01160,P06300,ananya88,Business Alias,Social Platform,E04768,0.56
A01161,P06304,varun83,Social Media Username,Public Directory,nan,0.71
A01162,P06306,trisha69,Nickname,Social Platform,E04773,0.59
A01163,P06308,aanya26,Business Alias,Public Directory,nan,0.56
A01164,P06316,avni82,Business Alias,Social Platform,nan,0.62
A01165,P06323,harsh96,Nickname,Business Listing,nan,0.73
A01166,P06347,arjun19,Nickname,Public Directory,E04806,0.56
A01167,P06349,kabir68,Business Alias,Social Platform,nan,0.69
A01168,P06353,nisha81,Nickname,Social Platform,nan,0.81
A01169,P06355,vidhi72,Nickname,Business Listing,nan,0.71
A01170,P06359,manav61,Social Media Username,Social Platform,nan,0.88
A01171,P06365,sameer40,Social Media Username,Business Listing,nan,0.6
A01172,P06371,naveen23,Business Alias,Social Platform,nan,0.86
A01173,P06377,naina49,Nickname,Social Platform,nan,0.86
A01174,P06387,dev79,Social Media Username,Business Listing,nan,0.68
A01175,P06393,naina94,Social Media Username,Public Directory,E04840,0.91
A01176,P06398,vanya47,Business Alias,Business Listing,E04844,0.65
A01177,P06402,aarav12,Business Alias,Business Listing,nan,0.93
A01178,P06410,zoya87,Social Media Username,Social Platform,E04858,0.92
A01179,P06428,raj92,Nickname,Business Listing,nan,0.77
A01180,P06436,naina14,Business Alias,Public Directory,nan,0.61
A01181,P06442,aanya46,Social Media Username,Social Platform,E04880,0.58
A01182,P06460,rohan98,Business Alias,Social Platform,nan,0.57
A01183,P06466,vivek86,Business Alias,Public Directory,nan,0.85
A01184,P06470,aman60,Nickname,Social Platform,E04899,0.8
A01185,P06472,aanya62,Business Alias,Business Listing,nan,0.94
A01186,P06479,naina51,Business Alias,Social Platform,nan,0.94
A01187,P06481,naveen31,Business Alias,Social Platform,E04902,0.65
A01188,P06482,pooja93,Business Alias,Business Listing,E04903,0.68
A01189,P06483,rhea78,Business Alias,Public Directory,nan,0.88
A01190,P06493,isha91,Nickname,Public Directory,E04910,0.71
A01191,P06495,varun20,Social Media Username,Public Directory,E04911,0.65
A01192,P06503,ananya24,Nickname,Business Listing,nan,0.62
A01193,P06504,mahi15,Nickname,Business Listing,E04920,0.9
A01194,P06516,aanya42,Business Alias,Public Directory,E04928,0.64
A01195,P06521,avni90,Business Alias,Public Directory,nan,0.65
A01196,P06524,sana80,Nickname,Public Directory,nan,0.79
A01197,P06526,yash82,Nickname,Social Platform,nan,0.62
A01198,P06527,manav11,Nickname,Social Platform,E04937,0.74
A01199,P06529,ishita70,Business Alias,Public Directory,E04941,0.98
A01200,P06534,dhruv24,Business Alias,Social Platform,E04944,0.71
A01201,P06536,neha18,Nickname,Social Platform,E04946,0.58
A01202,P06541,pranav79,Nickname,Business Listing,nan,0.81
A01203,P06542,naveen14,Social Media Username,Public Directory,nan,0.57
A01204,P06546,aanya52,Nickname,Public Directory,nan,0.76
A01205,P06549,aniket40,Social Media Username,Business Listing,E04964,0.71
A01206,P06554,aman21,Social Media Username,Public Directory,nan,0.78
A01207,P06558,kabir64,Business Alias,Public Directory,E04971,0.8
A01208,P06560,vanya30,Nickname,Social Platform,nan,0.93
A01209,P06566,aman66,Nickname,Public Directory,nan,0.82
A01210,P06577,vidhi20,Nickname,Public Directory,E04991,0.89
A01211,P06582,vanya61,Nickname,Business Listing,nan,0.78
A01212,P06585,arnav85,Nickname,Public Directory,nan,0.64
A01213,P06586,rahul22,Business Alias,Social Platform,nan,0.84
A01214,P06587,yash36,Nickname,Social Platform,E05002,0.8
A01215,P06593,pranav88,Social Media Username,Public Directory,nan,0.7
A01216,P06596,rhea49,Social Media Username,Social Platform,nan,0.72
A01217,P06597,aanya75,Nickname,Public Directory,nan,0.56
A01218,P06602,sana89,Social Media Username,Social Platform,nan,0.89
A01219,P06604,nisha55,Social Media Username,Social Platform,nan,0.92
A01220,P06605,rhea56,Nickname,Business Listing,E05017,0.79
A01221,P06607,anushka88,Social Media Username,Business Listing,E05018,0.64
A01222,P06625,manav33,Nickname,Business Listing,nan,0.67
A01223,P06627,sana30,Social Media Username,Public Directory,nan,0.72
A01224,P06631,aniket46,Social Media Username,Social Platform,nan,0.75
A01225,P06639,vidhi35,Social Media Username,Public Directory,E05035,0.82
A01226,P06642,dhruv72,Business Alias,Public Directory,nan,0.96
A01227,P06644,nisha42,Social Media Username,Business Listing,nan,0.58
A01228,P06648,simran10,Nickname,Social Platform,nan,0.96
A01229,P06649,simran38,Social Media Username,Business Listing,nan,0.98
A01230,P06657,anushka95,Business Alias,Public Directory,nan,0.6
A01231,P06659,avni82,Social Media Username,Public Directory,nan,0.73
A01232,P06660,saurabh26,Social Media Username,Business Listing,E05052,0.82
A01233,P06667,sneha12,Social Media Username,Business Listing,E05058,0.87
A01234,P06668,tara30,Business Alias,Social Platform,E05059,0.73
A01235,P06670,manav15,Business Alias,Public Directory,nan,0.81
A01236,P06674,diya36,Business Alias,Social Platform,E05065,0.61
A01237,P06684,raj40,Social Media Username,Social Platform,E05076,0.92
A01238,P06693,kabir64,Social Media Username,Business Listing,E05086,0.57
A01239,P06700,trisha76,Business Alias,Social Platform,nan,0.69
A01240,P06703,shreya30,Business Alias,Social Platform,nan,0.71
A01241,P06706,varun32,Nickname,Social Platform,nan,0.9
A01242,P06708,manav86,Social Media Username,Social Platform,nan,0.66
A01243,P06709,saurabh51,Social Media Username,Social Platform,nan,0.9
A01244,P06710,yamini10,Nickname,Social Platform,nan,0.79
A01245,P06712,mohit42,Social Media Username,Public Directory,E05103,0.63
A01246,P06722,aanya42,Nickname,Business Listing,nan,0.8
A01247,P06726,simran96,Nickname,Public Directory,nan,0.92
A01248,P06733,kavya39,Social Media Username,Business Listing,nan,0.61
A01249,P06734,akash99,Business Alias,Social Platform,nan,0.73
A01250,P06738,harsh83,Business Alias,Business Listing,nan,0.94
A01251,P06753,tara60,Business Alias,Social Platform,nan,0.65
A01252,P06762,vidhi64,Business Alias,Business Listing,E05140,0.67
A01253,P06770,akash77,Social Media Username,Social Platform,E05148,0.93
A01254,P06779,rohan57,Social Media Username,Business Listing,nan,0.77
A01255,P06783,kabir17,Nickname,Business Listing,E05160,0.8
A01256,P06784,aanya46,Business Alias,Public Directory,nan,0.88
A01257,P06792,tara81,Business Alias,Public Directory,E05164,0.62
A01258,P06801,vidhi16,Business Alias,Business Listing,nan,0.92
A01259,P06802,naveen66,Business Alias,Social Platform,nan,0.59
A01260,P06811,riya43,Business Alias,Social Platform,nan,0.6
A01261,P06813,zoya71,Business Alias,Business Listing,nan,0.79
A01262,P06816,vidhi27,Social Media Username,Social Platform,nan,0.78
A01263,P06817,anushka71,Business Alias,Public Directory,nan,0.89
A01264,P06822,ananya33,Business Alias,Business Listing,E05188,0.86
A01265,P06823,simran84,Social Media Username,Public Directory,nan,0.9
A01266,P06825,akash12,Business Alias,Public Directory,nan,0.61
A01267,P06827,aanya40,Nickname,Public Directory,nan,0.88
A01268,P06829,ritesh21,Social Media Username,Business Listing,E05194,0.62
A01269,P06830,raj67,Nickname,Business Listing,nan,0.81
A01270,P06836,rohan89,Business Alias,Public Directory,E05199,0.86
A01271,P06840,simran89,Nickname,Social Platform,nan,0.74
A01272,P06847,nikhil71,Business Alias,Public Directory,E05209,0.86
A01273,P06848,pooja23,Social Media Username,Business Listing,E05210,0.97
A01274,P06851,karan90,Social Media Username,Social Platform,nan,0.56
A01275,P06853,saurabh48,Social Media Username,Business Listing,nan,0.75
A01276,P06857,kiara84,Social Media Username,Business Listing,E05217,0.79
A01277,P06862,rhea25,Nickname,Business Listing,nan,0.98
A01278,P06863,meera25,Business Alias,Social Platform,E05224,0.8
A01279,P06865,diya43,Business Alias,Business Listing,E05226,0.81
A01280,P06866,saurabh49,Social Media Username,Public Directory,E05227,0.95
A01281,P06869,kiara52,Business Alias,Social Platform,nan,0.69
A01282,P06872,aniket16,Business Alias,Business Listing,E05233,0.65
A01283,P06886,vidhi52,Social Media Username,Social Platform,nan,0.74
A01284,P06891,dev45,Social Media Username,Social Platform,nan,0.92
A01285,P06896,saurabh98,Nickname,Social Platform,nan,0.94
A01286,P06897,vanya65,Social Media Username,Business Listing,E05246,0.6
A01287,P06909,vidhi99,Nickname,Business Listing,nan,0.64
A01288,P06911,sana95,Business Alias,Social Platform,E05258,0.68
A01289,P06923,ishaan28,Nickname,Social Platform,E05264,0.89
A01290,P06925,pranav48,Social Media Username,Business Listing,nan,0.57
A01291,P06926,anushka33,Business Alias,Business Listing,nan,0.56
A01292,P06939,isha57,Social Media Username,Business Listing,E05274,0.74
A01293,P06951,kavya64,Social Media Username,Business Listing,E05284,0.55
A01294,P06964,varun20,Nickname,Public Directory,nan,0.91
A01295,P06970,sana73,Social Media Username,Public Directory,E05299,0.72
A01296,P06980,aniket41,Social Media Username,Social Platform,nan,0.95
A01297,P06985,mahi51,Social Media Username,Public Directory,E05307,0.85
A01298,P06986,simran89,Business Alias,Business Listing,nan,0.68
A01299,P06989,tanvi25,Social Media Username,Business Listing,nan,0.7
A01300,P07002,trisha69,Social Media Username,Business Listing,nan,0.9
