hidden_relationship_id,source_person_id,target_person_id,relationship_class,observable_evidence_types,shared_case_ids,shared_network_ids,expected_min_hops,should_be_direct_edge,synthetic_flag
HREL-000372,PERSON-000805,PERSON-000434,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000373,PERSON-001348,PERSON-001866,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000374,PERSON-001032,PERSON-002345,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000375,PERSON-000695,PERSON-002263,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000376,PERSON-001723,PERSON-000619,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000377,PERSON-001444,PERSON-001622,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000378,PERSON-002245,PERSON-000360,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000379,PERSON-001882,PERSON-002564,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000380,PERSON-002946,PERSON-001553,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000381,PERSON-002032,PERSON-002261,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000382,PERSON-001759,PERSON-002787,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000383,PERSON-000619,PERSON-000706,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000384,PERSON-002265,PERSON-000896,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000385,PERSON-000050,PERSON-002706,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000386,PERSON-001452,PERSON-000979,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000387,PERSON-002570,PERSON-001501,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000388,PERSON-002037,PERSON-002063,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000389,PERSON-002468,PERSON-001763,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000390,PERSON-001735,PERSON-001211,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000391,PERSON-001480,PERSON-000816,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000392,PERSON-001398,PERSON-000390,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000393,PERSON-000862,PERSON-002040,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000394,PERSON-001511,PERSON-002672,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000395,PERSON-001780,PERSON-001980,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000396,PERSON-002527,PERSON-002392,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000397,PERSON-002348,PERSON-001255,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000398,PERSON-002966,PERSON-001353,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000399,PERSON-000106,PERSON-001341,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000400,PERSON-000070,PERSON-002552,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000401,PERSON-002447,PERSON-000957,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000402,PERSON-002231,PERSON-000273,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000403,PERSON-002600,PERSON-000586,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000404,PERSON-001316,PERSON-002008,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000405,PERSON-001027,PERSON-002496,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000406,PERSON-000866,PERSON-000472,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000407,PERSON-002709,PERSON-000629,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000408,PERSON-002808,PERSON-001237,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000409,PERSON-001882,PERSON-001831,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000410,PERSON-000720,PERSON-002950,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000411,PERSON-000443,PERSON-000666,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000412,PERSON-002229,PERSON-001728,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000413,PERSON-000566,PERSON-000313,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000414,PERSON-002110,PERSON-001041,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000415,PERSON-002647,PERSON-001060,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000416,PERSON-002205,PERSON-001240,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000417,PERSON-000468,PERSON-002717,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000418,PERSON-002345,PERSON-001203,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000419,PERSON-002840,PERSON-002108,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000420,PERSON-002430,PERSON-000636,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000421,PERSON-002881,PERSON-001848,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000422,PERSON-000315,PERSON-002009,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000423,PERSON-000480,PERSON-001804,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000424,PERSON-002773,PERSON-002313,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000425,PERSON-001833,PERSON-001382,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000426,PERSON-000952,PERSON-001664,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000427,PERSON-000502,PERSON-001290,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000428,PERSON-001056,PERSON-001235,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000429,PERSON-002831,PERSON-000689,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000430,PERSON-002131,PERSON-002898,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000431,PERSON-000236,PERSON-000850,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000432,PERSON-002558,PERSON-000987,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000433,PERSON-002209,PERSON-000084,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000434,PERSON-002028,PERSON-000819,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000435,PERSON-001718,PERSON-000804,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000436,PERSON-000425,PERSON-001745,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000437,PERSON-000870,PERSON-000517,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000438,PERSON-001687,PERSON-002843,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000439,PERSON-001931,PERSON-002921,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000440,PERSON-000392,PERSON-000203,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000441,PERSON-002102,PERSON-001575,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000442,PERSON-001376,PERSON-001202,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000443,PERSON-001772,PERSON-002654,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000444,PERSON-000254,PERSON-002429,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000445,PERSON-000341,PERSON-000344,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000446,PERSON-002895,PERSON-002585,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000447,PERSON-001646,PERSON-000675,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000448,PERSON-002141,PERSON-001319,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000449,PERSON-000497,PERSON-001376,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000450,PERSON-000879,PERSON-001197,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000451,PERSON-001072,PERSON-001698,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000452,PERSON-002712,PERSON-001149,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000453,PERSON-002368,PERSON-002763,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000454,PERSON-001963,PERSON-001209,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000455,PERSON-002504,PERSON-001792,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000456,PERSON-002656,PERSON-001321,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000457,PERSON-000535,PERSON-000199,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000458,PERSON-001134,PERSON-001993,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000459,PERSON-002354,PERSON-002790,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000460,PERSON-000088,PERSON-002649,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000461,PERSON-002002,PERSON-000039,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000462,PERSON-000008,PERSON-001196,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000463,PERSON-000498,PERSON-002321,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000464,PERSON-001126,PERSON-002161,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000465,PERSON-000857,PERSON-001393,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000466,PERSON-001059,PERSON-002154,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000467,PERSON-001150,PERSON-001859,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000468,PERSON-001198,PERSON-001814,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000469,PERSON-002772,PERSON-002090,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000470,PERSON-001015,PERSON-001408,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000471,PERSON-001373,PERSON-001268,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000472,PERSON-002866,PERSON-000661,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000473,PERSON-001406,PERSON-000222,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000474,PERSON-002602,PERSON-002953,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000475,PERSON-001248,PERSON-002135,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000476,PERSON-002568,PERSON-002701,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000477,PERSON-000558,PERSON-000740,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000478,PERSON-002306,PERSON-001561,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000479,PERSON-001641,PERSON-002552,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000480,PERSON-000369,PERSON-000138,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000481,PERSON-000875,PERSON-002852,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000482,PERSON-000782,PERSON-001602,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000483,PERSON-002275,PERSON-002549,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000484,PERSON-001661,PERSON-002528,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000485,PERSON-000469,PERSON-001664,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000486,PERSON-002399,PERSON-002833,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000487,PERSON-001567,PERSON-000301,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000488,PERSON-000180,PERSON-001280,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000489,PERSON-001203,PERSON-002128,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000490,PERSON-001366,PERSON-002355,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000491,PERSON-002453,PERSON-002302,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000492,PERSON-001782,PERSON-001039,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000493,PERSON-000064,PERSON-001806,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000494,PERSON-000565,PERSON-000081,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000495,PERSON-002812,PERSON-002574,CROSS_CASE_ASSOCIATION,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,2,false,true
HREL-000496,PERSON-001072,PERSON-000029,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000497,PERSON-000617,PERSON-002257,COMMON_INTERMEDIARY,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000498,PERSON-000866,PERSON-000035,BRIDGE_RELATIONSHIP,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
HREL-000499,PERSON-001681,PERSON-001339,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,3,false,true
HREL-000500,PERSON-001150,PERSON-000169,SHARED_NETWORK,COMMUNICATION|FINANCIAL|CASE_OVERLAP,,,4,false,true
